年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2008,3,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,97/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1102,亞泥,勤業眾信會計師事務所,戴信維,范有偉,97/10/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1103,嘉泥,勤業眾信會計師事務所,仲  偉,虞成全,97/10/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1104,環球水泥,資誠會計師事務所,蕭金木,周筱姿,97/10/28,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2008,3,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,謝建新,陳招美,97/10/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1109,信大水泥,資誠會計師事務所,賴宗羲,周育正,97/10/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,97/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1201,味全公司,資誠會計師事務所,陳永清,王照明,97/10/28,保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2008,3,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,97/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1210,大成長城,安侯建業會計師事務所,丁玉山,許育峰,97/10/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1213,大飲,資誠會計師事務所,吳漢期,李淑靜,97/10/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1215,卜蜂企業,資誠會計師事務所,翁世榮,吳郁隆,97/10/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1216,統一,資誠會計師事務所,林姿妤,王偉臣,97/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,97/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1218,泰山企業,安侯建業會計師事務所,陳嘉修,張淑瑩,97/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,97/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,97/10/24,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,3,1225,福懋油,勤業眾信會計師事務所,謝建新,陳招美,97/10/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,97/10/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1229,聯華實業,安侯建業會計師事務所,許淑敏,楊柳鋒,97/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,3,1231,聯華食品,勤業眾信會計師事務所,張清福,蔡振財,97/10/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
