年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2010,4,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,100/03/25,無保留意見
2010,4,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,100/03/01,無保留意見
2010,4,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,100/03/29,無保留意見
2010,4,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,100/03/31,修正式無保留意見--採用其他會計師查核且欲區分責任、前期由其他會計師查核
2010,4,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新,陳招美,100/03/15,無保留意見
2010,4,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,100/03/18,修正式無保留意見--會計原則變動
2010,4,1110,東泥,建興聯合會計師事務所,黃鈴雯,劉奕宏,100/03/10,修正式無保留意見--採用其他會計師查核且欲區分責任
2010,4,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,100/03/29,修正式無保留意見--採用其他會計師查核且欲區分責任
2010,4,1203,味王公司,大中國際聯合會計師事務所,溫明郁,李聰明,100/04/26,修正式無保留意見--採用其他會計師查核且欲區分責任
2010,4,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,100/04/10,修正式無保留意見--採用其他會計師查核且欲區分責任
2010,4,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,100/04/06,無保留意見
2010,4,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,翁世榮,100/03/18,無保留意見
2010,4,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,100/03/31,修正式無保留意見--採用其他會計師查核且欲區分責任
2010,4,1217,愛之味,建興聯合會計師事務所,劉奕宏,蔡淑滿,100/03/10,修正式無保留意見--採用其他會計師查核且欲區分責任
2010,4,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,張淑瑩,100/03/31,修正式無保留意見--採用其他會計師查核且欲區分責任
