年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2012,3,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,101/10/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,郭俐雯,101/10/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,101/10/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,101/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新,陳招美,101/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,101/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1110,東泥,建興聯合會計師事務所,黃鈴雯,謝仁耀,101/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,101/10/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,101/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,101/10/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,101/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,101/10/19,標準式無保留核閱報告
2012,3,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,101/10/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2012,3,1217,愛之味,建興聯合會計師事務所,黃鈴雯,蔡淑滿,101/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
