年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2010,1,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲  偉,99/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1104,環球水泥,資誠聯合會計師事務所,蕭金木,周筱姿,99/04/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益、其他
2010,1,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新,陳招美,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,99/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1110,東泥,建興聯合會計師事務所,黃鈴雯,劉奕宏,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,99/04/29,保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2010,1,1203,味王公司,大中國際聯合會計師事務所,李聰明,溫明郁,99/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,99/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,翁世榮,99/04/25,標準式無保留核閱報告
2010,1,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,99/04/26,保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益
2010,1,1217,愛之味,建興聯合會計師事務所,劉奕宏,蔡淑滿,99/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,張淑瑩,99/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1220,台榮,立本台灣聯 合 會 計 師 事 務 所,陳玉芳,柯俊榮,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,陳招美,99/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1227,佳格,勤業眾信聯合會計師事務所,郭文吉,廖如陽,99/04/14,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1229,聯華實業,安侯建業會計師事務所,楊柳鋒,連淑凌,99/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,蔡振財,99/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1233,天仁,安永聯合會計師事務所,蕭翠慧,徐榮煌,99/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1234,黑松,勤 業 眾 信 聯 合 會 計 師 事 務 所,陳慧銘,林宜慧,99/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1235,興泰,立一聯合會計師事務所,王世坤,楊玉貞,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1236,宏亞食品,安永聯合會計師事務所,賴明陽,鄭戊水,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1301,台塑,安侯建業會計師事務所,吳秋華,李慈慧,99/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1303,南亞塑膠,安侯建業聯合會計師事務所,吳秋華,寇惠植,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1304,台聚,勤業眾信聯合會計師事務所,韋亮發,黃秀椿,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1305,華夏,勤 業 眾 信 聯 合 會 計 師 事 務 所,郭慈容,韋亮發,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1307,三芳化工,勤業眾信聯合會計師事務所,吳秋燕,曾光敏,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1308,亞聚,勤業眾信聯合會計師事務所,郭 慈 容,黃 秀 椿,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1309,台達化工,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1310,台苯,正風聯合會計師事務所,周銀來,曾國富,99/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,張福郎,99/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1313,聯成,勤業眾信聯合會計師事務所,郭文吉,許庭禎,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1314,中石化,安侯建業聯合會計師事務所,陳富煒,陳眉芳,99/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1315,達新工業,第一聯合會計師事務所,張福郎,邱桂鈴,99/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1316,上曜,資誠聯合會計師事務所,劉子猛,林姿妤,99/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1319,東陽,安永聯合會計師事務所,黃世杰,洪茂益,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1321,大洋,安侯建業會計師事務所,呂觀文,蔡松棋,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1323,永裕,勤業眾信聯合會計師事務所,黃李松,李季珍,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1324,地球工業,安永聯合會計師事務所,佟韻玲,楊智惠,99/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1325,恒大,勤 業 眾 信 聯 合 會 計 師 事 務 所,張 瑞 娜,陳 照 敏,99/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1326,台化,資 誠 聯 合 會 計 師 事 務 所,吳漢期,高文宏,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1402,遠東新,勤業眾信聯合會計師事務所,施景彬,黃樹傑,99/04/23,保留(附加其他事項說明段)--會計原則變動、欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2010,1,1409,新纖,勤業眾信聯合會計師事務所,"王錦燕 (YYY代表會計�/td>王自軍 (YYY代表會計�/td>99/04/22
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","王自軍 (YYY代表會計�/td>99/04/22
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1410,南染,資誠聯合會計師事務所,李運鞭,吳漢期,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1413,宏洲纖維,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,99/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1414,東和,安侯建業聯合會計師事務所,陳國宗,許振隆,99/04/22,標準式無保留核閱報告
2010,1,1416,廣豐,第一聯合會計師事務所,邱繼盛,王戊昌,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1417,嘉裕,勤業眾信聯合會計師事務所,林淑婉,郭政弘,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1418,東華,勤業眾信聯合會計師事務所,林谷同,黃海悅,99/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,99/04/23,標準式無保留核閱報告
2010,1,1423,利華羊毛,安永聯合會計師事務所,賴明陽,蕭翠慧,99/04/16,標準式無保留核閱報告
2010,1,1432,大魯閣,資誠聯合會計師事務所,蕭金木,葉翠苗,99/04/27,保留(附加其他事項說明段)--繼續經營假設有疑慮、依被投資公司未經會計師查核報告認列投資損益
2010,1,1434,福懋興業,資誠聯合會計師事務所,吳漢期,高文宏,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1435,中福國際,勤業眾信會計師事務所,陳照敏會計師,劉江抱會計師,99/04/26,修正式無保留核閱報告--採用其他會計師查核且欲區分責任
2010,1,1436,華友聯,勤業眾信聯合會計師事務所,吳恩銘,陳招美,99/04/16,標準式無保留核閱報告
2010,1,1437,勤益投控,安侯建業聯合會計師事務所,關春修,俞安恬,99/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1438,裕豐,安泰聯合會計師事務所,萬文慧,陳兆宏,99/04/20,保留(附加其他事項說明段)--繼續經營假設有疑慮、依被投資公司未經會計師查核報告認列投資損益
2010,1,1439,中和羊毛,安永會計師事務所,傅文芳,黃建澤,99/04/27,標準式無保留核閱報告
2010,1,1440,南紡,資誠聯合會計師事務所,李明憲,林姿妤,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益、其他
2010,1,1441,大東紡織,安 侯 建 業 聯 合 會 計 師 事 務 所,吳秋華,寇惠植,99/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1442,名軒,惠眾聯合會計師事務所,盧聯生,項文婷,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1443,立益紡織,第一聯合會計師事務所,高  佩,王戊昌,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1444,力麗,勤業眾信聯合會計師事務所,洪國田,盧啟昌,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1445,大宇紡織,勤業眾信聯合會計師事務所,韋亮發,王小蕙,99/04/16,標準式無保留核閱報告
2010,1,1446,宏和,安永聯合會計師事務所,黃世杰,陳政初,99/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1447,力鵬,勤業眾信聯合會計師事務所,洪國田,盧啟昌,99/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1449,佳和實業,安侯建業會計師事務所,張嘉信,許振隆,99/04/25,保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益
2010,1,1451,年興紡織,勤業眾信聯合會計師事務所,卓明信,施景彬,99/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1452,宏益,立本台灣聯合會計師事務所,"陳玉芳 (YYY代表會計�/td>柯俊榮 (YYY代表會計�/td>99/04/16
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","柯俊榮 (YYY代表會計�/td>99/04/16
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",99/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1453,大將,勤業眾信聯合會計師事務所,賴國旺,何瑞軒,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1454,台富,勤業眾信會計師事務所,游素環,龔雙雄,99/04/26,標準式無保留核閱報告
2010,1,1455,集盛,第 一 聯 合 會 計 師 事 務 所,蕭英嘉,張福郎,99/04/19,標準式無保留核閱報告
2010,1,1456,怡華,惠 眾 聯 合 會 計 師 事 務 所,"盧聯生 (YYY代表會計�/td>項文婷 (YYY代表會計�/td>99/04/22
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","項文婷 (YYY代表會計�/td>99/04/22
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1457,宜進,安侯建業聯合會計師事務所,曾國禓,賴麗真,99/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1459,聯發紡織,勤業眾信聯合會計師事務所,黃  海  悅,林  谷  同,99/04/20,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2010,1,1460,宏遠,勤業眾信聯合會計師事務所,郭麗園,施景彬,99/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1463,強盛染整,安侯建業聯合會計師事務所,魏忠華,陳振乾,99/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2010,1,1464,得力實業,勤 業 眾 信 聯 合 會 計 師 事 務 所,黃李松,龔俊吉,99/04/21,標準式無保留核閱報告
2010,1,1465,偉全實業,立 本 台 灣 聯 合 會 計 師 事 務 所,張書成,劉克宜,99/04/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
