年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2009,3,1101,台泥,勤業眾信會計師事務所,邵志明,郭政弘,98/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1102,亞泥,勤業眾信會計師事務所,戴信維,范有偉,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1103,嘉泥,勤業眾信會計師事務所,方小萍,仲  偉,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1104,環球水泥,資誠會計師事務所,蕭金木,周筱姿,98/10/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1108,幸福水泥,勤業眾信會計師事務所,謝建新,陳招美,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1109,信大水泥,資誠會計師事務所,李秀玲,周育正,98/10/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,98/10/20,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2009,3,1201,味全公司,資誠會計師事務所,王照明,陳永清,98/10/29,保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2009,3,1203,味王公司,大中國際聯合會計師事務所,林寬照,李聰明,98/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1210,大成長城,安侯建業會計師事務所,陳富煒,陳眉芳,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1213,大飲,資誠會計師事務所,吳漢期,李淑靜,98/10/29,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2009,3,1215,卜蜂企業,資誠會計師事務所,翁世榮,吳郁隆,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1216,統一,資誠會計師事務所,林姿妤,王偉臣,98/10/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1217,愛之味,建興聯合會計師事務所,劉奕宏,蔡淑滿,98/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1218,泰山企業,安侯建業會計師事務所,陳嘉修,張淑瑩,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,98/10/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1220,台榮,立本台灣聯合會計師事務所,陳玉芳,柯俊榮,98/10/22,保留(附加其他事項說明段)--會計原則變動、適用新公報、依被投資公司未經會計師查核報告認列投資損益
2009,3,1225,福懋油,勤業眾信會計師事務所,謝建新,陳招美,98/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1227,佳格,勤業眾信會計師事務所,郭文吉,廖如陽,98/10/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1229,聯華實業,安侯建業會計師事務所,楊柳鋒,連淑凌,98/10/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1231,聯華食品,勤業眾信會計師事務所,張清福,蔡振財,98/10/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1232,大統益,資誠會計師事務所,林姿妤,林億彰,98/10/21,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2009,3,1233,天仁,安 永 會 計 師 事 務 所,蕭翠慧,林麗凰,98/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,林義峰,陳慧銘,98/10/14,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1235,興泰,立一會計師事務所,王世坤,楊玉貞,98/10/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1236,宏亞食品,安永會計師事務所,賴明陽,鄭戊水,98/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1301,台塑,安侯建業會計師事務所,吳秋華,李慈慧,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1303,南亞塑膠,安侯建業會計師事務所,吳秋華,寇惠植,98/10/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1304,台聚,勤業眾信會計師事務所,韋亮發,黃秀椿,98/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,郭慈容,韋亮發,98/10/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1307,三芳化工,勤業眾信會計師事務所,吳秋燕,曾光敏,98/10/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,郭 慈 容,黃 秀 椿,98/10/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1309,台達化工,勤業眾信會計師事務所,黃秀椿,韋亮發,98/10/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1310,台苯,正風聯合會計師事務所,周銀來,曾國富,98/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,張福郎,98/10/20,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2009,3,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,98/10/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1314,中石化,安侯建業會計師事務所,陳富煒,林琬琬,98/10/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1315,達新工業,第一聯合會計師事務所,王戊昌,張福郎,98/10/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1316,上曜,資誠會計師事務所,林姿妤,吳建志,98/10/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1319,東陽,安永會計師事務所,黃世杰,洪茂益,98/10/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1321,大洋,安侯建業會計師事務所,呂觀文,蔡松棋,98/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1323,永裕,勤業眾信會計師事務所,黃李松,李季珍,98/10/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1324,地球工業,安永會計師事務所,佟韻玲,楊智惠,98/10/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2009,3,1325,恒大,勤 業 眾 信 會 計 師 事 務 所,張 瑞 娜,陳 照 敏,98/10/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
