年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2003,1,1101,台泥,致遠會計師事務所,李明昱,陳慕賢,92/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1102,亞泥,勤業會計師事務所,李振銘,王金山,92/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1103,嘉泥,眾信聯合會計師事務所,涂三遷,仲偉,92/03/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1104,環球水泥,資誠會計師事務所,王嘉瑜,楊明珠,92/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1108,幸福水泥,勤業 會 計 師 事 務 所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,92/04/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1109,信大水泥,致遠會計師事務所,賴宗羲,李秀玲,92/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1110,東泥,建興聯合會計師事務所,蘇炳章,黃鈴雯,92/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1201,味全公司,資誠會計師事務所,盧文聰,吳郁隆,92/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1203,味王公司,大中國際聯合會計師事務所,林寬照,李聰明,92/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1210,大成長城,安侯建業會計師事務所,丁玉山,林賢郎,92/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,1,1213,大飲,眾 信 聯 合 會 計 師 事 務 所,"黃 敏 全 (YYY代表會�/td>黃 學 平 (YYY代表會�/td>92/04/25
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","黃 學 平 (YYY代表會�/td>92/04/25
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",92/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
