年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2011,1,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,100/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,100/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,100/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,100/04/26,保留(附加其他事項說明段)--會計原則變動、前期由其他會計師查核、依被投資公司未經會計師查核報告認列投資損益
2011,1,1108,幸福水泥,勤業眾信會計師事務所,謝建新,陳招美,100/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,100/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1110,東泥,建興聯合會計師事務所,黃鈴雯,劉奕宏,100/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,100/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1203,味王公司,大中國際聯合會計師事務所,溫明郁,李聰明,100/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,100/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,賴宗羲,100/04/19,標準式無保留核閱報告
2011,1,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,100/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1217,愛之味,建興聯合會計師事務所,劉奕宏,蔡淑滿,100/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,張淑瑩,100/04/25,保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益
2011,1,1219,福壽實業,群智聯合會計師事務所,呂松裕,孫慶國,100/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,100/04/24,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2011,1,1225,福懋油,勤業眾信聯合會計師事務所,吳恩銘,陳招美,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1227,佳格,勤業眾信聯合會計師事務所,郭文吉,廖如陽,100/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,100/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,蔡振財,100/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1233,天仁,安永聯合會計師事務所,蕭翠慧,徐榮煌,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1234,黑松,勤業眾信聯合會計師事務所,陳慧銘,林宜慧,100/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1235,興泰,立一聯合會計師事務所,王世坤,楊玉貞,100/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1236,宏亞食品,安永聯合會計師事務所,鄭戊水,黃建澤,100/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1301,台塑,安侯建業聯合會計師事務所,吳秋華,李慈慧,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1303,南亞塑膠,安侯建業聯合會計師事務所,吳秋華,寇惠植,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1304,台聚,勤業眾信聯合會計師事務所,韋亮發,黃秀椿,100/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1305,華夏,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1307,三芳化工,勤業眾信聯合會計師事務所,吳秋燕,曾光敏,100/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1308,亞聚,勤業眾信聯合會計師事務所,郭慈容,黃秀椿,100/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1309,台達化工,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,100/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1310,台苯,正風聯合會計師事務所,周銀來,曾國富,100/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,張福郎,100/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1313,聯成,勤業眾信聯合會計師事務所,郭文吉,許庭禎,100/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1314,中石化,安侯建業聯合會計師事務所,陳眉芳,陳富煒,100/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1315,達新工業,第一聯合會計師事務所,張福郎,邱桂鈴,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1316,上曜,資誠聯合會計師事務所,劉子猛,林姿妤,100/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1319,東陽,安永聯合會計師事務所,黃世杰,洪茂益,100/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1321,大洋,安侯建業聯合會計師事務所,蔡松棋,呂觀文,100/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1323,永裕,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,100/04/20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1324,地球工業,安永聯合會計師事務所,佟韻玲,楊智惠,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1325,恒大,勤業眾信聯合會計師事務所,張瑞娜,陳照敏,100/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1326,台化,資誠聯合會計師事務所,吳漢期,高文宏,100/04/27,保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2011,1,1402,遠東新,勤業眾信聯合會計師事務所,施景彬,黃樹傑,100/04/21,保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益、其他
2011,1,1409,新纖,勤業眾信聯合會計師事務所,王錦燕,王自軍,100/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1410,南染,資誠聯合會計師事務所,阮呂曼玉,李運鞭,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1413,宏洲纖維,立本台灣聯合會計師事務所,陳玉芳,柯俊榮,100/04/25,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2011,1,1414,東和,安侯建業聯合會計師事務所,陳國宗,許振隆,100/04/20,標準式無保留核閱報告
2011,1,1416,廣豐,第一聯合會計師事務所,王戊昌,邱繼盛,100/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1417,嘉裕,勤業眾信聯合會計師事務所,林淑婉,郭政弘,100/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1418,東華,勤業眾信聯合會計師事務所,林谷同,黃海悅,100/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,100/04/25,標準式無保留核閱報告
2011,1,1423,利華羊毛,安 永 聯 合 會 計 師 事 務 所,蕭 翠 慧,徐 榮 煌,100/04/22,標準式無保留核閱報告
2011,1,1432,大魯閣,資誠聯合會計師事務所,蕭金木,葉翠苗,100/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1434,福懋興業,資誠聯合會計師事務所,吳漢期,高文宏,100/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1435,中福國際,勤業眾信聯合會計師事務所,陳照敏,劉江抱,100/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2011,1,1436,華友聯,勤業眾信聯合會計師事務所,吳恩銘,陳招美,100/04/15,標準式無保留核閱報告
2011,1,1437,勤益投控,安侯建業聯合會計師事務所,呂莉莉,關春修,100/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
