公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 處分承受擔保品提存損失（利益）,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分待出售資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 買回應付公司債損失（利益）,　　　　 出售及攤銷不良債權之損失,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息-營業活動,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 採用權益法之被投資公司減資退回股款,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 處分投資性不動產,　　 已收現之出售不良債權,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 發行金融債券,　　 其他借款減少,　　 附買回票券及債券負債減少,　　 償還特別股負債,　　 存入保證金減少,　　 庫藏股票買回成本,　　 支付之利息,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業
2888,2015年度,,              8107863,              8107863,,,              1579474,                378938,              1753172,             36350976,              6173529,            -79604332,             -7665625,            175938471,                              0,                210250,                 -1466,                              0,             -8706525,              3517305,                  5293,                              0,                              0,               -246818,                 26974,                              0,                              0,            129709616,,,               -407625,            -75783102,             44481765,             -1241344,             10444853,              7386917,            -13375821,           -190442999,             -1217887,           -220155243,,             -6687501,             -8520101,             16743784,             -1164730,              3674368,                309105,              4354925,           -215800318,            -86090702,            -77982839,             66674643,              8850570,             -6172591,             -1129636,             -9759853,,                              0,             29344315,             -2548460,                 14959,             -4185317,                -90469,                              0,             -7957993,                              0,                              0,             -2048863,             12528172,,               -899482,              3000000,             -5576539,                              0,             -1497481,             14025844,                              0,               -121672,             -1907115,               -983475,               -785422,                   -571,              5254087,               -287538,              7734868,            158692624,            166427492,             38017870,            128409622
2888,2014年度,,             10273236,             10273236,,,              1525005,                352216,              1906732,             31686395,              6023659,            -68592644,             -7755042,            158429799,                -28810,                159847,               -489655,                 41145,                              0,            -13284813,                              0,                -20081,                 97039,                              0,                              0,                 65408,                 15990,            110132190,,,               -784914,            -16436425,            -28816655,             -4347880,             -6276062,            -32910751,            -61617710,            -78888099,                684907,           -229393589,,             10179363,              6492913,             49198415,               -938833,              5659432,               -775133,             69816157,           -159577432,            -49445242,            -39172006,             58182907,              8817697,             -6836076,               -652922,             20339600,,                 95296,                              0,             -1140745,                777796,             -6994462,               -172226,                 12820,                -66650,                 39835,                111381,             -4862619,            -12199574,,             -5397756,              5000000,                              0,              5000000,             -3443738,              4448734,             -1654000,               -598736,                              0,               -562152,               -450807,                              0,              2341545,               -370880,             10110691,            148581933,            158692624,             59425032,             99267592
