公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分待出售資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 買回應付公司債損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 採用權益法之被投資公司減資退回股款,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 其他借款減少,　　 附買回票券及債券負債減少,　　 存入保證金減少,　　 庫藏股票買回成本,　　 支付之利息,　　 支付之利息,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業
2888,2016年01月01日至2016年09月30日,,              2746950,              2746950,,,              1240080,                263665,                999635,            -39036137,              3874009,            -64323118,             -6904362,            143334999,                169811,                  6145,                -16510,                              0,             -9679577,                489468,                              0,                              0,             30418108,,,                 31003,             16651961,             42381058,            -13092007,              2400829,              2902226,           -259730013,            157307647,                466704,            -50680592,,             -3389115,            -11508547,              4298810,            -35834975,             -2330602,              1789253,             -2073634,            -49048810,            -99729402,            -69311294,            -66564344,             56980232,              7268408,             -3667558,                              0,             -1459953,             -7443215,,                  2789,                              0,               -797251,                  2864,              8654865,                -71206,               -361639,                 58603,                785147,              8274172,,                700038,              3000000,                              0,                830681,             -3285897,                402885,                              0,             -3667558,                              0,               -425032,                   -157,              1222518,              1241365,              3294840,            166427492,            169722332,             81329416,             88392916
2888,2015年01月01日至2015年09月30日,,              4611834,              4611834,,,              1202555,                285096,              1076184,             37305358,              4695934,            -58559179,             -7167946,            135359440,                156271,                  9622,                              0,               -705030,                956992,                  5293,               -246818,                 26974,            114400746,,,               -631078,             -3536442,             28554865,              1650967,              5991281,             -2990471,             -7998326,           -152787329,               -452640,           -132199173,,             -2462958,            -22455850,              3270885,              7184348,             -1096920,              4405578,             -1439448,            -12594365,           -144793538,            -30392792,            -25780958,             50470627,              7907237,             -4442102,               -983475,               -444955,             27709849,,                              0,              2561999,             -2227490,                  1346,             -5927205,                -50746,             -1252327,                              0,                 44396,             -6850027,,             -2199293,              3000000,             -5576539,             -1439028,             -1156116,               -266453,             -1907115,             -4442102,               -983475,               -533640,                   -359,            -11062018,                222445,             10020249,            158692624,            168712873,             50439907,            118272966
