公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分待出售資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 取得無形資產,　　 取得投資性不動產,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 發行公司債,　　 其他借款增加,　　 附買回票券及債券負債減少,　　 存入保證金減少,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業
2888,2016年01月01日至2016年03月31日,,             -2542199,             -2542199,,,                411714,                 90533,                315369,            -15195549,              1404411,            -21323479,               -257792,             38432182,                 66897,                  2675,                              0,             -2118644,                              0,              1828317,,,                404627,               -341357,             27332978,             -7749454,             -3572470,             14701909,            -79972448,             58894509,              1546612,             11244906,,             -3339769,             -5044636,              1233083,             -2307663,                309451,               -896514,            -10046048,              1198858,              3027175,                484976,             20470764,                382493,             -1182323,               -326544,             19829366,,                              0,               -189178,                  1646,              7270683,                -18042,                -49693,                 62707,              7078123,,             -1299811,              3000000,                793838,             -3238008,               -796723,                              0,             -1540704,                327457,             25694242,            166427492,            192121734,             57071851,            135049883
2888,2015年01月01日至2015年03月31日,,              4263295,              4263295,,,                418851,                 91897,                338405,             -6096124,              1563519,            -18809967,               -163190,             39109344,                 55913,                   -675,               -705030,             -4336871,               -246818,             11219254,,,                -10980,            -13893613,             18205291,              1393032,               -489496,                107676,              1911206,            -28340880,             -1558259,            -22676023,,            -12209109,             -3474639,              8782200,                -37157,              1435141,              2484451,             -3019113,            -25695136,            -14475882,            -10212587,             18356542,                294020,             -1274818,               -553325,              6609832,,              2561999,             -1136841,                  9963,             -1167156,                 -5277,               -496453,                121434,               -112331,,                799676,                              0,                815453,                -49631,             -1344852,                   -214,                220432,                546249,              7264182,            158692624,            165956806,             56550922,            109405884
