公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",35840339,18167930,17672409,5960554,23632963,3595875,-17282,13556499,6463307,-1660807,4802500,0,0,1282155,6084655,6083899,756,1.02,0.00
"2881","富邦金",46140611,23807163,22333448,74018475,96351923,13507346,-58688224,18358198,5798155,-937357,4860798,0,0,781660,5642458,5388344,254114,0.70,0.00
"2882","國泰金",80138534,14532727,65605807,109694934,175300741,13640134,-113620511,38619608,9420488,526659,9947147,0,0,3249323,13196470,13069341,127129,1.47,0.00
"2883","開發金",3786642,2080114,1706528,15313276,17019804,-502169,0,5040749,12481224,-613300,11867924,0,0,671116,12539040,12673052,-134012,1.15,0.00
"2884","玉山金控",15571187,8210497,7360690,227461,7588151,2113635,0,5939417,-464901,207356,-257545,0,0,72026,-185519,-185444,-75,-0.06,0.00
"2885","元大金",10004290,4308156,5696134,1533684,7229818,1895578,0,5730183,-395943,-533759,-929702,0,0,165588,-764114,-764439,325,-0.24,0.00
"2886","兆豐金",49969202,31521122,18448080,16184772,34632852,4362861,-241896,14562500,15465595,-2274364,13191231,0,0,1148103,14339334,14797566,-458232,1.30,0.00
"2887","台新金控",62072784,26773224,35299560,14143296,49442856,23843405,0,23512181,2087270,-557643,1529627,0,0,742709,2272336,-4284501,6556837,-0.91,0.00
"2888","新光金",35063237,3558543,31504694,74586296,106090990,1530725,-79452200,16687680,8420385,-561556,7858829,0,0,932572,8791401,8705846,85555,1.98,0.00
"2889","國票金控",2471438,2011356,460082,2999770,3459852,0,0,1374165,2085687,-352713,1732974,0,0,56205,1789179,1689845,99334,0.80,0.00
"2890","永豐金控",32720052,17478269,15241783,9106644,24348427,6554757,0,13146806,4646864,-1158356,3488508,0,0,742712,4231220,4233103,-1883,0.60,0.00
"2891","中信金",50886821,21407925,29478896,7857479,37336375,19033832,0,22484955,-4182412,1710392,-2472020,0,0,58473,-2413547,-2419999,6452,-0.46,0.00
"2892","第一金控",32143613,17194094,14949519,10019553,24969072,3627178,0,12082944,9258950,-2728843,6530107,0,0,652469,7182576,7182576,0,1.20,0.00
