年,季,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,02,2801,彰化銀行,9265803,3435735,-1510036,7093380,7118194,-1149971,5968223,--,--,5968223,41834,--,6010057,5968223,--,--,6010057,--,--,0.76
2014,02,2809,京城銀行,2410750,1797021,72623,722683,3412465,-526359,2886106,--,--,2886106,1172733,--,4058839,2886106,--,--,4058839,--,--,2.40
2014,02,2812,台中銀行,3428986,1786622,764152,2134537,2316919,-271218,2045701,--,--,2045701,78850,--,2124551,2045701,--,--,2124551,--,--,0.74
2014,02,2820,華票,479778,504870,-61229,218714,827163,-126545,700618,--,--,700618,52353,--,752971,--,--,--,--,--,--,0.52
2014,02,2834,臺灣企銀,7146417,2022112,1361449,5241444,2565636,-32772,2532864,--,--,2532864,-18669,--,2514195,2532864,--,0,2514195,--,0,0.48
2014,02,2836,高銀,1201569,446256,355849,1044795,247181,-35698,211483,--,--,211483,51504,--,262987,211483,--,0,262987,--,0,0.29
2014,02,2838,聯邦銀行,2939072,2328303,-283143,3658850,1891668,-336271,1555397,--,--,1555397,154075,--,1709472,1531887,--,23510,1685962,--,23510,0.63
2014,02,2845,遠東商銀,2553694,2739415,-85804,3100930,2277983,-304167,1973816,--,--,1973816,71813,--,2045629,1973816,--,--,2045629,--,--,0.71
2014,02,2849,安泰銀行,1988539,1490298,11143,1553895,1913799,-261966,1651833,0,--,1651833,221649,--,1873482,1651833,--,0,1873482,--,0,0.98
