年,季,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,04,2801,彰化銀行,19337956,7225541,-884084,15023496,12424085,-1526905,10897180,--,--,10897180,590026,--,11487206,10897180,--,--,11487206,--,--,1.38
2014,04,2809,京城銀行,4953599,2811208,114470,1616949,6033388,-837034,5196354,--,--,5196354,-555624,--,4640730,5196354,--,--,4640730,--,--,4.33
2014,04,2812,台中銀行,7161977,3553022,1982816,4531940,4200243,-480987,3719256,0,--,3719256,48863,--,3768119,3719256,--,--,3768119,--,--,1.32
2014,04,2820,華票,967673,907536,-234907,451916,1658200,-272857,1385343,--,--,1385343,73434,--,1458777,--,--,--,--,--,--,1.03
2014,04,2834,臺灣企銀,14790257,4204068,2538587,10970022,5485716,-170579,5315137,0,--,5315137,169212,--,5484349,5315137,0,0,5484349,0,0,1.00
2014,04,2836,高銀,2467881,932138,691079,2197610,511330,-1439,509891,--,--,509891,81131,--,591022,509891,--,0,591022,--,0,0.69
2014,04,2838,聯邦銀行,5944978,4989963,-494806,7691951,3737796,-614311,3123485,0,--,3123485,470169,--,3593654,3093795,--,29690,3564000,--,29654,1.26
2014,04,2845,遠東商銀,5379536,5497412,70318,6510496,4296134,-601611,3694523,--,--,3694523,96822,--,3791345,3694523,--,--,3791345,--,--,1.31
2014,04,2849,安泰銀行,4138815,3045439,197045,3258285,3728924,-527445,3201479,0,--,3201479,549914,--,3751393,3201479,--,0,3751393,--,0,1.91
