年,季,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013,03,2801,彰化銀行,12796120,5190296,-648577,10107256,8527737,-1477935,7049802,--,--,7049802,-710782,--,6339020,7049802,--,--,6339020,--,--,0.91
2013,03,2809,京城銀行,3198111,1854309,526315,1060741,3465364,-464107,3001257,--,--,3001257,162549,--,3163806,3001257,--,--,3163806,--,--,2.57
2013,03,2812,台中銀行,4635171,2199767,1018743,2936606,2879589,-381730,2497859,0,--,2497859,-130307,--,2367552,2497859,--,--,2367552,--,--,1.00
2013,03,2820,華票,661698,509069,-627387,356608,1441546,-242805,1198741,--,--,1198741,-197664,--,1001077,--,--,--,--,--,--,0.89
2013,03,2834,臺灣企銀,10011166,3091062,2641139,8013340,2447749,-227563,2220186,--,--,2220186,63321,--,2283507,2220186,--,0,2283507,--,0,0.44
2013,03,2836,高銀,1679844,533122,323606,1532427,356933,-55840,301093,--,--,301093,-189831,--,111262,301093,--,0,111262,--,0,0.42
2013,03,2838,聯邦銀行,4366642,3407918,46947,5209467,2518146,-375102,2143044,--,--,2143044,310933,--,2453977,2130544,--,12500,2441477,--,12500,0.97
2013,03,2845,遠東商銀,3662753,3440597,-320523,4316938,3106935,-379189,2727746,--,--,2727746,-260398,--,2467348,2727746,--,--,2467348,--,--,1.16
2013,03,2849,安泰銀行,3209060,1562329,221146,2250505,2299738,-533611,1766127,0,--,1766127,-766977,--,999150,1766127,--,0,999150,--,0,1.05
