年,季,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2015,04,2801,彰化銀行,20915929,8753930,329372,15594286,13746201,-2102864,11643337,--,--,11643337,171329,--,11814666,11643337,--,--,11814666,--,--,1.38
2015,04,2809,京城銀行,5079427,1043277,52633,1609509,4460562,-777808,3682754,--,--,3682754,398743,--,4081497,3682754,--,--,4081497,--,--,3.09
2015,04,2812,台中銀行,7474764,2627977,744283,5221901,4136557,-659525,3477032,--,--,3477032,-75028,--,3402004,3477032,--,--,3402004,--,--,1.14
2015,04,2820,華票,1080659,1144013,-180401,487809,1917264,-307568,1609696,--,--,1609696,275541,--,1885237,--,--,--,--,--,--,1.20
2015,04,2834,臺灣企銀,15469015,4692869,2409189,11556531,6196164,-1083128,5113036,0,--,5113036,-191824,--,4921212,5113036,0,0,4921212,0,0,0.90
2015,04,2836,高銀,2481991,832613,370586,2290754,653264,-61933,591331,--,--,591331,-21146,--,570185,591331,--,--,570185,--,--,0.76
2015,04,2838,聯邦銀行,6084424,5656298,-113942,8014400,3840264,-701340,3138924,--,--,3138924,298867,--,3437791,3120902,--,18022,3419774,--,18017,1.20
2015,04,2845,遠東商銀,5803741,5423986,32816,6575291,4619620,-705488,3914132,--,--,3914132,-44146,--,3869986,3914132,--,--,3869986,--,--,1.30
2015,04,2849,安泰銀行,4275675,3581748,404093,3328911,4124419,-829288,3295131,0,--,3295131,218472,--,3513603,3295131,--,0,3513603,--,0,1.96
