年,季,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2016,02,2855,統一證券,76472380,4769284,81241664,58507862,74566,58582428,13356658,142702,8951965,162005,0,22613330,--,--,45906,22659236,0,0,0,                 17.46
2016,02,2856,元富證券,98869006,5794883,104663889,82492476,624729,83117205,16245099,25452,5501529,71460,-296856,21546684,--,--,0,21546684,0,0,32930000,                 14.01
2016,02,6005,群益證,87369536,13681440,101050976,67969823,1937377,69907200,22690730,2750386,4148429,333270,0,29922815,--,--,1220961,31143776,0,0,0,                 13.19
