年季,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 21
2013/03,2855,統一證券,54405036.0,4711508.0,59116544.0,37179010.0,9553.0,37188563.0,13231191.0,256116.0,8439856.0,-39368.0,--,21887795.0,--,--,40186.00,21927981.0,0.0,0.0,16.54,
2013/03,2856,元富證券,64305989.0,5674013.0,69980002.0,49816182.0,327527.0,50143709.0,15604309.0,60514.0,4556719.0,37813.0,-423062.00,19836293.0,--,--,--,19836293.0,0.0,38800000.0,13.04,
2013/03,6005,群益證,65478650.0,14767919.0,80246569.0,47467065.0,2445770.0,49912835.0,23690730.0,2705473.0,3166435.0,-20915.0,0.00,29541723.0,--,--,792011.00,30333734.0,0.0,0.0,12.47,
