公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 出售及攤銷不良債權之損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借銀行同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 處分以成本衡量之金融資產,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 因合併產生之現金流入,　　 取得投資性不動產,　　 已收現之出售不良債權,　　 其他資產減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 員工執行認股權,　　 庫藏股票買回成本,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
1718,2016年01月01日至2016年09月30日,,              2011079,                              0,              2011079,,,                651986,                 85173,                571557,               -312419,              2990803,             -8576366,                -59402,                    300,                              0,                 90726,                -40323,               -156148,                -64789,                548664,                   -386,               -159234,             -4429858,,,                421788,              9131095,             -2439860,               -220788,               -353868,                -55544,            -17702213,                 15868,            -11203522,,              2027223,               -493340,              6694413,              1232197,                 69751,             14151180,               -104155,                 15485,             23592754,             12389232,              7959374,              9970453,              8537730,                 59402,             -2824731,               -934071,             14808783,,            -20399275,              9452270,             -9473561,                150570,              1179045,                 82786,                              0,               -595452,                 16945,               -576652,                -30543,                 77512,                              0,                272897,                125742,                104932,            -19612784,,              3073381,                550685,             -3100000,              1354650,             -1436284,                 96757,                              0,               -411091,                              0,             -1086484,               -958386,                -81678,             -5844065,             89538126,             83694061,             12841061,             68386207,              2466793
1718,2015年01月01日至2015年09月30日,,              3898889,                              0,              3898889,,,                630876,                 73748,                164315,               -191397,              3267193,             -8728595,                -52880,                              0,                  3900,                137597,                -23457,                -10293,                -44754,               -208246,                 -2742,                 -2157,             -4986892,,,             -1509273,            -22343281,              1928076,               -652257,                -93885,                -65213,                879579,                -11433,            -21867687,,                799886,                 70030,              1325899,              1433336,                572108,             34339510,                  3591,                  2130,             38546490,             16678803,             11691911,             15590800,              8674107,                 52880,             -3039755,               -787796,             20490236,,             -3455806,              2757780,             -4088257,                              0,                450000,                 16107,                 20156,             -4647903,                    861,               -258317,                -51562,                              0,                    -39,                 84921,                    481,                487904,             -8683674,,             -1129120,                -69258,                              0,              1502000,             -1206203,                -54091,                 27041,                -22403,                -54146,                 -9872,             -1016052,                -29756,             10760754,             80704189,             91464943,             16002264,             70635687,              4826992
