公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分承受擔保品提存損失（利益）,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 出售及攤銷不良債權之損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借銀行同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 支付之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 已收現之出售不良債權,　　 其他資產減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 央行及同業融資減少,　　 應付短期票券增加,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 員工執行認股權,　　 庫藏股票買回成本,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
1718,2015年度,,              4009478,              4009478,,,                852052,                101223,                744291,               -278868,              4334074,            -11635549,                -56772,                   -800,                  3900,                              0,                337850,                -31222,                -12933,                -38315,                 25139,               -110897,                 -2742,                 -2167,             -5771736,,,             -1653284,            -18544736,              1826203,                -16942,                  4645,                    784,             -7357091,                  2656,            -25737765,,                   -261,                 39818,             -6833283,             -2215467,                -18896,             48919257,                -18165,                 -1251,                              0,             39871752,             14133987,              8362251,             12371729,             11623649,                488231,             -4351164,                              0,               -745753,             19386692,,             -6036935,              3435169,             -4460133,                              0,                450000,                              0,                 16107,                              0,                 20167,             -4897600,                    866,               -342899,                -84426,                              0,                   -891,                 84921,               -130724,                491336,            -11455042,,             -1338394,                              0,                -60016,              1060000,                              0,              2689000,             -1488141,                -72626,                 27041,                -22403,                -61408,                231604,                964657,                -62370,              8833937,             80704189,             89538126,             13007650,             69536454,              6994022
1718,2014年度,,              4638251,              4638251,,,                900811,                 81577,              1982970,               -139964,              4188195,            -11157662,                -94963,                    800,                              0,                  1435,               -181762,             -1052627,                  2358,             -1024043,                287444,               -138385,                -68712,                              0,             -6412528,,,             -1736108,               -607497,             -2880977,                324174,                361578,                 -1906,            -23605307,                 50577,            -28095466,,                -85196,                 50903,              2355879,              2932381,                384315,             26220500,                182831,                 -5985,                              0,             32035628,              3940162,             -2472366,              2165885,             11797411,                 94963,             -4133992,                              0,               -656688,              9267579,,             -2148465,                674733,               -812943,              2942200,                300000,                 -3000,                 12435,             -1756732,                              0,             -3450795,              1801681,                -93950,                -76332,                    808,                -37897,                343494,                 27852,               -220945,             -2497856,,                387344,             -2086000,                234540,                299847,                -49900,              1396830,               -546138,                 78297,                              0,                 -7365,                              0,               -395380,               -687925,                 88781,              6170579,             74533610,             80704189,             11780810,             67378018,              1545361
