公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 應付公司債匯率影響數,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 買回應付公司債損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 其他應收款－關係人減少,　　 取得無形資產,　　 處分無形資產,　　 因合併產生之現金流入,　　 其他金融資產增加,　　 其他非流動資產增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 員工購買庫藏股,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3231,2016年01月01日至2016年09月30日,,              2313858,              2313858,,,              5773029,                331312,              2028760,              1435026,               -621066,               -106028,                130534,                              0,               -200452,                203172,                    294,                -72753,                 -9919,                              0,                214530,                              0,                 83686,              9190125,,,                  2573,              6278252,             -5767967,                    130,             -8598402,                 99173,             -7986241,,                 -3154,             18753349,              5986574,                368691,               -127004,              3890391,               -325438,             28543409,             20557168,             29747293,             32061151,                610623,                396075,             -1480516,             -1784322,             29803011,,             -3843686,              2930388,               -301299,                 60779,               -119971,                 98641,             -4257228,                349527,                   -796,                  3766,               -358786,                306728,               -128497,             -3197015,             -1401875,                              0,             -9859324,,            299570178,           -306093307,                              0,              5460349,             -5173864,                -45192,             -2905344,               -533236,                482466,                325148,             -8912802,             -1977918,              9052967,             58559754,             67612721,             67612721
3231,2015年01月01日至2015年09月30日,,              2513389,              2513389,,,              5920350,                318154,             -2379218,              1432299,             -1411430,               -118030,                -86141,                 -5134,               -124751,                 17987,                  4019,                              0,                 -3990,                 96783,                  2479,                  6827,                467196,              4137400,,,                 -1178,             19627189,              3852540,                  4120,                237633,                -10326,             23709978,,                 -2422,               -667439,             -4902089,               -347128,                182043,              1213277,                280038,             -4243720,             19466258,             23603658,             26117047,              1340434,                380745,             -1531782,             -2370736,             23935708,,             -2565725,              1703068,               -329754,                 43573,                -79672,                              0,             -2505084,                 61819,                              0,                  9829,               -315692,                              0,                 32669,                              0,             -1403360,                 -1942,             -5350271,,            287376779,           -296873848,               -605030,              1113213,             -8192209,                -40203,             -2961921,             -2702207,                              0,                 43247,            -22842179,              1515622,             -2741120,             55692329,             52951209,             52951209
