公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",4587043,3495459,1091584,20086,1071498,0,1071498,0,0,1071498,1069875,1623,0.89
"2856","元富證券",8476835,7215548,1261287,132499,1128788,0,1128788,0,0,1128788,1128788,0,0.78
"6005","群益證",5583254,3953089,1630165,573704,1056461,-1294,1055167,0,0,1102416,1053317,49099,0.53
"6012","金鼎證券",2307926,2078602,229324,150093,79231,0,79231,0,0,79231,81034,-1803,0.07
