公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 處分投資性不動產,　　 其他金融資產減少,　　 預付設備款增加,　　 預付設備款減少,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 按攤銷後成本衡量之金融負債增加,　　 發放現金股利,　　 員工購買庫藏股,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
4733,2015年度,,              1379318,              1379318,,,                 57595,                  6677,                 53970,                  7330,                129086,                -12228,                 -1097,                 49770,                  1516,                              0,                              0,                292619,,,                   -910,             -1123300,               -203942,                 -7446,                 94980,                 25923,               -104184,             -1318879,,                 23808,               -192821,                154659,                 -8505,                -59902,                -82761,             -1401640,             -1109021,                270297,                 12228,                -88736,               -258041,                -64252,,                              0,               -670575,                  2935,                 -2607,                              0,                 -2621,                              0,                  8372,                -49566,                              0,                  1097,               -712965,,              3786535,             -2823909,                 30000,                              0,                696510,                116000,                 -4500,                122126,               -596630,                 15777,                 52731,               -216224,              1178416,                -25606,                375593,                915313,              1290906,              1290906
4733,2014年度,,                862280,                862280,,,                 58586,                  7265,                -32635,                 -6974,                 41294,                -21273,                   -878,                  6294,                    319,               -184273,                  1268,               -131007,,,                 -3419,               -492687,             -1441633,                -14689,               -120901,               -111884,                -42965,             -2228178,,                -93618,                899204,                -24919,                   -743,                165493,                945417,             -1282761,             -1413768,               -551488,                 21273,                -31557,                -46021,               -607793,,                  2632,               -186697,                  1692,                              0,                    790,                 -4851,                473119,                 78829,                              0,                  1389,                    878,                367781,,              1699022,             -1152261,                              0,                -20000,                              0,                447186,               -538947,                111247,               -294754,                  8254,                  6690,                              0,                266437,                 45450,                 71875,                843438,                915313,                915313
