年,公司代號,公司名稱,股利所屬年度,權利分派基準日,盈餘轉增資配股(元/股),法定盈餘公積、資本公積轉增資配股(元/股),除權交易日,配股總股數(股),配股總金額(元),配股總股數佔盈餘配股總股數之比例(%),員工紅利配股率,盈餘分配之股東現金股利(元/股),法定盈餘公積、資本公積發放之現金(元/股),除息交易日,現金股利發放日,員工紅利總金額(元),現金增資總股數(股),現金增資認股比率(%),現金增資認購價(元/股),董監酬勞(元),公告日期,公告時間,普通股每股面額
2011,1101,台泥,99,100/08/01, , , , , , ,0,2,0,100/07/26, ,"         45,349,180", , , ,"        229,784,564",100/07/11,10:44:16,新台幣                 10.0000元
2011,1102,亞泥,99,100/08/30,0.2,0,100/08/24,                  0,                      0,0.00,0,1.9,0,100/08/24, ,"        277,769,714",                  0,0,          0.00,"        208,327,285",100/08/09,15:51:48,新台幣                 10.0000元
2011,1103,嘉泥,99,100/08/04,0.3,0,100/07/28,                  0,                      0,0.00,0,0.3,0,100/07/28, ,"            900,000",                  0,0,          0.00,"            800,000",100/07/14,15:44:03,新台幣                 10.0000元
2011,1104,環球水泥,99,100/07/29, , , , , , ,0,1,0,100/07/21, ,"         19,273,146", , , ,"         19,273,146",100/07/06,11:02:27,新台幣                 10.0000元
2011,1109,信大水泥,99,100/07/20, , , , , , ,0,0.28,0,100/07/14, ,                  0, , , ,                  0,100/06/27,16:58:58,新台幣                 10.0000元
2011,1110,東泥,99,100/08/03, , , , , , ,0,0.1,0,100/07/28, ,"            595,834", , , ,"          1,787,502",100/07/13,17:37:01,新台幣                 10.0000元
2011,1201,味全公司,99,100/09/26, , , , , , ,0,0.6,0,100/09/20, , , , , ,                  0,100/08/26,09:27:37,新台幣                 10.0000元
2011,1203,味王公司,99,100/09/21, , , , , , ,0,0.5,0,100/09/15, ,"          2,580,645", , , ,"          6,451,613",100/08/31,16:25:51,新台幣                 10.0000元
2011,1210,大成長城,99,100/08/27,0.4946523612,0,100/08/19,                  0,                      0,0.00,0,1.18716565,0,100/08/19, ,"         15,000,000",                  0,0,          0.00,"         15,000,000",100/08/04,17:48:19,新台幣                 10.0000元
2011,1215,卜蜂企業,99,100/07/10, , , , , , ,0,1,0,100/07/04, ,"          3,138,000", , , ,                  0,100/06/17,16:35:42,新台幣                 10.0000元
