年,公司代號,公司名稱,股利所屬年度,權利分派基準日,盈餘轉增資配股(元/股),法定盈餘公積、資本公積轉增資配股(元/股),除權交易日,配股總股數(股),配股總金額(元),配股總股數佔盈餘配股總股數之比例(%),員工紅利配股率,盈餘分配之股東現金股利(元/股),法定盈餘公積、資本公積發放之現金(元/股),除息交易日,現金股利發放日,員工紅利總金額(元),現金增資總股數(股),現金增資認股比率(%),現金增資認購價(元/股),董監酬勞(元),公告日期,公告時間,普通股每股面額
2007,1101,台泥,95,96/08/05,0.1,0,96/07/30,"          9,212,600","             92,126,000",22.31,0.00287234,1.7,0,96/07/30, ,"         92,126,084",                  0,0,          0.00,"        184,252,084",96/07/16,14:28:59,新台幣                 10.0000元
2007,1101A,甲種特別股,95,96/08/05, , , , , , , ,1.04384, ,96/07/30, , , , , ,-,96/07/16,14:28:59,新台幣                 10.0000元
2007,1102,亞泥,95,96/08/15,0.8,0,96/08/09,                  0,                      0,0.00,0,1.5,0,96/08/09, ,"        250,489,406",                  0,0,          0.00,"        187,867,055",96/07/26,18:31:41,新台幣                 10.0000元
2007,1104,環球水泥,95,96/08/06,1,0,96/07/31,                  0,                      0,0.00,0,0,0, , ,"         16,223,187",                  0,0,          0.00,"         16,223,187",96/07/17,17:37:23,新台幣                 10.0000元
2007,1108,幸福水泥,95,96/08/22, , , , , , ,0,0.45,0,96/08/16, ,"          7,321,536", , , ,"         12,202,559",96/07/31,18:30:10,新台幣                 10.0000元
2007,1109,信大水泥,95,96/07/25, , , , , , ,0,0.6,0,96/07/19, ,"          5,782,024", , , ,"         28,910,118",96/07/03,10:50:19,新台幣                 10.0000元
2007,1110,東泥,95,96/07/24, , , , , , ,0,0.3,0,96/07/18, ,"          1,800,002", , , ,"          5,400,007",96/07/03,11:04:27,新台幣                 10.0000元
2007,1210,大成長城,95,96/09/02,0.49700081,0,96/08/27,                  0,                      0,0.00,0,0.994001,0,96/08/27, ,"          9,000,000",                  0,0,          0.00,"          8,000,000",96/08/14,10:36:38,新台幣                 10.0000元
2007,1215,卜蜂企業,95,96/07/22, , , , , , ,0,0.6,0,96/07/16, ,"          1,817,111", , , ,                  0,96/06/29,16:48:30,新台幣                 10.0000元
2007,1216,統一,95,96/08/23,0.6,0,96/08/16,                  0,                      0,0.00,0,0.6,0,96/08/16, ,"        296,127,892",                  0,0,          0.00,"         89,526,800",96/07/30,15:17:05,新台幣                 10.0000元
2007,1219,福壽實業,95,96/07/04, , , , , , ,0,0.22,0,96/06/28, ,"            623,298", , , ,"          3,116,492",96/06/12,16:48:39,新台幣                 10.0000元
2007,1227,佳格,95,96/07/25, , , , , , ,0,1.3,0,96/07/19, ,"          7,029,440", , , ,"          5,004,911",96/06/20,14:59:12,新台幣                 10.0000元
2007,1229,聯華實業,95,96/08/17,0.39993949,0,96/08/09,"            858,860","              8,588,600",3.06,0.00126118,0.59990925,0,96/08/09, ,"         12,882,914",                  0,0,          0.00,"          8,000,000",96/07/25,15:21:29,新台幣                 10.0000元
2007,1231,聯華食品,95,96/08/28, , , , , , ,0,0.5,0,96/08/22, ,"            862,788", , , ,"            862,788",96/08/07,11:12:29,新台幣                 10.0000元
2007,1232,大統益,95,96/07/23, , , , , , ,0,2,0,96/07/17, ,"          6,797,139", , , ,"          6,797,139",96/07/03,14:37:43,新台幣                 10.0000元
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,1233,天仁,95,96/07/29,0,0.3,96/07/23,                  0,                      0,0.00,0,1.2,0,96/07/23, ,"          2,777,474",                  0,0,          0.00,"          2,777,474",96/07/06,12:38:27,新台幣                 10.0000元
2007,1234,黑松,95,96/07/27, , , , , , ,0,0.2,0,96/07/19, ,"          1,116,309", , , ,"          3,348,926",96/07/06,12:38:34,新台幣                 10.0000元
2007,1235,興泰,95,96/09/15,0.5,0.5,96/09/07,                  0,                      0,0.00,0,0,0, , ,"            668,328",                  0,0,          0.00,"          1,113,880",96/08/23,15:33:24,新台幣                 10.0000元
2007,1236,宏亞食品,95,96/07/27, , , , , , ,0,0.6,0,96/07/19, ,"          2,072,492", , , ,"          1,036,245",96/07/04,11:18:38,新台幣                 10.0000元
2007,1301,台塑,96,96/07/09, , , , , , ,0,4.4,0,96/07/03, ,"        147,827,234", , , ,"         34,507,054",96/06/20,09:52:26,新台幣                 10.0000元
2007,1303,南亞塑膠,96,96/07/17, , , , , , ,0,5,0,96/07/11, ,"        161,783,602", , , ,"         35,024,000",96/06/25,12:04:20,新台幣                 10.0000元
2007,1304,台聚,95,96/07/25, , , , , , ,0,0.7,0,96/07/19, ,"          1,000,000", , , ,"          3,000,000",96/07/03,11:54:05,新台幣                 10.0000元
2007,1307,三芳化工,95,96/06/28, , , , , , ,0,1.5,0,96/06/22, ,"         19,717,940", , , ,"         11,830,764",96/06/06,09:26:34,新台幣                 10.0000元
2007,1308,亞聚,95,96/07/25, , , , , , ,0,1,0,96/07/19, ,"          3,312,035", , , ,                  0,96/07/03,15:30:11,新台幣                 10.0000元
2007,1310,台苯,95,96/09/11,0.4,0,96/09/05,"            224,400","              2,244,000",1.00,0.00040404,0.4,0,96/09/05, ,"          2,244,002",                  0,0,          0.00,                  0,96/08/20,09:37:31,新台幣                 10.0000元
2007,1311,福聚,95,96/10/23,0.8,0,96/10/17,                  0,                      0,0.00,0,0.8,0,96/10/17, ,"         15,961,633",                  0,0,          0.00,"         52,764,250",96/08/28,10:36:44,新台幣 10.0000元
2007,1313,聯成,95,96/08/17,0.599977093,0,96/08/09,"          3,300,000","             33,000,000",7.37,0.00442017,0.59997709,0,96/08/09, ,                  0,                  0,0,          0.00,"          8,000,000",96/07/26,10:39:57,新台幣                 10.0000元
2007,1315,達新工業,95,96/07/06, , , , , , ,0,1,0,96/06/28, ,"          1,159,090", , , ,"          1,159,090",96/06/12,09:04:23,新台幣                 10.0000元
2007,1319,東陽,96,96/08/31,0.3,0,96/08/23,                  0,                      0,0.00,0,0.5,0,96/08/23, ,"          3,446,178",                  0,0,          0.00,"         10,338,534",96/08/03,16:13:39,新台幣                 10.0000元
2007,1321,大洋,95,96/08/04, , , , , , ,0,0.2,0,96/07/27, ,"          4,581,650", , , ,"          1,145,412",96/07/06,08:27:53,新台幣                 10.0000元
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,1323,永裕,95,96/06/30, , , , , , ,0,0.5,0,96/06/23, ,"          3,337,413", , , ,"            834,353",96/06/06,09:35:49,新台幣                 10.0000元
2007,1324,地球工業,95,96/10/02, , , , , , ,0,0.12,0,96/09/26, ,                  0, , , ,-,96/09/04,09:33:53,新台幣                 10.0000元
2007,1325,恒大,95,96/09/23, , , , , , ,0,0.3,0,96/09/17, ,                  0, , , ,                  0,96/08/31,18:58:44,新台幣                 10.0000元
2007,1326,台化,96,96/07/03, , , , , , ,0,4.8,0,96/06/27, ,"        142,261,963", , , ,"         37,415,000",96/06/12,08:59:49,新台幣                 10.0000元
2007,1402,遠東新,95,96/08/31,0.3,0,96/08/23,                  0,                      0,0.00,0,1.3,0,96/08/23, ,"        299,344,609",                  0,0,          0.00,"        224,508,457",96/08/01,09:56:05,新台幣                 10.0000元
2007,1409,新纖,95,96/04/21,0,0,96/04/14,                  0,                      0,0.00,0, , , , , ,"        104,575,000",6.312338,         10.00,-,96/04/12,17:07:11,新台幣                 10.0000元
2007,1419,新紡,95,96/09/14,0.08,0,96/09/06,                  0,                      0,0.00,0,0.25,0,96/09/06, ,"          2,385,000",                  0,0,          0.00,"          1,800,000",96/08/23,14:30:31,新台幣                 10.0000元
2007,1434,福懋興業,96,96/07/23, , , , , , ,0,1.4,0,96/07/17, ,"          7,135,996", , , ,"          3,567,998",96/07/03,15:03:08,新台幣                 10.0000元
2007,1436,華友聯,95,96/08/29,0,1,96/08/23,                  0,                      0,0.00,0,0,0, , ,                  0,                  0,0,          0.00,                  0,96/08/07,15:51:35,新台幣                 10.0000元
2007,1440,南紡,95,96/07/13, , , , , , ,0,0.25,0,96/07/05, ,"          7,338,433", , , ,"         11,007,649",96/06/20,16:16:55,新台幣                 10.0000元
2007,1447,力鵬,95,96/08/01,0,1,96/07/26,                  0,                      0,0.00,0,0,0, , ,                  0,                  0,0,          0.00,-,96/07/11,17:52:39,新台幣                 10.0000元
2007,14470,特別股0,95,96/08/01,0,0,96/07/26, , , , ,0, ,96/07/26, , , , , ,-,96/07/11,17:52:39,新台幣                 10.0000元
2007,1451,年興紡織,95,96/07/18, , , , , , ,0,1.7,0,96/07/12, ,"         10,400,000", , , ,"          9,100,000",96/06/26,16:23:38,新台幣                 10.0000元
2007,1452,宏益,95,96/07/11, , , , , , ,0,0.3,0,96/07/05, ,"          1,749,434", , , ,"            874,717",96/06/23,14:35:12,新台幣                 10.0000元
2007,1455,集盛,95,96/09/10,0.18,0,96/09/04,                  0,                      0,0.00,0,0.12,0,96/09/04, ,"          2,981,623",                  0,0,          0.00,"          4,472,435",96/08/20,15:35:20,新台幣                 10.0000元
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,1459,聯發紡織,95,96/07/28,0,0.1,96/07/20,                  0,                      0,0.00,0,0.18,0,96/07/20, ,"          1,287,122",                  0,0,          0.00,"          1,930,682",96/07/06,14:11:19,新台幣                 10.0000元
2007,1460,宏遠,96,96/08/29, , , , , , ,0,0.15,0,96/08/23, ,"          3,163,975", , , ,"          2,372,981",96/08/07,12:05:46,新台幣                 10.0000元
2007,1465,偉全實業,95,96/08/01, , , , , , ,0,0.6,0,96/07/26, ,"            889,133", , , ,"          1,333,700",96/07/13,15:05:32,新台幣                 10.0000元
2007,1467,南緯實業,95,96/07/16, , , , , , ,0,1.15,0,96/07/10, ,"          3,951,006", , , ,"          3,951,006",96/06/26,10:51:40,新台幣                 10.0000元
2007,1473,台南企業,95,96/08/03,0.009956632,0.089609765,96/07/26,"            500,030","              5,000,300",78.56,0.00364841,3.6839559,0,96/07/26, ,"          5,000,000",                  0,0,          0.00,"          2,500,000",96/07/09,17:00:20,新台幣                 10.0000元
2007,1474,弘裕,95,96/08/28, , , , , , ,0,0.5,0,96/08/22, ,"          1,594,457", , , ,"          2,391,686",96/07/05,16:00:34,新台幣                 10.0000元
2007,1476,儒鴻,95,96/07/06, , , , , , ,0,0.8,0,96/06/28, ,"            272,712", , , ,                  0,96/06/14,14:59:30,新台幣                 10.0000元
2007,1476,儒鴻,96,96/08/05,1.1,0,96/07/30,                  0,                      0,0.00,0, , , , ,"            272,712","         25,000,000",13.0763,         16.00,                  0,96/07/13,15:02:31,新台幣                 10.0000元
2007,1477,聚陽實業,95,96/07/17, , , , , , ,0,4.63699,0,96/07/11, ,"         56,301,598", , , ,"         22,872,524",96/06/27,17:16:47,新台幣                 10.0000元
2007,1477,聚陽實業,95,96/08/01,0,0.49329,96/07/26,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"         22,872,524",96/07/11,17:50:08,新台幣                 10.0000元
2007,1503,士電,95,96/07/08, , , , , , ,0,1.2,0,96/07/02, ,"         62,404,309", , , ,"         31,200,000",96/06/13,17:46:25,新台幣                 10.0000元
2007,1504,東元電機,95,96/07/29, , , , , , ,0,0.69842741,0,96/07/23, ,"        187,115,300", , , ,"         93,557,650",96/07/06,16:27:26,新台幣                 10.0000元
2007,1507,永大機電,95,96/07/03, , , , , , ,0,0.8,0,96/06/27, ,"         21,141,056", , , ,"          2,349,006",96/06/13,10:24:28,新台幣                 10.0000元
2007,1512,瑞利,95,96/08/05, , , , , , ,0,0.5,0,96/07/30, ,"            891,451", , , ,                  0,96/07/12,15:55:33,新台幣                 10.0000元
2007,1513,中興電,95,96/07/12, , , , , , ,0,1.4,0,96/07/05, ,"         80,380,214", , , ,"         22,749,117",96/06/15,11:21:55,新台幣                 10.0000元
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,1514,亞力電機,95,96/07/30, , , , , , ,0,0.25,0,96/07/24, ,"          1,032,534", , , ,"          2,581,335",96/06/22,16:52:31,新台幣                 10.0000元
2007,1517,利奇機械,95,96/09/23, , , , , , ,0,0.6,0,96/09/17, ,"          9,678,049", , , ,"          3,871,220",96/08/30,09:55:09,新台幣                 10.0000元
2007,1519,華城電機,95,96/08/27, , , , , , ,0,1.29,0,96/08/21, ,"         23,479,703", , , ,"          4,402,444",96/08/06,14:19:29,新台幣                 10.0000元
2007,1521,大億,95,96/07/09, , , , , , ,0,1.3,0,96/07/03, ,"          1,011,642", , , ,                  0,96/06/15,10:26:39,新台幣                 10.0000元
2007,1522,堤維西,95,96/08/22,0.145222074,0,96/08/16,                  0,                      0,0.00,0,0.145222,0,96/08/16, ,                  0,                  0,0,          0.00,"          2,000,000",96/07/31,16:12:53,新台幣                 10.0000元
2007,1523,臺灣開億,95,96/08/31,0,0.1,96/08/23,                  0,                      0,0.00,0,0.3,0,96/08/23, ,"            492,763",                  0,0,          0.00,"          1,478,290",96/08/06,14:19:53,新台幣 10.0000元
2007,1524,耿鼎企業,95,96/08/29,0.3,0,96/08/23,                  0,                      0,0.00,0,0.3,0,96/08/23, ,"          4,536,185",                  0,0,          0.00,"          1,701,069",96/08/08,16:47:24,新台幣                 10.0000元
2007,1525,江申工業,95,96/07/23,0.5,0,96/07/17,                  0,                      0,0.00,0,0.5,0,96/07/17, ,"          5,680,698",                  0,0,          0.00,"          1,136,140",96/07/02,16:00:26,新台幣                 10.0000元
2007,1527,鑽全,95,96/08/28, , , , , , ,0,3,0,96/08/22, ,"         68,000,000", , , ,"          8,000,000",96/08/08,11:26:01,新台幣                 10.0000元
2007,1528,恩德,95,96/07/27,0.4,0,96/07/19,"            160,000","              1,600,000",4.00,0.00166667,1.3,0,96/07/19, ,"         17,262,320","         20,000,000",16.66666667,         16.00,"          5,658,696",96/07/05,15:36:13,新台幣                 10.0000元
2007,1530,亞崴機電,95,96/08/15,1,0,96/08/09,"            628,051","              6,280,510",8.16,0.00888807,3,0,96/08/09, ,"         18,843,837",                  0,0,          0.00,-,96/07/25,16:23:48,新台幣                 10.0000元
2007,1531,高林股,95,96/09/17, , , , , , ,0,1.7,0,96/09/11, ,"         19,040,516", , , ,"          7,616,206",96/08/27,16:51:25,新台幣                 10.0000元
2007,1532,勤美,95,96/08/20,1.0971639,0.0997422,96/08/14,"            500,000","              5,000,000",2.11,0.0023652,1.2966483,0,96/08/14, ,"         11,150,490",                  0,0,          0.00,"         16,150,490",96/07/31,09:51:42,新台幣                 10.0000元
2007,1533,車王電,95,96/08/30, , , , , , ,0,1.1992096,0,96/08/23, ,"          8,434,856", , , ,"          5,623,237",96/08/07,15:41:46,新台幣                 10.0000元
2007,1535,中宇,95,96/07/16, , , , , , ,0,1.6,0,96/07/10, ,"          4,516,573", , , ,"          1,800,000",96/06/23,10:12:46,新台幣                 10.0000元
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,
2007,1536,和大工業,95,96/07/21,1.15,0.35,96/07/13,"            643,980","              6,439,800",4.04,0.00631599,1,0,96/07/13, ,                  0,                  0,0,          0.00,"          4,293,205",96/06/22,17:00:02,新台幣                 10.0000元
2007,1537,廣隆光電,95,96/09/17, , , , , , ,0,1,0,96/09/11, ,"          2,300,000", , , ,"          2,300,000",96/08/23,15:48:04,新台幣                 10.0000元
2007,1540,喬福機械,95,96/07/25, , , , , , ,0,1,0,96/07/19, ,"          5,574,000", , , ,"          3,716,000",96/07/05,11:20:39,新台幣                 10.0000元
2007,1540,喬福機械,96,96/08/20,2,0,96/08/14,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"          3,716,000",96/07/31,09:50:20,新台幣                 10.0000元
2007,1558,伸興,95,96/07/18, , , , , , ,0,4.2,0,96/07/12, ,"          8,900,924", , , ,"          1,548,000",96/06/15,18:13:57,新台幣                 10.0000元
2007,1560,中砂,95,96/08/05,1.5,0,96/07/30,"            905,000","              9,050,000",4.97,0.00784909,2.5,0,96/07/30, ,"         60,950,000",                  0,0,          0.00,"          6,600,000",96/07/13,16:15:36,新台幣                 10.0000元
