年,公司代號,公司名稱,股利所屬年度,權利分派基準日,盈餘轉增資配股(元/股),法定盈餘公積、資本公積轉增資配股(元/股),除權交易日,配股總股數(股),配股總金額(元),配股總股數佔盈餘配股總股數之比例(%),員工紅利配股率,盈餘分配之股東現金股利(元/股),法定盈餘公積、資本公積發放之現金(元/股),除息交易日,現金股利發放日,員工紅利總金額(元),現金增資總股數(股),現金增資認股比率(%),現金增資認購價(元/股),董監酬勞(元),公告日期,公告時間,普通股每股面額
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1325,恒大,94,95/09/24, , , , , , ,0,0.2,0,95/09/18, ,                  0, , , ,                  0,95/08/28,11:14:27,新台幣                 10.0000元
2006,1326,台化,94,95/07/31,0.3,0,95/07/25,                  0,                      0,0.00,0,5.2,0,95/07/25, ,"        195,724,948",                  0,0,          0.00,"         37,415,000",95/07/07,12:55:37,新台幣                 10.0000元
2006,1402,遠東新,94,95/08/23,0.6,0,95/08/17,                  0,                      0,0.00,0,1,0,95/08/17, ,"        282,400,575",                  0,0,          0.00,"        211,800,431",95/08/02,16:31:13,新台幣                 10.0000元
2006,1419,新紡,94,95/09/15,0.25,0,95/09/07,                  0,                      0,0.00,0,0.25,0,95/09/07, ,"          4,356,000",                  0,0,          0.00,"          3,500,000",95/08/24,16:02:50,新台幣                 10.0000元
2006,1434,福懋興業,94,95/08/15,0.2,0,95/08/09,                  0,                      0,0.00,0,1,0,95/08/09, ,                  0,                  0,0,          0.00,                  0,95/07/24,17:17:39,新台幣                 10.0000元
2006,1451,年興紡織,94,95/08/30, , , , , , ,0,1.5,0,95/08/24, ,"          9,200,000", , , ,"         10,400,000",95/08/08,14:07:50,新台幣                 10.0000元
2006,1452,宏益,94,95/08/13,0,0.2,95/08/07,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,-,95/07/19,15:41:49,新台幣                 10.0000元
2006,1455,集盛,94,95/09/06, , , , , , ,0,0.1,0,95/08/31, ,"            993,874", , , ,"          1,490,812",95/08/14,16:37:43,新台幣                 10.0000元
2006,1459,聯發紡織,94,95/09/04,0,0.1,95/08/29,                  0,                      0,0.00,0, , , , , ,                  0,0,         10.00,-,95/07/27,09:23:21,新台幣                 10.0000元
2006,1460,宏遠,94,95/08/23,0,0.20420306,95/08/17,                  0,                      0,0.00,0,0,0, , ,                  0,                  0,0,          0.00,-,95/08/01,17:01:13,新台幣                 10.0000元
2006,1463,強盛染整,94,95/08/18, , , , , , ,0,0.15,0,95/08/10, ,"            354,518", , , ,"            531,776",95/07/26,11:14:20,新台幣                 10.0000元
2006,1465,偉全實業,94,95/08/08, , , , , , ,0,0.8,0,95/08/02, ,"          1,717,338", , , ,"          2,576,007",95/07/13,11:30:20,新台幣                 10.0000元
2006,1467,南緯實業,94,95/07/25, , , , , , ,0,1.08818,0,95/07/19, ,"          3,179,071", , , ,"          3,179,071",95/07/03,18:28:03,新台幣                 10.0000元
2006,1471,首利,94,95/08/12,1,0,95/08/04,"          1,228,000","             12,280,000",8.72,0.00955583, , , , , ,                  0,0,          0.00,"          4,909,893",95/07/21,11:05:29,新台幣                 10.0000元
2006,1473,台南企業,94,95/08/03,0.04,0.06,95/07/27,"            500,307","              5,003,070",49.96,0.00399339,3,0,95/07/27, ,"          5,000,000",                  0,0,          0.00,"          2,500,000",95/07/12,09:54:19,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1474,弘裕,94,95/11/09, , , , , , ,0,0.458033,0,95/11/02, ,"          2,799,333", , , ,"          4,199,000",95/10/03,10:08:15,新台幣                 10.0000元
2006,1476,儒鴻,94,95/07/05, , , , , , ,0,0.8,0,95/06/29, ,"            245,686", , , ,                  0,95/06/14,17:14:18,新台幣                 10.0000元
2006,1476,儒鴻,95,95/08/22,1.1,0,95/08/16,                  0,                      0,0.00,0, , , , ,"            245,686",                  0,0,          0.00,                  0,95/08/02,16:16:10,新台幣                 10.0000元
2006,1477,聚陽實業,94,95/07/12, , , , , , ,0,3.7397,0,95/07/06, ,"         42,286,170", , , ,"         18,700,000",95/06/20,18:36:25,新台幣                 10.0000元
2006,1503,士電,94,95/07/02, , , , , , ,0,1.2,0,95/06/26, ,"         90,735,447", , , ,"         45,344,000",95/06/08,15:55:00,新台幣                 10.0000元
2006,1504,東元電機,94,95/07/10, , , , , , ,0,0.6,0,95/07/04, ,"        164,660,124", , , ,"         82,330,062",95/06/19,11:21:37,新台幣                 10.0000元
2006,1507,永大機電,94,95/07/24, , , , , , ,0,1,0,95/07/18, ,"         19,099,842", , , ,"          2,122,205",95/07/06,14:56:27,新台幣                 10.0000元
2006,1512,瑞利,94,95/07/22, , , , , , ,0,0.7,0,95/07/14, ,"          1,248,031", , , ,-,95/06/29,09:34:04,新台幣                 10.0000元
2006,1513,中興電,94,95/08/08, , , , , , ,0,1.5,0,95/08/02, ,"         85,150,457", , , ,"         25,545,140",95/07/18,13:26:17,新台幣                 10.0000元
2006,1514,亞力電機,94,95/07/24, , , , , , ,0,0.2,0,95/07/18, ,"            817,939", , , ,"          2,044,847",95/07/03,17:13:23,新台幣                 10.0000元
2006,1517,利奇機械,94,95/08/20, , , , , , ,0,0.15,0,95/08/14, ,"          1,389,636", , , ,"            463,212",95/07/26,16:47:11,新台幣                 10.0000元
2006,1519,華城電機,94,95/08/08, , , , , , ,0,0.34,0,95/08/02, ,"          6,188,449", , , ,"          1,160,334",95/07/19,15:00:38,新台幣                 10.0000元
2006,1521,大億,94,95/07/12, , , , , , ,0,2.5,0,95/07/06, ,"          2,073,528", , , ,                  0,95/06/22,17:14:00,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1523,臺灣開億,94,95/08/29,0,0.3,95/08/23,                  0,                      0,0.00,0,0.7,0,95/08/23, ,"          1,116,292",                  0,0,          0.00,"          3,348,877",95/08/07,11:33:44,新台幣 10.0000元
2006,1524,耿鼎企業,94,95/08/20,0.3,0,95/08/14,                  0,                      0,0.00,0,0.3,0,95/08/14, ,"          3,837,625",                  0,0,          0.00,"          1,439,110",95/08/01,10:46:31,新台幣                 10.0000元
2006,1525,江申工業,94,95/07/16,0.5,0,95/07/10,                  0,                      0,0.00,0,1,0,95/07/10, ,"          6,971,920",                  0,0,          0.00,"          1,394,384",95/06/22,15:24:53,新台幣                 10.0000元
2006,1527,鑽全,94,95/09/19,2.128049,0,95/09/13,"          1,700,529","             17,005,290",5.04,0.01130031,2.128049,0,95/09/13, ,                  0,                  0,0,          0.00,"          7,000,000",95/08/29,17:27:53,新台幣                 10.0000元
2006,1528,恩德,94,95/10/07,0.52,0.18,95/09/29,"            243,186","              2,431,860",4.97,0.00271739,0.3,0,95/09/29, ,"          6,059,476",                  0,0,          0.00,"          2,547,401",95/08/22,11:06:06,新台幣                 10.0000元
2006,1530,亞崴機電,94,95/08/22,1,0,95/08/16,"            520,210","              5,202,100",8.16,0.00888763,3,0,95/08/16, ,"         15,609,242",                  0,0,          0.00,"          5,202,836",95/08/01,09:10:47,新台幣                 10.0000元
2006,1531,高林股,94,95/09/01,1.5,0,95/08/24,"          1,544,593","             15,445,930",6.59,0.01057619,0.5,0,95/08/24, ,"          5,148,651",                  0,0,          0.00,"          8,237,833",95/08/07,16:48:35,新台幣                 10.0000元
2006,1532,勤美,94,95/08/09,0.284856,0.094952,95/08/03,"            500,000","              5,000,000",8.80,0.00251747,1.3293278,0,95/08/03, ,"          5,231,795",                  0,0,          0.00,"         10,231,795",95/07/19,14:48:55,新台幣                 10.0000元
2006,1533,車王電,94,95/08/30, , , , , , ,0,0.5,0,95/08/24, ,"            610,699", , , ,"            407,133",95/08/08,10:25:13,新台幣                 10.0000元
2006,1535,中宇,94,95/07/16, , , , , , ,0,1,0,95/07/10, ,"          2,843,735", , , ,"          1,800,000",95/06/22,17:27:00,新台幣                 10.0000元
2006,1536,和大工業,94,95/08/01,1.35,0,95/07/26,"          1,115,517","             11,155,170",8.76,0.01296998,1,0,95/07/26, ,                  0,                  0,0,          0.00,"          6,693,099",95/07/11,17:16:53,新台幣                 10.0000元
2006,1537,廣隆光電,94,95/09/16, , , , , , ,0,0.5,0,95/09/08, ,"          1,700,000", , , ,"          1,700,000",95/08/23,17:24:06,新台幣                 10.0000元
2006,1538,正峰新,94,95/08/13,1,0,95/08/07,"          1,000,000","             10,000,000",8.69,0.00868601,2,0,95/08/07, ,"         20,000,000",                  0,0,          0.00,"          7,000,000",95/07/24,16:45:36,新台幣                 10.0000元
2006,1540,喬福機械,94,95/07/25, , , , , , ,0,1.5,0,95/07/19, ,"          2,323,000", , , ,"          2,323,000",95/07/04,14:43:38,新台幣                 10.0000元
2006,1558,伸興,94,95/07/10, , , , , , ,0,2.2,0,95/07/04, ,"          4,500,000", , , ,"          1,536,000",95/06/19,16:54:40,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1560,中砂,94,95/08/05,1.5,0,95/07/28,"          2,066,453","             20,664,530",12.27,0.0209869,1.5,0,95/07/28, ,                  0,                  0,0,          0.00,"          4,950,000",95/07/13,16:20:10,新台幣                 10.0000元
2006,1582,信錦,94,95/10/30,2,0,95/10/24,"            810,000","              8,100,000",13.94,0.0324,1,0,95/10/24, ,"          1,650,000",                  0,0,          0.00,"          3,970,000",95/10/05,15:43:30,新台幣                 10.0000元
2006,1609,大亞電線,94,95/12/19,0.178,0.18646,95/12/13,                  0,                      0,0.00,0,0.178,0,95/12/13, ,"          3,493,292",                  0,0,          0.00,-,95/11/28,11:23:00,新台幣                 10.0000元
2006,1611,中電,94,95/09/04,0.6,0,95/08/29,                  0,                      0,0.00,0,0.4,0,95/08/29, ,"         10,123,700",                  0,0,          0.00,"          1,013,750",95/08/14,15:48:46,新台幣                 10.0000元
2006,1612,宏泰,94,95/07/07, , , , , , ,0,0.8,0,95/06/29, ,"         15,871,340", , , ,"          7,935,670",95/06/13,11:29:26,新台幣                 10.0000元
2006,1614,三洋電,94,95/06/02, , , , , , ,0,1.5,0,95/05/25, ,"         12,244,622", , , ,"         15,066,514",95/05/08,09:15:12,新台幣                 10.0000元
2006,1616,億泰,94,95/08/28,0,0.28347007,95/08/22,                  0,                      0,0.00,0,0.28347007,0,95/08/22, ,"          4,109,358",                  0,0,          0.00,"          1,643,743",95/08/08,10:33:56,新台幣                 10.0000元
2006,1617,榮星電線,94,95/07/29, , , , , , ,0,0.2,0,95/07/21, ,"            116,392", , , ,"            465,566",95/07/06,14:21:43,新台幣                 10.0000元
2006,1618,合機公司,94,95/09/05,0.3,0,95/08/30,                  0,                      0,0.00,0,0,0, , ,"          8,000,000",                  0,0,          0.00,                  0,95/08/15,10:23:40,新台幣                 10.0000元
2006,1701,中化,94,95/07/26, , , , , , ,0,0.7,0,95/07/20, ,"          4,177,964", , , ,"            417,796",95/06/28,17:00:06,新台幣                 10.0000元
2006,1704,榮化,94,95/08/30,0.5,0,95/08/24,                  0,                      0,0.00,0,1.6,0,95/08/24, ,"         32,700,000",                  0,0,          0.00,"         21,800,000",95/08/01,14:59:25,新台幣                 10.0000元
2006,1707,葡萄王,95,95/08/09, , , , , , ,0,0.6,0,95/08/03, ,"         10,482,333", , , ,                  0,95/07/26,18:26:55,新台幣                 10.0000元
2006,1708,東鹼,94,95/07/05, , , , , , ,0,0.7,0,95/06/29, ,"          4,989,959", , , ,"          4,532,993",95/06/06,17:04:31,新台幣                 10.0000元
2006,1709,和益化工,94,95/08/09,0.4,0,95/08/03,"            295,400","              2,954,000",3.09,0.0012766,0.4,0,95/08/03, ,"          2,953,999",                  0,0,          0.00,"          5,907,999",95/07/21,11:27:56,新台幣                 10.0000元
2006,1710,東聯,94,95/07/16,0.3,0,95/07/10,"          1,770,181","             17,701,810",7.32,0.00237113,2,0,95/07/10, ,"         17,701,806",                  0,0,          0.00,"         17,701,806",95/06/23,15:36:16,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1711,永光化學,94,95/07/04, , , , , , ,0,0.5,0,95/06/28, ,"          6,084,841", , , ,"          2,433,936",95/06/14,10:04:15,新台幣                 10.0000元
2006,1712,興農,94,95/07/21, , , , , , ,0,0.2,0,95/07/13, ,"            559,148", , , ,"          2,795,738",95/06/16,17:15:57,新台幣                 10.0000元
2006,1713,國化,94,95/07/23, , , , , , ,0,0.5,0,95/07/17, ,"          7,775,996", , , ,"          1,555,199",95/06/30,17:32:40,新台幣                 10.0000元
2006,1715,萬洲化學,94,95/07/08, , , , , , ,0,0.8,0,95/06/30, ,"          2,572,384", , , ,                  0,95/06/15,15:43:52,新台幣                 10.0000元
2006,1717,長興材料,94,95/07/23,1,0,95/07/17,"          5,214,340","             52,143,400",7.51,0.0081216,1.2,0,95/07/17, ,"         28,077,231",                  0,0,          0.00,"          8,000,000",95/06/30,08:47:19,新台幣                 10.0000元
2006,1720,生達化學,94,95/06/24, , , , , , ,0,1.2,0,95/06/16, ,"          2,514,105", , , ,"          7,542,315",95/06/02,16:34:05,新台幣                 10.0000元
2006,1720,生達化學,94,95/08/26,0.3,0,95/08/18,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"          7,542,315",95/08/01,15:07:10,新台幣                 10.0000元
2006,1722,台肥,95,95/08/22, , , , , , ,0,2.2,0,95/08/16, ,"         68,084,210", , , ,"         45,389,474",95/07/28,14:19:53,新台幣                 10.0000元
2006,1723,中碳,94,95/08/05,0.3,0,95/07/28,"          1,430,673","             14,306,730",18.99,0.00703125,4.2,0,95/07/28, ,"         14,306,722",                  0,0,          0.00,"          9,537,817",95/07/14,11:29:16,新台幣                 10.0000元
2006,1724,台硝,94,95/07/18, , , , , , ,0,0.879999,0,95/07/12, ,"          6,309,888", , , ,"          6,309,888",95/06/27,16:31:37,新台幣                 10.0000元
2006,1725,元禎,94,95/08/15,1.59999736,0,95/08/09,                  0,                      0,0.00,0,0.23,0,95/08/09, ,"          3,293,212",                  0,0,          0.00,"          3,293,212",95/07/20,17:51:39,新台幣                 10.0000元
2006,1726,永記造漆,94,95/07/24, , , , , , ,0,2.2,0,95/07/18, ,"          7,198,318", , , ,"            719,832",95/07/03,15:50:47,新台幣                 10.0000元
2006,1727,中華化學,94,95/07/19, , , , , , ,0,0.2,0,95/07/13, , , , , ,"          1,732,571",95/06/22,16:55:47,新台幣                 10.0000元
2006,1727,中華化學,94,95/09/13,0.6,0,95/09/07,"            280,000","              2,800,000",7.00,0.00451613, , , , , ,                  0,0,          0.00,"          1,732,571",95/08/24,16:03:35,新台幣                 10.0000元
2006,1729,必翔實業,94,95/07/22, , , , , , ,0,2.6347,0,95/07/14, ,"         22,265,608", , , ,"          1,200,000",95/06/28,15:13:04,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1730,花仙子,94,95/10/04, , , , , , ,0,0.75,0,95/09/28, ,"          4,600,000", , , ,"            545,000",95/07/21,10:51:28,新台幣                 10.0000元
2006,1731,美吾華,94,95/08/12,0,0.25,95/08/04,                  0,                      0,0.00,0,0.2,0,95/08/04, ,"             74,384",                  0,0,          0.00,"             44,630",95/07/17,16:11:57,新台幣                 10.0000元
2006,1733,五鼎,94,95/06/20,0.14789,0.15188,95/06/14,"            305,050","              3,050,500",23.11,0.00444576,1.95854,0,95/06/14, ,"          7,113,667",                  0,0,          0.00,"          1,563,718",95/06/01,15:14:08,新台幣                 10.0000元
2006,1734,杏輝藥品,94,95/07/05, , , , , , ,0,0.5,0,95/06/29, ,"          3,262,000", , , ,"          2,446,000",95/06/14,17:18:50,新台幣                 10.0000元
2006,1734,杏輝藥品,94,95/08/09,0.8,0,95/08/03,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"          2,446,000",95/07/17,16:19:00,新台幣                 10.0000元
2006,1735,日勝化,94,95/07/11, , , , , , ,0,0.7,0,95/07/05, ,"            973,515", , , ,"            389,406",95/06/21,11:45:30,新台幣                 10.0000元
2006,1736,喬山健康,94,95/08/20,2.25,0,95/08/14,"            200,000","              2,000,000",0.70,0.00158165,2.25,0,95/08/14, ,"          4,000,000",                  0,0,          0.00,"          9,500,000",95/07/31,14:20:40,新台幣                 10.0000元
2006,1737,臺鹽,94,95/08/21, , , , , , ,0,1,0,95/08/15, ,"          2,104,234", , , ,"            364,733",95/08/01,15:16:17,新台幣                 10.0000元
2006,1776,展宇,94,95/07/23, , , , , , ,0,1.2,0,95/07/17, ,"          3,819,200", , , ,"          1,636,800",95/07/03,17:57:47,新台幣                 10.0000元
2006,1802,台玻,94,95/07/21,0.8,0,95/07/13,                  0,                      0,0.00,0,0.4,0,95/07/13, , ,                  0,0,          0.00,"         30,578,566",95/06/28,11:23:35,新台幣                 10.0000元
2006,1808,潤隆,94,95/09/01,0.83,0,95/08/24,                  0,                      0,0.00,0,0,0, , ,"          1,100,000",                  0,0,          0.00,"          1,590,000",95/08/04,14:08:00,新台幣                 10.0000元
2006,1809,中釉,94,95/07/14, , , , , , ,0,0.2,0,95/07/06, ,"          3,700,373", , , ,"          1,480,149",95/06/14,11:03:07,新台幣                 10.0000元
2006,1904,正隆,94,95/06/27, , , , , , ,0,0.5,0,95/06/21, ,"         18,825,076", , , ,-,95/06/07,10:23:50,新台幣                 10.0000元
2006,1905,華紙,94,95/07/03, , , , , , ,0,0.9,0,95/06/27, ,"         62,935,931", , , ,"         10,489,322",95/06/09,15:58:51,新台幣                 10.0000元
2006,1907,永豐餘,94,95/08/23,0.38,0,95/08/17,                  0,                      0,0.00,0,0.5,0,95/08/17, ,"         36,901,022",                  0,0,          0.00,"          7,000,000",95/08/03,09:36:09,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,1909,榮成,94,95/07/05, , , , , , ,0,0.61445,0,95/06/29, ,"          3,472,946", , , ,                  0,95/06/14,18:37:43,新台幣                 10.0000元
2006,2002,中鋼,94,95/08/01,0.35,0,95/07/26,"        137,302,480","          1,373,024,800",27.04,0.0130214,3.75,0,95/07/26, ,"        915,349,874",                  0,0,          0.00,"        137,302,480",95/07/07,16:07:06,新台幣                 10.0000元
2006,2002A,中鋼特別股,94,95/08/01,0.35,0,95/07/26, , , , ,3.75, ,95/07/26, , , , , ,"        137,302,480",95/07/07,16:07:06,新台幣                 10.0000元
2006,2006,東和鋼鐵,94,95/07/20, , , , , , ,0,2.5863,0,95/07/13, , , , , ,"         67,564,768",95/06/29,12:39:43,新台幣                 10.0000元
2006,2007,燁興公司,95,95/04/21,0,0,95/04/13,                  0,                      0,0.00,0, , , , , ,"        259,830,000",51.26,          3.60,                  0,95/03/30,16:19:14,新台幣                 10.0000元
2006,2009,第一伸銅,94,95/09/15, , , , , , ,0,0.3,0,95/09/07, ,"          4,061,168", , , ,"          2,707,445",95/08/23,17:43:39,新台幣                 10.0000元
2006,2010,春源鋼鐵,94,95/07/09, , , , , , ,0,1.2,0,95/07/03, ,"         17,202,790", , , ,"          8,601,395",95/06/16,18:11:03,新台幣                 10.0000元
2006,2010,春源鋼鐵,94,95/08/31,0.5,0,95/08/24,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"          8,601,395",95/08/10,10:07:53,新台幣                 10.0000元
2006,2012,春雨,94,95/08/14, , , , , , ,0,0.5,0,95/08/08, ,                  0, , , ,                  0,95/07/07,10:36:11,新台幣                 10.0000元
2006,2013,中鋼構,94,95/07/24, , , , , , ,0,0.7,0,95/07/18, ,"          3,519,771", , , ,"          1,173,257",95/06/22,14:18:24,新台幣                 10.0000元
2006,2015,豐興鋼鐵,94,95/06/27, , , , , , ,0,2.75,0,95/06/21, ,"         20,000,000", , , ,"         59,000,000",95/06/08,16:09:10,新台幣                 10.0000元
2006,2020,美亞鋼管,94,95/08/28,0,1,95/08/22,                  0,                      0,0.00,0,0.2,0,95/08/22, ,"            258,674",                  0,0,          0.00,"            155,205",95/08/08,17:27:59,新台幣                 10.0000元
2006,2023,燁輝,94,95/07/25, , , , , , ,0,0.3,0,95/07/19, ,"          5,104,979", , , ,"          1,020,996",95/06/28,17:09:30,新台幣                 10.0000元
2006,2023,燁輝,94,95/10/02,0.7,0,95/09/26,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"          1,020,996",95/08/28,15:46:33,新台幣                 10.0000元
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,
2006,2027,大成鋼,94,95/07/15, , , , , , ,0,1.5,0,95/07/07, ,"         28,234,027", , , ,"         16,940,416",95/06/22,14:18:32,新台幣                 10.0000元
2006,2027,大成鋼,95,96/01/17,0,0,96/01/11,                  0,                      0,0.00,0, , , , , ,"         53,700,000",11.6,         28.00,"         16,940,416",95/12/26,18:14:07,新台幣                 10.0000元
