年,公司代號,公司名稱,股利所屬年度,權利分派基準日,盈餘轉增資配股(元/股),法定盈餘公積、資本公積轉增資配股(元/股),除權交易日,配股總股數(股),配股總金額(元),配股總股數佔盈餘配股總股數之比例(%),員工紅利配股率,盈餘分配之股東現金股利(元/股),法定盈餘公積、資本公積發放之現金(元/股),除息交易日,現金股利發放日,員工紅利總金額(元),現金增資總股數(股),現金增資認股比率(%),現金增資認購價(元/股),董監酬勞(元),公告日期,公告時間,普通股每股面額
2015,1101,台泥,103,104/07/29, , , , , , ,0,2.49,0,104/07/23,104/08/21,"         58,612,166", , , ,"         93,455,858",104/06/24,17:05:37,新台幣                 10.0000元
2015,1102,亞泥,103,104/09/07, , , , , , ,0,2.2,0,104/09/01,104/09/25,"        318,072,423", , , ,"        238,554,317",104/08/11,17:18:19,新台幣                 10.0000元
2015,1103,嘉泥,103,104/09/17, , , , , , ,0,0.30029881,0,104/09/10,104/10/16,                  0, , , ,                  0,104/09/10,17:38:18,新台幣                 10.0000元
2015,1104,環球水泥,103,104/07/28,0.2,0,104/07/22,                  0,                      0,0.00,0,1,0,104/07/22,104/08/28,"         23,590,331",                  0,0,          0.00,"         23,590,331",104/07/03,09:20:56,新台幣                 10.0000元
2015,1108,幸福水泥,103,104/07/21, , , , , , ,0,0.6,0,104/07/15,104/08/07,"         10,247,529", , , ,"         17,079,215",104/06/23,15:30:49,新台幣                 10.0000元
2015,1109,信大水泥,103,104/07/21, , , , , , ,0,0.2,0,104/07/15,104/08/12,"          5,103,723", , , ,"         10,207,446",104/06/29,14:29:03,新台幣                 10.0000元
2015,1110,東泥,103,104/07/30, , , , , , ,0,0.2,0,104/07/23,104/08/11,"          1,191,668", , , ,"          3,575,005",104/07/09,17:08:06,新台幣                 10.0000元
2015,1203,味王公司,103,104/09/07, , , , , , ,0,1,0,104/09/01,104/10/08,"          5,161,290", , , ,"         12,903,226",104/08/14,14:28:13,新台幣                 10.0000元
2015,1210,大成長城,103,104/09/02, , , , , , ,0,1,0,104/08/27,104/09/25,"         15,000,000", , , ,"         15,000,000",104/08/12,17:27:14,新台幣                 10.0000元
2015,1215,卜蜂企業,103,104/08/25,1,0,104/08/19,                  0,                      0,0.00,0,1,0,104/08/19,104/09/15,"          7,115,000",                  0,0,          0.00,                  0,104/08/04,15:44:27,新台幣                 10.0000元
