年,公司代號,公司名稱,股利所屬年度,權利分派基準日,盈餘轉增資配股(元/股),法定盈餘公積、資本公積轉增資配股(元/股),除權交易日,配股總股數(股),配股總金額(元),配股總股數佔盈餘配股總股數之比例(%),員工紅利配股率,盈餘分配之股東現金股利(元/股),法定盈餘公積、資本公積發放之現金(元/股),除息交易日,現金股利發放日,員工紅利總金額(元),現金增資總股數(股),現金增資認股比率(%),現金增資認購價(元/股),董監酬勞(元),公告日期,公告時間,普通股每股面額
2010,1101,台泥,98,99/07/20, , , , , , ,0,1.8,0,99/07/14, ,"         60,847,156", , , ,"        185,157,641",99/06/28,17:00:14,新台幣                 10.0000元
2010,1101,台泥,99,99/12/04,0,0,99/11/26,                  0,                      0,0.00,0, , , , , ,"        400,000,000",9.720015355,         27.00,"        185,157,641",99/11/19,17:09:45,新台幣                 10.0000元
2010,1102,亞泥,98,99/08/30,0.3,0,99/08/24,                  0,                      0,0.00,0,1.8,0,99/08/24, ,"        269,679,334",                  0,0,          0.00,"        202,259,500",99/08/06,17:43:56,新台幣                 10.0000元
2010,1103,嘉泥,98,99/08/18,0.2,0,99/08/12,                  0,                      0,0.00,0,0.2,0,99/08/12, ,"         13,490,000",                  0,0,          0.00,"         12,070,000",99/07/28,14:54:11,新台幣                 10.0000元
2010,1104,環球水泥,98,99/07/23, , , , , , ,0,0.5,0,99/07/15, ,"          9,637,000", , , ,"          9,637,000",99/06/30,16:56:34,新台幣                 10.0000元
2010,1108,幸福水泥,98,99/09/15, , , , , , ,0,0.17,0,99/09/09, ,"          3,462,912", , , ,"          5,771,520",99/08/23,14:36:34,新台幣                 10.0000元
2010,1109,信大水泥,98,99/07/20, , , , , , ,0,0.35,0,99/07/14, ,"            971,764", , , ,"          4,858,818",99/06/25,14:26:15,新台幣                 10.0000元
2010,1110,東泥,98,99/07/29, , , , , , ,0,0.2,0,99/07/22, ,"          1,191,669", , , ,"          3,575,005",99/07/06,16:15:23,新台幣                 10.0000元
2010,1201,味全公司,98,99/08/04, , , , , , ,0,0.6,0,99/07/29, , , , , ,                  0,99/07/08,10:22:29,新台幣                 10.0000元
2010,1203,味王公司,98,99/09/21,0.9231694,0,99/09/15,                  0,                      0,0.00,0,0.5768306,0,99/09/15, ,"          7,087,628",                  0,0,          0.00,"         17,719,068",99/09/01,17:34:57,新台幣                 10.0000元
2010,1210,大成長城,98,99/08/16,0.5,0,99/08/10,                  0,                      0,0.00,0,1.2,0,99/08/10, ,"         15,000,000",                  0,0,          0.00,"         15,000,000",99/07/26,15:15:56,新台幣                 10.0000元
2010,1215,卜蜂企業,98,99/07/13, , , , , , ,0,1,0,99/07/07, ,"          3,367,000", , , ,                  0,99/06/22,18:47:39,新台幣                 10.0000元
2010,1216,統一,98,99/08/18,1,0,99/08/12,                  0,                      0,0.00,0,0.8,0,99/08/12, ,"        650,964,871",                  0,0,          0.00,"        141,494,913",99/07/28,15:29:00,新台幣                 10.0000元
2010,1218,泰山企業,98,99/08/18,0.4,0,99/08/12,                  0,                      0,0.00,0,0.2,0,99/08/12, ,"          4,120,638",                  0,0,          0.00,"         10,301,596",99/07/27,16:27:47,新台幣                 10.0000元
2010,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,
2010,1219,福壽實業,98,99/07/10, , , , , , ,0,0.32,0,99/07/02, ,"          2,237,715", , , ,"         11,188,577",99/06/17,17:23:16,新台幣                 10.0000元
2010,1219,福壽實業,98,99/08/10,0.35,0,99/08/04,                  0,                      0,0.00,0, , , , ,"          2,237,715",                  0,0,          0.00,"         11,188,577",99/07/16,17:10:41,新台幣                 10.0000元
2010,12190,特別股0,98,99/08/10,0,0,99/08/04, , , , , , , , , , , , ,-,99/07/16,17:10:41,新台幣                 10.0000元
2010,1225,福懋油,98,99/09/13,0.336533744,0,99/09/07,                  0,                      0,0.00,0,0,0, , ,"          3,163,611",                  0,0,          0.00,"          3,163,611",99/08/20,10:59:26,新台幣                 10.0000元
2010,1227,佳格,98,99/08/08,1.5,0,99/08/02,                  0,                      0,0.00,0,2,0,99/08/02, ,"         16,256,635",                  0,0,          0.00,"         11,611,879",99/07/07,19:26:37,新台幣                 10.0000元
2010,1229,聯華實業,98,99/07/05, , , , , , ,0,0.8,0,99/06/29, ,"         23,456,354", , , ,"          8,000,000",99/06/09,17:21:49,新台幣                 10.0000元
2010,1231,聯華食品,98,99/08/31, , , , , , ,0,0.7,0,99/08/25, ,"          2,025,642", , , ,"          2,025,642",99/08/09,17:25:22,新台幣                 10.0000元
2010,1232,大統益,98,99/07/10, , , , , , ,0,3,0,99/07/02, ,"          9,977,434", , , ,"          9,977,434",99/06/22,17:42:41,新台幣                 10.0000元
2010,1233,天仁,98,99/07/09, , , , , , ,0,1.9,0,99/07/01, ,"          4,529,597", , , ,"          4,529,597",99/06/15,18:23:20,新台幣                 10.0000元
2010,1234,黑松,98,99/07/25, , , , , , ,0,0.45,0,99/07/19, ,"          2,511,694", , , ,"          7,535,083",99/07/02,14:03:53,新台幣                 10.0000元
