年,公司代號,公司名稱,股利所屬年度,權利分派基準日,盈餘轉增資配股(元/股),法定盈餘公積、資本公積轉增資配股(元/股),除權交易日,配股總股數(股),配股總金額(元),配股總股數佔盈餘配股總股數之比例(%),員工紅利配股率,盈餘分配之股東現金股利(元/股),法定盈餘公積、資本公積發放之現金(元/股),除息交易日,現金股利發放日,員工紅利總金額(元),現金增資總股數(股),現金增資認股比率(%),現金增資認購價(元/股),董監酬勞(元),公告日期,公告時間,普通股每股面額
2013,12160,特別股0,101,102/08/16, , ,102/08/08, , , , ,0, ,102/08/08, , , , , ,-,102/07/22,15:01:05,新台幣                 10.0000元
2013,1219,福壽實業,101,102/07/10, , , , , , ,0,0.1,0,102/07/04, ,                  0, , , ,                  0,102/06/19,16:24:36,新台幣                 10.0000元
2013,12190,特別股0,101,102/07/10, , , , , , , ,0, ,102/07/04, , , , , ,-,102/06/19,16:24:36,新台幣                 10.0000元
2013,1219,福壽實業,101,102/08/01,0.2,0,102/07/25,                  0,                      0,0.00,0, , , , ,                  0,                  0,0, ,                  0,102/07/09,15:59:31,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1220,台榮,101,102/07/12, , , , , , ,0,0.4,0,102/07/04, ,"          5,308,787", , , ,"          5,308,787",102/06/19,14:19:10,新台幣                 10.0000元
2013,1225,福懋油,101,102/09/11, , , , , , ,0,0.19026501,0.19026501,102/09/05, ,"          2,082,290", , , ,"          2,082,290",102/08/20,18:00:15,新台幣                 10.0000元
2013,1227,佳格,101,102/07/23,1.5,0,102/07/17,                  0,                      0,0.00,0,2,0,102/07/17, ,"         28,199,586",                  0,0,          0.00,"         20,142,560",102/07/02,17:01:40,新台幣                 10.0000元
2013,1229,聯華實業,101,102/08/10, , , , , , ,0,0.99923102,0,102/08/02, ,"         28,370,878", , , ,"          8,000,000",102/07/18,17:19:39,新台幣                 10.0000元
2013,1231,聯華食品,101,102/09/02,0.8,0,102/08/27,                  0,                      0,0.00,0,1.2,0,102/08/27, ,"          5,830,877",                  0,0,          0.00,"          5,830,876",102/08/12,18:57:54,新台幣                 10.0000元
2013,1232,大統益,101,102/07/08, , , , , , ,0,2.8,0,102/07/02, ,"          9,097,996", , , ,"          9,097,996",102/06/18,14:16:11,新台幣                 10.0000元
2013,1233,天仁,101,102/07/24, , , , , , ,0,2.3,0,102/07/18, ,"          5,483,197", , , ,"          5,483,197",102/06/25,11:03:49,新台幣                 10.0000元
2013,1234,黑松,101,102/08/09, , , , , , ,0,2.5,0,102/08/01, ,"         13,953,857", , , ,"         41,861,573",102/07/18,09:37:06,新台幣                 10.0000元
2013,1236,宏亞食品,101,102/07/22, , , , , , ,0,0.7,0,102/07/16, ,"          3,227,224", , , ,"          1,613,612",102/06/21,10:39:22,新台幣                 10.0000元
2013,1256,鮮活果汁-KY,101,102/09/01, , , , , , ,0,2,0,102/08/26, ,"          4,580,000", , , ,"            920,000",102/08/12,11:20:49,新台幣                 10.0000元
2013,1301,台塑,101,102/07/23,0.4,0,102/07/17,                  0,                      0,0.00,0,1.2,0,102/07/17, ,"         13,153,022",                  0,0,          0.00,                  0,102/07/02,14:19:51,新台幣                 10.0000元
2013,1303,南亞塑膠,101,102/08/13,0.1,0,102/08/07,                  0,                      0,0.00,0,0.3,0,102/08/07, ,"         13,643,958",                  0,0,          0.00,                  0,102/07/22,17:42:46,新台幣                 10.0000元
2013,1304,台聚,101,102/08/05, , , , , , ,0,1,0,102/07/30, ,"          1,800,000", , , ,"          5,000,000",102/07/15,16:29:56,新台幣                 10.0000元
2013,1305,華夏,101,102/08/05,0.6,0,102/07/30,                  0,                      0,0.00,0,0.4,0,102/07/30, ,"          6,993,123",                  0,0,          0.00,                  0,102/07/15,16:30:30,新台幣                 10.0000元
2013,1307,三芳化工,101,102/09/07,0.3,0,102/08/30,                  0,                      0,0.00,0,1.4,0,102/08/30, ,"         31,832,849",                  0,0,          0.00,"         19,099,709",102/08/14,14:39:33,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1308,亞聚,101,102/08/05, , , , , , ,0,1,0,102/07/30, ,"          5,565,000", , , ,                  0,102/07/15,16:30:42,新台幣                 10.0000元
2013,1312,國喬石化,101,102/07/24, , , , , , ,0,1,0,102/07/18, ,"         14,665,132", , , ,"         29,330,263",102/07/01,15:24:34,新台幣                 10.0000元
2013,1312A,國喬特,101,102/07/24, , , , , , , ,1.6, ,102/07/18, , , , , ,"         29,330,263",102/07/01,15:24:34,新台幣                 10.0000元
2013,1313,聯成,101,102/09/03,0.19971177,0,102/08/28,                  0,                      0,0.00,0,0.79884712,0,102/08/28, ,"         21,000,000",                  0,0,          0.00,"          9,000,000",102/08/13,18:18:07,新台幣                 10.0000元
2013,1314,中石化,101,102/08/16, , , , , , ,0,0.5,0,102/08/08, ,"         38,288,139", , , ,"         25,525,426",102/07/22,17:43:05,新台幣                 10.0000元
2013,1315,達新工業,101,102/07/15, , , , , , ,0,1,0,102/07/09, ,"          1,111,111", , , ,"          1,111,111",102/06/24,17:07:00,新台幣                 10.0000元
2013,1319,東陽,101,102/08/25,0.25,0,102/08/19,                  0,                      0,0.00,0,0.35,0,102/08/19, ,"          3,606,567",                  0,0, ,"         10,819,702",102/08/02,10:50:57,新台幣                 10.0000元
2013,1323,永裕,101,102/07/28, , , , , , ,0,0.7,0,102/07/22, ,"          8,830,796", , , ,"          2,207,699",102/07/04,16:33:18,新台幣                 10.0000元
2013,1323,永裕,101,102/08/31,0.5,0,102/08/23,                  0,                      0,0.00,0, , , , , ,                  0,0,          0.00,"          2,207,699",102/08/06,16:26:46,新台幣                 10.0000元
2013,1324,地球工業,101,102/09/02, , , , , , ,0,0.4,0,102/08/27, ,"          1,023,471", , , ,"          1,023,471",102/08/12,17:28:39,新台幣                 10.0000元
2013,1325,恒大,101,102/07/22, , , , , , ,0,0.45,0,102/07/16, ,"          1,776,756", , , ,"            888,378",102/07/01,11:10:27,新台幣                 10.0000元
2013,1326,台化,101,102/07/28,0.3,0,102/07/22,                  0,                      0,0.00,0,0.65,0,102/07/22, ,"          9,716,000",                  0,0,          0.00,                  0,102/07/04,15:28:23,新台幣                 10.0000元
2013,1337,再生-KY,101,102/07/21,1.4,0,102/07/15,                  0,                      0,0.00,0,3.6,0,102/07/15, ,"         18,071,340",                  0,0,          0.00,"          9,035,670",102/06/28,13:31:16,新台幣                 10.0000元
2013,1338,廣華-KY,101,102/07/16,1,0,102/07/10,                  0,                      0,0.00,0,1.5,0,102/07/10, ,"          7,030,200",                  0,0, ,"          2,343,400",102/06/25,13:01:33,新台幣                 10.0000元
2013,1339,昭輝,101,102/09/10, , , , , , ,0,1.5,0,102/09/04, ,"          3,033,476", , , ,"          2,275,107",102/08/13,09:17:29,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1402,遠東新,101,102/09/02,0.2,0,102/08/27,                  0,                      0,0.00,0,1.3,0,102/08/27, ,"        325,427,992",                  0,0, ,"        244,070,994",102/08/13,11:31:34,新台幣                 10.0000元
2013,14020,特別股0,101,102/09/02,0,0,102/08/27, , , , ,0, ,102/08/27, , , , , ,-,102/08/13,11:31:34,新台幣                 10.0000元
2013,1409,新纖,101,102/10/13, , , , , , ,0,0.32,0,102/10/07, , , , , ,                  0,102/09/18,09:58:49,新台幣                 10.0000元
2013,1410,南染,101,102/07/15, , , , , , ,0,1.2,0,102/07/09, ,"          3,135,000", , , ,"          1,015,000",102/06/24,15:29:44,新台幣                 10.0000元
2013,1414,東和,101,102/07/24, , , , , , ,0,0.38,0,102/07/18, ,"          1,760,000", , , ,"          2,640,000",102/06/17,16:57:08,新台幣                 10.0000元
2013,1416,廣豐,101,102/07/31, , , , , , ,0,1,0,102/07/25, ,"         13,757,495", , , ,"          2,751,499",102/07/05,18:06:06,新台幣                 10.0000元
2013,1417,嘉裕,101,102/07/22, , , , , , ,0,0.5,0,102/07/16, ,"          1,525,372", , , ,"          1,525,372",102/06/25,14:23:39,新台幣                 10.0000元
2013,1419,新紡,101,102/09/02, , , , , , ,0,0.5,0,102/08/27, ,"          3,102,114", , , ,"          3,102,114",102/08/12,16:22:29,新台幣                 10.0000元
2013,1432,大魯閣,101,102/09/02,4,0,102/08/27,                  0,                      0,0.00,0,0,0, , ,"          2,226,448",                  0,0,          0.00,"          8,905,792",102/08/12,10:56:59,新台幣                 10.0000元
2013,1432,大魯閣,102,102/10/02,0,0,102/09/26,                  0,                      0,0.00,0, , , , , ,"         40,000,000",25.8085,         20.00,"          8,905,792",102/09/17,17:10:02,新台幣                 10.0000元
2013,1434,福懋興業,101,102/08/03, , , , , , ,0,1,0,102/07/26, ,"          5,791,312", , , ,"          2,895,656",102/07/10,09:50:23,新台幣                 10.0000元
2013,1439,中和羊毛,101,102/07/13, , , , , , ,0,0.5,0,102/07/05, ,"          1,468,085", , , ,"          1,468,085",102/06/20,08:58:33,新台幣                 10.0000元
2013,1440,南紡,101,102/08/09,0.15,0,102/08/01,                  0,                      0,0.00,0,0.15,0,102/08/01, ,"          8,446,366",                  0,0,          0.00,"         12,669,549",102/07/11,16:12:48,新台幣                 10.0000元
2013,1441,大東紡織,101,102/08/09,0.1,0.1,102/08/01,                  0,                      0,0.00,0,0.1,0,102/08/01, ,"            550,239",                  0,0,          0.00,"            183,413",102/07/18,17:43:26,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1442,名軒,101,102/09/16, , , , , , ,0,1.19541649,0,102/09/10, ,"          2,527,820", , , ,"          2,527,820",102/08/26,16:39:49,新台幣                 10.0000元
2013,14420,特別股0,101,102/09/16, , , , , , , ,0, ,102/09/10, , , , , ,-,102/08/26,16:39:49,新台幣                 10.0000元
2013,1444,力麗,101,102/07/30, , , , , , ,0,0.60235002,0,102/07/24, ,"         10,940,605", , , ,"         10,940,605",102/07/08,17:42:47,新台幣                 10.0000元
2013,1445,大宇紡織,101,102/07/22, , , , , , ,0,0.3,0,102/07/16, ,"            418,935", , , ,"            628,402",102/07/01,10:11:49,新台幣                 10.0000元
2013,1446,宏和,101,102/09/09, , , , , , ,0,0.3,0,102/09/03, ,"            433,192", , , ,"          1,299,577",102/08/16,17:21:38,新台幣                 10.0000元
2013,1447,力鵬,101,102/07/30,0,0.5005051063,102/07/24,                  0,                      0,0.00,0,0,0, , ,                  0,                  0,0,          0.00,                  0,102/07/09,11:16:17,新台幣                 10.0000元
2013,14471,特別股1,101,102/07/30,0,0,102/07/24, , , , ,0, ,102/07/24, , , , , ,-,102/07/09,11:16:17,新台幣                 10.0000元
2013,1451,年興紡織,101,102/07/08, , , , , , ,0,1.3,0,102/07/02, ,"          6,000,000", , , ,"          6,554,166",102/06/14,09:31:14,新台幣                 10.0000元
2013,1452,宏益,101,102/07/22, , , , , , ,0,0.5,0,102/07/16, ,"          2,822,157", , , ,"          1,411,079",102/06/28,09:14:03,新台幣                 10.0000元
2013,1453,大將,101,102/10/23,0.85,0,102/10/17,                  0,                      0,0.00,0,0,0, , ,"          2,196,405",                  0,0,          0.00,"          2,196,405",102/09/27,12:07:54,新台幣                 10.0000元
2013,1454,台富,101,102/07/28, , , , , , ,0,0.2,0,102/07/22, ,                  0, , , ,                  0,102/07/05,10:47:58,新台幣                 10.0000元
2013,1455,集盛,101,102/08/30,0,0.1,102/08/22,                  0,                      0,0.00,0,0,0, , , ,                  0,0,          0.00,                  0,102/08/05,17:00:15,新台幣                 10.0000元
2013,1459,聯發紡織,101,102/08/03, , , , , , ,0,0,0.1,102/07/26, ,                  0, , , ,                  0,102/07/10,15:44:24,新台幣                 10.0000元
2013,1464,得力實業,101,102/09/02, , , , , , ,0,0.2,0,102/08/27, ,"          1,865,772", , , ,"          1,399,329",102/08/12,16:05:51,新台幣                 10.0000元
2013,1465,偉全實業,101,102/07/30, , , , , , ,0,1,0,102/07/24, ,"          1,485,023", , , ,"          2,227,534",102/06/27,16:40:35,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1466,聚隆,101,102/07/15, , , , , , ,0,1,0,102/07/09, ,"          3,725,467", , , ,"          3,725,467",102/06/25,10:05:07,新台幣                 10.0000元
2013,1467,南緯實業,101,102/09/07, , , , , , ,0,0.4,0,102/08/30, ,"          1,401,748", , , ,"          1,401,748",102/08/12,16:27:18,新台幣                 10.0000元
2013,1473,台南企業,101,102/07/15, , , , , , ,0,1,0,102/07/09, ,"         25,558,917", , , ,"          3,250,000",102/06/25,16:09:52,新台幣                 10.0000元
2013,1474,弘裕,101,102/09/02, , , , , , ,0,0.10217865,0,102/08/27, ,                  0, , , ,                  0,102/08/13,10:14:36,新台幣                 10.0000元
2013,1476,儒鴻,101,102/08/31,0.2,0,102/08/23,                  0,                      0,0.00,0,5,0,102/08/23, ,"          1,280,630",                  0,0,          0.00,                  0,102/08/13,14:16:57,新台幣                 10.0000元
2013,1477,聚陽實業,101,102/07/23, , , , , , ,0,6.1422577,0,102/07/17, ,"         84,945,161", , , ,"         32,200,000",102/07/01,11:08:53,新台幣                 10.0000元
2013,1503,士電,101,102/07/21, , , , , , ,0,1,0,102/07/15, ,"         69,000,000", , , ,"         34,500,000",102/06/24,14:23:06,新台幣                 10.0000元
2013,1504,東元電機,101,102/07/24, , , , , , ,0,1,0,102/07/18, ,"        240,140,791", , , ,"        106,729,240",102/07/01,15:21:09,新台幣                 10.0000元
2013,1507,永大機電,101,102/07/08, , , , , , ,0,2.3,0,102/07/02, ,"         47,973,887", , , ,"          5,330,431",102/06/17,11:53:27,新台幣                 10.0000元
2013,1513,中興電,101,102/09/04, , , , , , ,0,1,0,102/08/29, ,"         55,083,140", , , ,"         15,022,675",102/08/13,11:46:17,新台幣                 10.0000元
2013,15131,特別股1,101,102/09/04, , , , , , , ,0, ,102/08/29, , , , , ,-,102/08/13,11:46:17,新台幣                 10.0000元
2013,1514,亞力電機,101,102/07/16, , , , , , ,0,0.5,0,102/07/10, ,"          5,005,087", , , ,"          2,502,543",102/06/21,16:50:06,新台幣                 10.0000元
2013,1517,利奇機械,101,102/08/19, , , , , , ,0,0.7,0,102/08/13, ,"         14,390,819", , , ,"          4,796,940",102/07/23,14:17:27,新台幣                 10.0000元
2013,1519,華城電機,102,102/08/30, , , , , , ,0,0.15,0.1,102/08/22, ,"          3,461,550", , , ,"            649,041",102/08/08,17:11:19,新台幣                 10.0000元
2013,1521,大億,101,102/07/13, , , , , , ,0,3.5,0,102/07/05, ,"          2,511,524", , , ,                  0,102/06/19,17:05:31,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1525,江申工業,101,102/08/06, , , , , , ,0,1.6,0,102/07/31, ,"          1,918,700", , , ,"          2,764,479",102/07/01,15:49:56,新台幣                 10.0000元
2013,1527,鑽全,101,102/08/18, , , , , , ,0,0.37,0.13,102/08/12, ,"          2,700,000", , , ,"            760,000",102/07/24,10:12:14,新台幣                 10.0000元
2013,1528,恩德,101,102/07/17, , , , , , ,0,0.55,0,102/07/11, ,"          8,150,533", , , ,"          2,445,160",102/06/26,17:51:51,新台幣                 10.0000元
2013,1530,亞崴機電,101,102/08/08, , , , , , ,0,1.5,0,102/08/01, ,"         12,265,927", , , ,"          3,066,482",102/07/12,16:16:04,新台幣                 10.0000元
2013,1531,高林股,101,102/09/08, , , , , , ,0,1.2,0,102/09/02, ,"         14,697,852", , , ,"          5,879,141",102/08/14,10:16:55,新台幣                 10.0000元
2013,1532,勤美,101,102/08/12,0.2,0,102/08/06,                  0,                      0,0.00,0,1,0,102/08/06, ,"         14,490,765",                  0,0,          0.00,"         14,490,765",102/07/22,18:53:46,新台幣                 10.0000元
2013,1533,車王電,101,102/09/02, , , , , , ,0,0.3,0,102/08/27, ,"          1,582,205", , , ,"          1,054,803",102/08/12,15:44:30,新台幣                 10.0000元
2013,1535,中宇,101,102/07/15, , , , , , ,0,3.89202236,0,102/07/09, ,"         25,058,157", , , ,"          1,800,000",102/06/20,17:43:32,新台幣                 10.0000元
2013,1536,和大工業,101,102/11/15,0.51986468,0,102/11/07,                  0,                      0,0.00,0,0.22279919,0,102/11/07, ,"          5,368,116",                  0,0,          0.00,"          3,578,744",102/10/24,16:25:17,新台幣                 10.0000元
2013,1537,廣隆光電,101,102/09/01, , , , , , ,0,4.5,0,102/08/26, ,"         28,471,995", , , ,"         16,523,925",102/08/09,15:11:13,新台幣                 10.0000元
2013,1540,喬福機械,101,102/07/23, , , , , , ,0,1,0,102/07/17, ,"          3,228,656", , , ,"          2,135,769",102/06/27,19:08:51,新台幣                 10.0000元
2013,1558,伸興,101,102/07/29,0.49999987,0,102/07/23,                  0,                      0,0.00,0,7.49999999,0,102/07/23, ,"         16,092,000",                  0,0,          0.00,"          1,908,000",102/07/09,11:55:21,新台幣                 10.0000元
2013,1558,伸興,102,102/12/17,0,0,102/12/11,                  0,                      0,0.00,0, , , , , ,"          6,300,000",8.70925504,        128.00,"          1,908,000",102/12/05,09:44:28,新台幣                 10.0000元
2013,1560,中砂,101,102/07/07, , , , , , ,0,2.7,0,102/07/01, ,"         60,000,000", , , ,"          7,200,000",102/06/13,16:15:44,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1568,倉佑,101,102/07/02, , , , , , ,0,0.5,0,102/06/26, ,"          4,310,115", , , ,"          2,693,822",102/06/11,17:59:57,新台幣                 10.0000元
2013,1582,信錦,101,102/08/23, , , , , , ,0,3.94056641,0,102/08/15, ,"         60,000,000", , , ,"         12,000,000",102/07/30,15:47:20,新台幣                 10.0000元
2013,1583,程泰,101,102/07/26, , , , , , ,0,2.0331427,0,102/07/18, ,"         17,416,542", , , ,"          4,354,135",102/07/01,17:06:26,新台幣                 10.0000元
2013,1589,永冠-KY,101,102/07/24, , , , , , ,0,2.6,0,102/07/18, ,"         12,810,730", , , ,                  0,102/07/02,17:55:30,新台幣                 10.0000元
2013,1590,亞德客-KY,101,102/06/15,0.7,0,102/06/07,                  0,                      0,0.00,0,3.8,0,102/06/07, ,"         23,406,120",                  0,0,          0.00,                  0,102/05/23,17:44:48,新台幣                 10.0000元
2013,1590X,特別股X,101,102/06/15,0,0,102/06/07, , , , ,0, ,102/06/07, , , , , ,-,102/05/23,17:44:48,新台幣                 10.0000元
2013,1604,聲寶,101,102/08/06, , , , , , ,0,0.6,0,102/07/31, ,"         13,920,347", , , ,"          4,640,115",102/07/15,17:23:35,新台幣                 10.0000元
2013,1608,華榮,101,102/07/16, , , , , , ,0,0.7,0,102/07/10, ,"         14,530,661", , , ,"          9,687,107",102/06/25,14:55:13,新台幣                 10.0000元
2013,1609,大亞電線,101,102/08/27, , , , , , ,0,0.20279631,0,102/08/21, ,"          1,108,251", , , ,"          3,324,754",102/08/06,16:16:18,新台幣                 10.0000元
2013,1612,宏泰,101,102/08/05, , , , , , ,0,0.22,0,102/07/30, ,                  0, , , ,                  0,102/07/03,11:11:39,新台幣                 10.0000元
2013,1614,三洋電,101,102/07/17, , , , , , ,0,0.85572238,0,102/07/11, ,"         35,395,000", , , ,"          8,100,000",102/06/26,11:20:47,新台幣                 10.0000元
2013,1615,大山,101,102/07/01, , , , , , ,0,0.4,0,102/06/25, ,"          2,439,696", , , ,"          2,439,696",102/06/10,11:28:02,新台幣                 10.0000元
2013,1618,合機公司,101,102/07/27, , , , , , ,0,0.5,0,102/07/19, ,"          9,000,000", , , ,"          2,850,000",102/07/04,14:16:55,新台幣                 10.0000元
2013,1626,艾美特-KY,101,102/07/17, , , , , , ,0,2.5,0,102/07/11, ,"         22,322,832", , , ,"          4,464,566",102/06/26,14:33:00,新台幣                 10.0000元
2013,1701,中化,101,102/07/28, , , , , , ,0,0.5,0,102/07/22, ,"         16,746,128", , , ,"          1,674,613",102/07/05,14:09:29,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1702,南僑化工,101,102/08/05, , , , , , ,0,1,0,102/07/30, ,"          4,015,904", , , ,"          8,031,808",102/07/11,17:40:02,新台幣                 10.0000元
2013,1704,榮化,101,102/08/11, , , , , , ,0,0.75,0,102/08/05, ,"          2,750,890", , , ,"          2,750,890",102/07/09,17:25:53,新台幣                 10.0000元
2013,1707,葡萄王,101,102/07/09, , , , , , ,0,3.7,0,102/07/03, ,"         60,926,047", , , ,"         11,077,463",102/06/18,16:46:48,新台幣                 10.0000元
2013,1708,東鹼,101,102/08/07,0.5,0,102/08/01,                  0,                      0,0.00,0,0.5,0,102/08/01, ,                  0,                  0,0,          0.00,"         12,273,405",102/07/11,17:25:36,新台幣                 10.0000元
2013,1709,和益化工,101,102/08/31, , , , , , ,0,0.3,0,102/08/23, ,"          4,116,379", , , ,"          4,116,379",102/08/08,10:03:51,新台幣                 10.0000元
2013,1710,東聯,101,102/07/03, , , , , , ,0,1.2,0,102/06/27, ,"         21,914,302", , , ,"         10,957,151",102/06/07,16:52:55,新台幣                 10.0000元
2013,1711,永光化學,101,102/07/21,0.5,0,102/07/15,                  0,                      0,0.00,0,0.5,0,102/07/15, ,"         25,121,032",                  0,0,          0.00,"         10,048,412",102/06/28,17:51:52,新台幣                 10.0000元
2013,1712,興農,101,102/08/03, , , , , , ,0,0.8,0,102/07/26, ,"          3,658,953", , , ,"         18,294,763",102/07/10,18:07:03,新台幣                 10.0000元
2013,1713,國化,101,102/07/24, , , , , , ,0,0.45,0,102/07/18, ,"          3,367,767", , , ,"            673,553",102/06/24,15:42:52,新台幣                 10.0000元
2013,1714,和桐化學,101,102/09/23,0.5,0,102/09/17,                  0,                      0,0.00,0,0.2,0,102/09/17, ,"         11,874,917",                  0,0,          0.00,"         11,874,917",102/08/15,17:14:37,新台幣                 10.0000元
2013,1715,萬洲化學,101,102/09/17, , , , , , ,0,0.752185,0.197852,102/09/11, ,"          2,554,786", , , ,                  0,102/08/27,16:17:40,新台幣                 10.0000元
2013,1715,萬洲化學,102,102/12/25,0,0,102/12/19,                  0,                      0,0.00,0, , , , , ,"         21,000,000",4.46,         14.50,                  0,102/12/12,14:56:08,新台幣                 10.0000元
2013,1717,長興材料,101,102/07/16, , , , , , ,0,1.1,0,102/07/10, ,"         56,808,997", , , ,"          6,817,079",102/06/25,17:21:54,新台幣                 10.0000元
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
2013,1720,生達化學,101,102/08/05, , , , , , ,0,1.164752,0,102/07/30, ,"          2,442,837", , , ,"          7,328,512",102/07/16,11:04:24,新台幣                 10.0000元
2013,1722,台肥,101,102/08/21, , , , , , ,0,2.7,0,102/08/15, ,"         83,557,895", , , ,"         55,705,263",102/07/31,14:44:35,新台幣                 10.0000元
2013,1723,中碳,101,102/07/20, , , , , , ,0,7.4,0,102/07/12, ,"         93,249,636", , , ,"         18,649,927",102/07/03,16:09:02,新台幣                 10.0000元
2013,1724,台硝,101,102/08/11, , , , , , ,0,1,0,102/08/05, ,"         10,037,013", , , ,"         10,037,013",102/07/18,16:23:30,新台幣                 10.0000元
2013,1726,永記造漆,101,102/09/01, , , , , , ,0,3.5,0,102/08/26, ,"         11,595,092", , , ,"          1,159,509",102/08/09,12:11:25,新台幣                 10.0000元
2013,1727,中華化學,101,102/08/13,0.6951871657,0,102/08/07,                  0,                      0,0.00,0,0.39572192,0,102/08/07, ,"          2,000,000",                  0,0,          0.00,"          4,000,000",102/07/23,17:47:55,新台幣                 10.0000元
2013,17270,特別股0,101,102/08/13,0,0,102/08/07, , , , ,0, ,102/08/07, , , , , ,-,102/07/23,17:47:55,新台幣                 10.0000元
2013,1730,花仙子,101,102/09/01, , , , , , ,0,1.1,0,102/08/26, ,"          6,000,000", , , ,"            600,000",102/08/09,18:00:07,新台幣                 10.0000元
2013,1731,美吾華,101,102/07/15, , , , , , ,0,0.35,0,102/07/09, ,"          2,489,488", , , ,"          1,493,693",102/06/24,18:49:18,新台幣                 10.0000元
2013,1733,五鼎,101,102/06/19, , , , , , ,0,4.5,0,102/06/13, ,"         31,876,697", , , ,"          4,752,978",102/05/27,15:08:17,新台幣                 10.0000元
2013,1734,杏輝藥品,101,102/07/15, , , , , , ,0,0.6,0,102/07/09, ,"          3,493,568", , , ,"          1,965,132",102/06/24,15:03:06,新台幣                 10.0000元
2013,1735,日勝化,101,102/07/07, , , , , , ,0,0.6,0,102/07/01, ,"          2,988,269", , , ,"          1,195,307",102/06/13,15:21:07,新台幣                 10.0000元
2013,1736,喬山健康,101,102/09/05,0.05,0,102/08/29,"             64,591","                645,910",6.06,0.00032234,1.5,0,102/08/29, ,                 11,                  0,0,          0.00,"          6,000,000",102/08/13,16:47:37,新台幣                 10.0000元
