公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 處分採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 因合併產生之現金流入,　　 預付設備款增加,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 員工執行認股權,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3006,2016年01月01日至2016年09月30日,,                467358,                467358,,,                176537,                 23136,                -37821,                  1054,                -13636,                -19309,                              0,                -13657,                              0,               -242529,                -26410,                              0,               -152635,,,                  6596,                    652,                 -4069,                 24897,                409604,                -41271,                 -7053,                  2425,                391781,,                    413,                 29889,                 94849,                 32784,                -11439,                146496,                538277,                385642,                853000,                 12301,                   -313,                 -5081,                859907,,                -32000,                244038,                -19278,                              0,                              0,               -187791,                              0,                   -907,                -21209,                 82138,                 -1498,                 32309,                 95802,,                  2771,                              0,               -321075,                 18199,                              0,                -17774,               -317879,                637830,              1254654,              1892484,              1892484
3006,2015年01月01日至2015年09月30日,,                445697,                445697,,,                 96002,                 90024,                  5771,                  1280,                -18668,                -39689,                 20253,                -29485,                  1677,                    713,                   -967,                 -1280,                125631,,,                 10052,                   -489,                192311,                 -6179,               -702029,                122352,                -12436,                  1649,               -394769,,                 -1710,             -1429975,                 38640,                 -5602,                -43595,             -1442242,             -1837011,             -1711380,             -1265683,                 20369,                   -603,               -197413,             -1443330,,                              0,                  2208,                              0,                984457,                  4082,               -202153,                    300,                   -221,                -22967,                              0,                 24361,                 66089,                856156,,                              0,                   -375,               -708844,                 14785,                 -5076,                -22421,               -721931,             -1309105,              2603490,              1294385,              1294385
