公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分採用權益法之投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 退還（支付）之所得稅,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 取得不動產、廠房及設備,　　 存出保證金減少,　　 其他金融資產減少,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 取得避險之衍生金融資產,　　 處分避險之衍生金融資產,　　 除列避險之衍生金融負債,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 其他借款增加,　　 其他借款減少,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 原始認列時指定為透過損益按公允價值衡量之金融負債減少,　　 按攤銷後成本衡量之金融負債增加,　　 按攤銷後成本衡量之金融負債減少,　　 以成本衡量之金融負債增加,　　 以成本衡量之金融負債減少,　　 發行特別股負債,　　 償還特別股負債,　　 存入保證金增加,　　 存入保證金減少,　　 金融資產證券化款項,　　 應付款項增加,　　 應付款項減少,　　 其他應付款－關係人增加,　　 其他應付款－關係人減少,　　 應付租賃款增加,　　 應付租賃款減少,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他非流動負債增加,　　 其他非流動負債減少,　　 發放現金股利,　　 現金增資,　　 現金減資,　　 員工執行認股權,　　 庫藏股票買回成本,　　 庫藏股票處分,　　 員工購買庫藏股,　　 子公司發行特別股,　　 合併發行新股追溯調整,　　 取得子公司股權,　　 處分子公司股權（未喪失控制力）,　　 支付之利息,　　 退還（支付）之所得稅,　　 退還（支付）之所得稅,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
6202,2016年01月01日至2016年03月31日,,                195134,                195134,,,                 12654,                 19138,                 -5240,                 -6749,                 -6867,                  7663,                 20599,,,                -53440,                 76405,                -48802,                   -534,                -26371,,                -34601,                   -479,                -60190,                -95270,               -121641,               -101042,                 94092,                  9633,                  9613,                -15371,                              0,                 97967,,                              0,                 17524,                 -9891,                     20,                499702,                -16082,                491273,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                -15371,                              0,                              0,                              0,                              0,                   -602,                588638,                680400,              1269038,              1269038
6202,2015年01月01日至2015年03月31日,,                190025,                190025,,,                 11968,                 15579,                 -6671,                 -6104,                              0,                  5615,                 20387,,,               -185274,                108417,                -34365,                  2034,               -109188,,                -13851,                   -401,                -67902,                -82154,               -191342,               -170955,                 19070,                 10083,                 10833,                  1535,                              0,                 41521,,                -10042,                              0,                 -7338,                    177,               -298132,                -14941,               -330276,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                  1535,                              0,                              0,                              0,                              0,                 -1355,               -290110,              1179235,                889125,                889125
