公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 備供出售金融資產之淨損失（利益）,　　　　 以成本衡量之金融資產及負債之淨損失（利益）,　　　　 無活絡市場之債務工具投資損益之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 各項保險負債淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 無活絡市場之債務工具投資到期還本,　　 持有至到期日金融資產到期還本,　　 處分以成本衡量之金融資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 其他金融資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2850,2016年01月01日至2016年03月31日,,                285251,                285251,,,                 13231,                  7061,                -38319,                 -1351,                -58772,                   -833,                     22,                -50731,                439187,                    466,                   -575,                 25497,                334883,,,                749587,                -37728,               -150391,             -1558962,                -20527,             -1018021,,               -184342,               -381545,                -68504,               -634391,             -1652412,             -1317529,             -1032278,                116016,                 58772,                    -22,                 -2590,               -860102,,               -194130,               -134447,                -20250,                 -2128,                  1532,                   -846,                              0,               -350269,,                 -4552,                 -4552,             -1214923,              7456200,              6241277,              6241277
2850,2015年01月01日至2015年03月31日,,                233381,                233381,,,                 13021,                  9974,                  4800,                 -5497,                -25415,                   -826,                     26,                -37268,                347859,                              0,                   -327,                 25018,                331365,,,                624413,                260811,                203961,               -933605,                 -8826,                146754,,               -385678,                  1553,                -61850,               -445975,               -299221,                 32144,                265525,                 46068,                  5404,                    -26,                 17532,                334503,,                              0,                              0,                              0,                 -5095,                    816,                              0,                 -1882,                 -6161,,                              0,                              0,                328342,              5539886,              5868228,              5868228
