公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 其他預付款項增加,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 應付租賃款減少,　　 發放現金股利,　　 現金增資,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2618,2016年01月01日至2016年09月30日,,              6169891,              6169891,,,             11397405,                265536,                 66247,              1332287,               -202188,               -139412,                -97409,                238036,                 -1720,                  5373,               -801411,               -138031,             11924713,,,                -66913,             -1428278,                281526,                749657,                -90016,               -554024,,                975463,                 16354,               -579227,                545130,             -1688028,               -384760,                317855,               -797213,             -1351237,             10573476,             16743367,               -685735,             16057632,,                -19326,                 44936,             -7208496,                174629,               -149041,                -55455,             -6921952,                204302,                234928,            -13695475,,              2270000,             -2960000,             -5100000,             18152000,            -11422221,                 -2645,             -1449712,             -1157683,                              0,             -1190686,               -236424,             -3097371,                -39031,               -774245,             35744865,             34970620,             34970620
2618,2015年01月01日至2015年09月30日,,              6811638,              6811638,,,              9422996,                256518,                   -364,              1275888,               -249789,                              0,                -88769,                -97530,                 -8440,                235563,                479737,                173892,             11399702,,,                -80463,                763443,                580523,                -42124,                531908,              1753287,,                365361,                -99256,                762717,              1905372,                337477,               -238801,                678566,              3711436,              5464723,             16864425,             23676063,               -504137,             23171926,,               -264555,                 67362,            -15126568,                832807,               -141948,                309689,             -5645431,                264613,                 96943,            -19607088,,              9948000,             -9610056,             -5100000,             11319500,             -7979175,                  6651,             -1515760,                              0,             10013433,             -1483281,               -114148,              5485164,                  4248,              9054250,             27144950,             36199200,             36199200
