年,季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 53,待註銷股本股數（單位：股）,Unnamed: 54
2013,01,2880,華南金,34819261.0,130150038.0,40847813.0,78468570.0,--,433085.0,41787507.0,1960059.0,--,1365567161.00,2783170.00,300327126.00,79975.00,--,37985706.0,6672544.0,32297210.0,405811.0,1819034.0,4140717.0,2080544787.0,121420404.00,--,21573963.0,97303.00,30116197.0,3325651.00,38576137.0,1723801.0,--,1644579614.00,53240415.00,1151935.00,--,15955948.0,7123278.0,6099365.0,2966307.0,1947950318.0,86250301.0,17758993.0,30551000.0,-1967263.0,--,--,132593031.0,1438.00,132594469.0,0.0,0.0,15.37,,,
2013,01,2881,富邦金,142046897.0,100053898.0,109807568.0,1509681560.0,700966.00,64069268.0,93885602.0,1732541.0,--,1269985817.00,12441367.00,227024196.00,4905068.00,--,541837993.0,86482604.0,33571168.0,13410299.0,5875235.0,19090154.0,4236602201.0,100745460.00,--,52944878.0,2450669.00,38170859.0,4798937.00,65248477.0,5341764.0,--,1403769304.00,105648754.00,1200000.00,--,1943173445.0,187385886.0,7808481.0,12440047.0,3931126961.0,95351652.0,55785647.0,97264299.0,57073642.0,0.00,--,305475240.0,0.00,305475240.0,0.0,0.0,32.04,,,
2013,01,2882,國泰金,269517585.0,73873985.0,174615322.0,1389852577.0,2196659.00,12465467.0,130699964.0,9693440.0,--,1546886562.00,12102562.00,51691033.00,1597196.00,--,1664248110.0,213799683.0,71473211.0,9324806.0,16841553.0,23367307.0,5674247022.0,73996201.00,1493750.00,24377181.0,--,36380124.0,3360000.00,65731116.0,670456.0,--,1466687367.00,90196450.00,--,--,3246964264.0,378882142.0,14474644.0,15557603.0,5418771298.0,108653851.0,78508148.0,45665347.0,25825632.0,-7179872.00,--,251473106.0,4002618.00,255475724.0,0.0,200000000.0,23.58,,,
2013,01,2883,開發金,27259086.0,39942069.0,74604206.0,130940555.0,42243.00,27162495.0,104573539.0,752011.0,--,86434528.00,--,--,7936523.00,3149527.00,56012096.0,2139976.0,9604555.0,6643207.0,852053.0,14417566.0,592466235.0,4077672.00,--,16966670.0,101205.00,81782588.0,12192186.00,49360527.0,2154060.0,--,130638928.00,36914290.00,15541769.00,--,1028045.0,66616676.0,902402.0,8984410.0,427261428.0,151729966.0,258674.0,10547398.0,-390095.0,-3294868.00,--,158851075.0,6353732.00,165204807.0,0.0,448759000.0,10.79,,,
2013,01,2884,玉山金控,23236283.0,59045240.0,278203814.0,74669823.0,0.00,11404.0,47874347.0,558269.0,--,760651963.00,--,9651651.00,--,--,7500443.0,1690179.0,17309318.0,4142011.0,530361.0,2430449.0,1287505555.0,56920541.00,--,15182466.0,--,4305869.0,1480437.00,22781151.0,1190262.0,--,1049793249.00,53300000.00,0.00,--,443137.0,2316657.0,852461.0,1102233.0,1209668463.0,50107000.0,14420331.0,12380970.0,928791.0,--,--,77837092.0,--,77837092.0,0.0,0.0,15.53,,,
2013,01,2885,元大金,28124392.0,81403137.0,86426723.0,71848332.0,--,1041424.0,88228338.0,997604.0,1333356.00,379075292.00,--,2269391.00,917125.00,123127.00,37114297.0,3013849.0,13080361.0,26142968.0,896918.0,8266647.0,830303281.0,13329316.00,--,21922020.0,--,29304723.0,11536997.00,51659718.0,5333643.0,0.00,441600116.00,30866783.00,2523578.00,--,1529777.0,46644202.0,729669.0,11899437.0,668879979.0,98973355.0,33670733.0,22257299.0,3389615.0,-70238.00,--,158220764.0,3202538.00,161423302.0,0.0,3612000.0,15.99,,,
2013,01,2886,兆豐金,200522958.0,222587222.0,188863992.0,234128871.0,--,5680453.0,109399732.0,810333.0,--,1525727058.00,3182753.00,161620690.00,2965546.00,--,26785687.0,5220935.0,19299519.0,263487.0,3654680.0,10035445.0,2720749361.0,358460730.00,9643436.00,15621479.0,--,179663658.0,7193143.00,61659386.0,7468451.0,--,1751919907.00,57961883.00,6554000.00,--,22839107.0,12514435.0,1654066.0,9503831.0,2502657512.0,114498240.0,43425270.0,58283459.0,1579965.0,0.00,--,217786934.0,304915.00,218091849.0,0.0,0.0,19.02,,,
2013,01,2887,台新金控,51759098.0,133283640.0,91931958.0,258534197.0,94314.00,11584030.0,90986179.0,1731104.0,--,1800934367.00,--,188726316.00,258617.00,--,17701255.0,11610869.0,41749245.0,21676298.0,9548373.0,5281601.0,2737391461.0,146646825.00,--,13220145.0,--,68898188.0,0.00,51814177.0,3026173.0,--,2141827628.00,85441365.00,678586.00,--,4392606.0,22107209.0,7004696.0,4404147.0,2549461745.0,76166344.0,9427522.0,17533572.0,1917366.0,0.00,--,105044804.0,82884912.00,187929716.0,43000.0,0.0,13.79,,,
2013,01,2888,新光金,52112941.0,108982179.0,47958420.0,373751965.0,--,10271225.0,53751631.0,4810492.0,77428.00,618406274.00,--,262468735.00,138541.00,--,661085332.0,125188783.0,24978642.0,3090045.0,16085680.0,19463774.0,2382622087.0,1930829.00,--,10096576.0,--,20807595.0,4149138.00,30219578.0,551406.0,--,519973312.00,43496390.00,3027718.00,1654000.00,1524684084.0,104335278.0,4594491.0,8531359.0,2278051754.0,84363876.0,9160484.0,32113731.0,-34529984.0,0.00,--,91108107.0,13462226.00,104570333.0,0.0,0.0,10.8,,,
2013,01,2889,國票金控,1634213.0,670081.0,105877884.0,77522530.0,--,165951.0,13203999.0,714409.0,--,--,--,--,1419345.00,--,4208811.0,0.0,2000504.0,592577.0,119131.0,1705431.0,209834866.0,--,15186283.00,367999.0,--,149469122.0,4825786.00,4714423.0,110295.0,--,--,--,--,--,1462882.0,1292015.0,18855.0,558348.0,178006008.0,25529802.0,7544.0,2466260.0,401819.0,-485234.00,--,27920191.0,3908667.00,31828858.0,0.0,50000000.0,11.15,,,
2013,01,2890,永豐金控,25805012.0,78273157.0,55316022.0,57341937.0,9985.00,2941174.0,107510717.0,623429.0,--,770134695.00,--,235447312.00,79748.00,--,27943441.0,1753174.0,14155114.0,3096265.0,2672147.0,11393416.0,1394496745.0,60913355.00,--,12029044.0,17234.00,19619196.0,15323222.00,34740011.0,902666.0,--,1061406984.00,42996968.00,18555871.00,81124.00,3088868.0,15827669.0,1310373.0,6171391.0,1292983976.0,75682739.0,1801753.0,23506381.0,521896.0,0.00,--,101512769.0,0.00,101512769.0,0.0,0.0,13.41,,,
2013,01,2891,中信金,59838271.0,120704973.0,91314955.0,450611606.0,1420563.00,9085828.0,143145430.0,1833704.0,--,1187270486.00,1249031.00,48444831.00,2217690.00,--,14176113.0,2636225.0,40514769.0,13963009.0,2762453.0,13398229.0,2204588166.0,37134821.00,4986105.00,27302760.0,58717.00,80435993.0,--,53989770.0,3473038.0,--,1562827799.00,71127741.00,--,--,143210098.0,30942386.0,1395752.0,9656409.0,2026541389.0,127190899.0,17196149.0,35882952.0,-2313177.0,--,--,177956823.0,89954.00,178046777.0,0.0,0.0,14.33,,,
2013,01,2892,第一金控,56486174.0,152990460.0,24090030.0,97093845.0,--,3521527.0,64569182.0,2003941.0,--,1427911316.00,13652.00,255992117.00,1712435.00,--,19501813.0,7612457.0,28235405.0,269629.0,1807949.0,3822084.0,2147634016.0,143319137.00,75793.00,20523976.0,23538.00,9885859.0,4113519.00,71315177.0,2409181.0,--,1630609662.00,49700000.00,2238717.00,--,19603211.0,47944780.0,5762918.0,3305098.0,2010830566.0,81253607.0,18200167.0,32791886.0,3987027.0,--,--,136232687.0,570763.00,136803450.0,0.0,0.0,16.77,,,
2013,01,5880,合庫金,58599382.0,718762940.0,66688711.0,115079700.0,--,4603587.0,22945939.0,1441836.0,--,1823955834.00,13962.00,14805848.00,101342.00,--,116626521.0,1145340.0,39866292.0,3789211.0,1166142.0,2769057.0,2992361644.0,208948882.00,--,4103647.0,--,57180322.0,2370108.00,45194589.0,997771.0,--,2284418656.00,117580000.00,2000000.00,--,65711754.0,52217410.0,3547603.0,1545716.0,2845816458.0,81266667.0,57853927.0,10658908.0,649996.0,-7136010.00,--,143293488.0,3251698.00,146545186.0,0.0,217076242.0,18.12,,,
2013,02,2880,華南金,44211252.0,123993029.0,49186505.0,84149160.0,--,517874.0,47660207.0,2051286.0,--,1360899674.00,2694849.00,291702665.00,78924.00,--,38152801.0,6806732.0,32570000.0,368851.0,2024525.0,3578984.0,2090647318.0,98227619.00,--,21628355.0,96414.00,27653661.0,3338285.0,47421731.0,1906974.0,--,1673263841.00,53240825.00,1170000.00,--,16015964.0,7441345.0,6099460.0,3265280.0,1960769754.0,90562816.0,17758986.0,24521330.0,-2967017.0,--,--,129876115.0,1449.00,129877564.0,0.0,0.0,15.06,,,
2013,02,2881,富邦金,141202319.0,133057468.0,97615263.0,1524720978.0,630617.00,74050430.0,124885545.0,1494875.0,--,1288087322.00,12247830.00,215865552.00,5078852.00,--,537691015.0,88318214.0,33046331.0,13439702.0,5738973.0,21670131.0,4318841417.0,74685907.00,--,39319830.0,2080308.00,42248367.0,5589492.0,97240892.0,5996852.0,--,1461433294.00,107767575.00,1100000.00,--,2013756296.0,168633918.0,2325023.0,13618047.0,4035795801.0,95351652.0,55785647.0,95481361.0,36426956.0,0.00,--,283045616.0,--,283045616.0,0.0,0.0,29.68,,,
