年,季,公司代號,公司名稱,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總額,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,Unnamed: 45,待註銷股本股數（單位：股）,Unnamed: 46,負債及權益總計,Unnamed: 47
2013,02,2850,新產,6715744.0,2148514.0,0.00,0.00,10029784.0,4633223.0,1206097.0,58218.00,193927.00,685956.0,--,25671463.0,--,2149551.0,68275.00,--,1208.00,--,--,--,--,--,16287189.0,--,--,484651.00,20063.0,104973.0,--,19115910.0,3159633.0,63663.00,2420541.0,911716.0,0.00,--,--,--,--,6555553.0,0.0,0.0,20.75,,,,,
2013,02,2851,中再保,15644600.0,185812.0,63080.00,--,11215874.0,4028934.0,205523.0,2790.00,231332.00,1056681.0,--,32634626.0,--,814032.0,88946.00,--,25512.00,0.00,--,--,--,--,23444630.0,--,--,--,42014.0,58810.0,--,24473944.0,5622750.0,300000.00,2661946.0,-424014.0,--,--,--,--,--,8160682.0,0.0,0.0,14.8,,,,,
2013,02,2852,第一保,1083090.0,1144161.0,0.00,--,8453487.0,2288371.0,609679.0,572.00,47911.00,514554.0,--,14141825.0,--,1227892.0,46927.00,--,--,--,--,--,--,--,7881053.0,--,--,213020.00,92934.0,50873.0,--,9512699.0,3011638.0,--,1532373.0,85115.0,--,--,--,--,--,4629126.0,0.0,0.0,15.37,,,,,
2013,02,2867,三商美邦,82294667.0,7625563.0,916164.00,0.00,487232648.0,1903584.0,4886876.0,46771.00,267437.00,3414896.0,54390345.00,642978951.0,0.00,7121139.0,0.00,0.00,1659562.00,0.00,0.00,0.00,3007006.00,0.00,546859758.0,4583263.00,616061.00,1844581.00,265445.0,817013.0,54390345.00,621164173.0,12280539.0,1534494.00,7879187.0,120558.0,0.00,--,0.00,0.00,--,21814778.0,0.0,0.0,18.83,,,,,
2013,03,2816,旺旺保險,1403591.0,1030292.0,9296.00,--,5701121.0,4408418.0,795786.0,168796.00,--,650511.0,--,14167811.0,--,995016.0,--,--,--,--,--,--,--,--,9699644.0,125014.00,--,150770.00,88129.0,118222.0,--,11176795.0,2000000.0,0.00,890678.0,100338.0,--,--,--,--,--,2991016.0,0.0,0.0,14.96,,,,,
2013,03,2823,中壽,78114297.0,10061190.0,973874.00,--,748081628.0,275590.0,4772095.0,36161.00,893742.00,3909390.0,63344652.00,910462619.0,--,5474592.0,--,--,476619.00,--,--,--,--,10995.00,776935336.0,6331671.00,2279959.00,220354.00,1449149.0,3041653.0,63344652.00,859564980.0,27221477.0,6454129.00,14496030.0,2726003.0,--,--,--,--,--,50897639.0,0.0,0.0,21.32,,,,,
2013,03,2832,台產,2490690.0,858975.0,--,--,9475223.0,2337617.0,399253.0,--,16400.00,804388.0,--,16382546.0,--,822179.0,38052.00,--,--,--,--,--,--,--,7904108.0,--,--,31910.00,281200.0,580628.0,--,9658077.0,3638164.0,117725.00,3043057.0,-74477.0,--,--,--,--,--,6724469.0,0.0,0.0,18.48,,,,,
2013,03,2850,新產,6641121.0,1708817.0,0.00,0.00,10151651.0,4653525.0,1103121.0,52154.00,201697.00,714244.0,0.00,25226330.0,--,1486570.0,38988.00,--,193.00,--,--,--,--,--,16514009.0,--,--,485856.00,19033.0,151275.0,--,18695924.0,3159633.0,63663.00,2421243.0,885867.0,0.00,--,--,--,--,6530406.0,0.0,0.0,20.67,,,,,
2013,03,2851,中再保,17192056.0,144315.0,106506.00,--,9852471.0,4046196.0,204861.0,2466.00,83375.00,1040210.0,--,32672456.0,--,464065.0,25041.00,--,11186.00,0.00,--,--,--,--,23377649.0,--,--,--,41555.0,36283.0,--,23955779.0,5622750.0,300000.00,3126812.0,-332885.0,--,--,--,--,--,8716677.0,0.0,0.0,15.5,,,,,
2013,03,2852,第一保,1137072.0,874423.0,0.00,--,8305750.0,2247106.0,606329.0,1980.00,47623.00,509133.0,--,13729416.0,--,780719.0,11285.00,--,--,--,--,--,--,--,7846883.0,--,--,208544.00,92934.0,55033.0,--,8995398.0,3011638.0,--,1674573.0,47807.0,--,--,--,--,--,4734018.0,0.0,0.0,15.72,,,,,
2013,03,2867,三商美邦,63556431.0,8180961.0,656900.00,0.00,525768475.0,1879919.0,5947069.0,34291.00,277281.00,3621593.0,56004887.00,665927807.0,0.00,5741256.0,0.00,0.00,584294.00,0.00,0.00,0.00,3007006.00,0.00,570047171.0,4556015.00,619477.00,1848434.00,203872.0,1761501.0,56004887.00,644373913.0,12280539.0,1528522.00,8634813.0,-889980.0,0.00,--,0.00,0.00,--,21553894.0,0.0,0.0,17.55,,,,,
2013,04,2816,旺旺保險,1281581.0,954305.0,10971.00,--,5864453.0,4470312.0,794855.0,161846.00,--,644656.0,--,14182979.0,--,976528.0,--,--,--,--,--,--,--,--,9645066.0,116339.00,--,174049.0,88129.0,95441.0,--,11095552.0,2000000.0,0.0,920083.0,167344.0,--,--,--,--,--,3087427.0,0.0,0.0,15.44,,,,,
2013,04,2823,中壽,112702457.0,11169076.0,936683.00,--,766100667.0,296817.0,5279430.0,42350.00,859868.00,5592005.0,64800681.00,967780034.0,--,5628375.0,--,--,3008375.00,--,--,--,--,11104.00,830230174.0,446490.00,2773740.00,237795.0,861337.0,5686893.0,64800681.00,913684964.0,27221478.0,6454129.0,15021224.0,5398239.0,--,--,--,--,--,54095070.0,0.0,0.0,19.87,,,,,
2013,04,2832,台產,2712884.0,803212.0,--,--,9622860.0,2261117.0,371031.0,--,17481.00,801285.0,--,16589870.0,--,764399.0,64837.00,--,--,--,--,--,--,--,7802540.0,--,--,37903.0,278846.0,639422.0,--,9587947.0,3638164.0,117725.0,3240968.0,5066.0,--,--,--,--,--,7001923.0,0.0,0.0,19.25,,,,,
2013,04,2850,新產,7031323.0,1906162.0,--,--,9927269.0,4333483.0,1091393.0,47359.00,203021.00,678970.0,--,25218980.0,--,1615562.0,79581.00,--,2836.00,--,--,--,--,--,15967295.0,--,--,487091.0,30512.0,114270.0,--,18297147.0,3159633.0,63663.0,2771150.0,927387.0,0.00,--,--,--,--,6921833.0,0.0,0.0,21.91,,,,,
2013,04,2851,中再保,17673887.0,183877.0,111284.00,--,9814286.0,3877374.0,203973.0,2142.00,47425.00,1022984.0,--,32937232.0,--,393767.0,25040.00,--,11785.00,0.00,--,--,--,--,23382630.0,--,--,772.0,51447.0,38243.0,--,23903684.0,5622750.0,300000.0,3178535.0,-67737.0,--,--,--,--,--,9033548.0,0.0,0.0,16.07,,,,,
2013,04,2852,第一保,1097755.0,1025909.0,0.00,--,8265338.0,2083860.0,619541.0,3163.00,50453.00,508127.0,--,13654146.0,--,737521.0,36986.00,--,--,--,--,--,--,--,7605681.0,--,--,200371.0,92934.0,75416.0,--,8748909.0,3011638.0,0.0,1807942.0,85657.0,--,--,--,--,--,4905237.0,0.0,0.0,16.29,,,,,
2013,04,2867,三商美邦,63187229.0,7483280.0,811534.00,0.00,560487274.0,1923147.0,6281008.0,29942.00,303954.00,3652972.0,56084960.00,700245300.0,0.00,6075116.0,0.00,0.00,1955855.00,0.00,0.00,0.00,3007006.00,0.00,601155986.0,4521586.00,802758.00,1677174.0,210825.0,3391143.0,56084960.00,678882409.0,12280539.0,1529766.0,8972989.0,-1420403.0,0.00,--,0.00,0.00,--,21362891.0,0.0,0.0,17.4,,,,,
2014,01,2816,旺旺保險,1623215.0,1147190.0,12695.00,--,5785403.0,4339377.0,791313.0,155316.00,--,704287.0,--,14558796.0,--,1260267.0,--,--,--,--,--,--,--,--,9661785.0,104899.00,--,175186.0,88129.0,24130.0,--,11314396.0,2000000.0,0.00,1112966.0,131434.0,--,--,--,--,--,3244400.0,0.0,0.0,16.22,,0.00,,,
2014,01,2823,中壽,99496655.0,11450947.0,1245047.00,--,799986494.0,296498.0,5295151.0,39230.00,1572174.00,18637551.0,66758529.00,1004778276.0,--,4655039.0,--,--,4523137.00,--,--,--,--,0.00,862780699.0,0.00,3150274.00,242121.0,2197719.0,3758134.0,66758529.00,948065652.0,27604515.0,6071092.00,16576986.0,6460031.0,--,--,--,--,--,56712624.0,0.0,38303693.0,20.54,,0.00,,,
2014,01,2832,台產,2833324.0,1034235.0,--,--,9599839.0,2237307.0,372309.0,--,18126.00,805867.0,--,16901007.0,--,921419.0,99049.00,--,--,--,--,--,--,--,7770127.0,--,--,38320.0,279107.0,644956.0,--,9752978.0,3638164.0,117725.00,3453178.0,-61038.0,--,--,--,--,--,7148029.0,0.0,0.0,19.65,,--,,,
2014,01,2850,新產,7477774.0,1614275.0,--,--,9848792.0,4263222.0,1086994.0,41182.00,201970.00,796168.0,--,25330377.0,--,1393886.0,130221.00,--,5267.00,--,--,--,--,--,16141440.0,--,--,488764.0,41313.0,95894.0,--,18296785.0,3159633.0,63663.00,3076097.0,734199.0,--,--,--,--,--,7033592.0,0.0,0.0,22.26,,0.00,,,
2014,01,2851,中再保,17389120.0,251063.0,111284.00,--,10299358.0,4234031.0,207949.0,1818.00,52096.00,1029696.0,--,33576415.0,--,555336.0,58230.00,--,13645.00,--,--,--,--,--,23628793.0,--,--,584.0,52850.0,52522.0,--,24361960.0,5622750.0,300000.00,3402670.0,-110965.0,--,--,--,--,--,9214455.0,0.0,0.0,16.39,,--,,,
2014,01,2852,第一保,1223135.0,911663.0,--,--,8208091.0,1928206.0,625824.0,2947.00,50156.00,507611.0,--,13457633.0,--,641423.0,73568.00,--,--,--,--,--,--,--,7416123.0,--,--,195330.0,92934.0,41642.0,--,8461020.0,3011638.0,--,1921824.0,63151.0,--,--,--,--,--,4996613.0,0.0,0.0,16.59,,0.00,,,
2014,01,2867,三商美邦,72317085.0,7272229.0,852575.00,0.00,582101519.0,1899390.0,6999684.0,35725.00,668260.00,3913502.0,57243947.00,733303916.0,0.00,6512407.0,465.00,0.00,3875433.00,0.00,0.00,0.00,3007006.00,0.00,630689375.0,4553378.00,839491.00,1681822.0,783932.0,1552210.0,57243947.00,710739466.0,12280539.0,1529766.00,8343863.0,410282.0,--,--,--,--,--,22564450.0,0.0,0.0,18.37,,0.00,,,
2014,02,2816,旺旺保險,2112683.0,1173332.0,13534.00,--,5477493.0,4103925.0,783914.0,146763.0,--,718874.0,--,14530518.0,--,1091079.0,--,--,--,--,--,--,--,--,9527236.0,95820.00,--,176041.0,63920.0,94019.0,--,11048115.0,2129600.0,0.0,1211683.0,141120.0,--,--,--,--,--,3482403.0,0.0,0.0,17.41,,0.0,,,
2014,02,2823,中壽,97701749.0,12362325.0,1350358.00,--,815789260.0,190906.0,5360092.0,37358.0,970825.00,18602078.0,68774468.00,1021139419.0,--,6227906.0,--,--,683953.00,--,--,--,--,0.00,882337268.0,0.00,2726641.00,248676.0,1601007.0,1677877.0,68774468.00,964277796.0,30364970.0,4414821.0,15284829.0,6797003.0,--,--,--,--,--,56861623.0,0.0,0.0,20.6,,0.0,,,
2014,02,2832,台產,3139950.0,1051919.0,--,--,9712163.0,2143678.0,351270.0,774.0,21210.00,824599.0,--,17245563.0,--,1395753.0,65102.00,--,--,--,--,--,--,--,7864542.0,--,--,38502.0,277984.0,670959.0,--,10312842.0,3638164.0,117725.0,3169364.0,7468.0,--,--,--,--,--,6932721.0,0.0,0.0,19.06,,0.0,,,
2014,02,2850,新產,7100446.0,1999838.0,--,--,10594275.0,4301609.0,1075220.0,46096.0,203163.00,836493.0,--,26157140.0,--,2092105.0,54091.00,--,243.00,--,--,--,--,--,16472431.0,--,--,490520.0,31445.0,134241.0,--,19275076.0,3159633.0,63663.0,2889859.0,768909.0,--,--,--,--,--,6882064.0,0.0,0.0,21.78,,0.0,,,
2014,02,2851,中再保,17016207.0,370876.0,133340.00,--,10596232.0,4412939.0,206825.0,1495.0,42008.00,1025841.0,--,33805763.0,--,1129782.0,70927.00,--,4077.00,--,--,--,--,--,23617231.0,--,--,395.0,43545.0,59429.0,--,24925386.0,5622750.0,300000.0,2970371.0,-12744.0,--,--,--,--,--,8880377.0,0.0,0.0,15.79,,0.0,,,
2014,02,2852,第一保,926329.0,1012434.0,--,--,8579465.0,1959263.0,622999.0,2623.0,49573.00,511195.0,--,13663881.0,--,992920.0,53929.00,--,--,--,--,--,--,--,7600316.0,--,--,190874.0,92934.0,31479.0,--,8962452.0,3011638.0,0.0,1636252.0,53539.0,--,--,--,--,--,4701429.0,0.0,0.0,15.61,,0.0,,,
2014,02,2867,三商美邦,87629365.0,6370823.0,976114.00,0.00,582579653.0,1579367.0,7100179.0,51846.0,100811.00,4125886.0,57343023.00,747857067.0,0.00,6759475.0,457.00,0.00,1154224.00,0.00,0.00,0.00,3007006.00,0.00,645554869.0,4520903.00,741313.00,1684741.0,389086.0,1229966.0,57343023.00,722385063.0,12880539.0,1946766.0,9797092.0,847607.0,--,--,--,--,--,25472004.0,0.0,0.0,19.78,,0.0,,,
2014,03,2816,旺旺保險,2194266.0,995756.0,14467.00,--,5512132.0,3899697.0,799997.0,138350.0,--,732048.0,--,14286713.0,--,1093733.0,--,--,--,--,--,--,--,--,9343678.0,85413.00,--,177127.0,63920.0,83224.0,--,10847095.0,2129600.0,0.00,1361668.0,-51650.0,--,--,--,--,--,3439618.0,0.0,0.0,16.15,,0.0,,,
2014,03,2823,中壽,69996353.0,11388346.0,1154346.00,--,866552951.0,256277.0,5642463.0,40357.0,843262.00,18971850.0,67990416.00,1042836621.0,--,5486723.0,--,--,4129618.00,--,--,--,--,0.00,906645791.0,0.00,3436577.00,253010.0,2292911.0,1132198.0,67990416.00,991367244.0,30364970.0,4414821.00,18053452.0,-1363866.0,--,--,--,--,--,51469377.0,0.0,0.0,16.95,,0.0,,,
2014,03,2832,台產,2540943.0,866201.0,--,--,10147185.0,1996120.0,353117.0,2851.0,21149.00,827257.0,--,16754823.0,--,851481.0,30474.00,--,--,--,--,--,--,--,7810104.0,--,--,38699.0,278883.0,673484.0,--,9683125.0,3638164.0,117725.00,3315646.0,163.0,--,--,--,--,--,7071698.0,0.0,0.0,19.44,,0.0,,,
2014,03,2850,新產,6098771.0,1659377.0,0.00,0.00,11772091.0,4195016.0,1077787.0,40075.0,192743.00,871565.0,0.00,25907425.0,--,1462814.0,32767.00,--,6179.00,--,--,--,--,--,16514819.0,--,--,492325.0,35237.0,90780.0,--,18634921.0,3159633.0,63663.00,3325731.0,723477.0,0.00,--,--,--,--,7272504.0,0.0,0.0,23.02,,0.0,,,
2014,03,2851,中再保,17950849.0,622183.0,133340.00,--,9250988.0,4128503.0,214959.0,1171.0,45948.00,1009086.0,--,33357027.0,--,428500.0,103566.00,--,34875.00,--,--,--,--,--,23625553.0,--,--,209.0,51661.0,65674.0,--,24310038.0,5622750.0,300000.00,3209941.0,-85702.0,--,--,--,--,--,9046989.0,0.0,0.0,16.09,,0.0,,,
2014,03,2852,第一保,1062443.0,851640.0,--,--,8370879.0,1888391.0,620070.0,2598.0,47957.00,503346.0,--,13347324.0,--,652084.0,22171.00,--,--,--,--,--,--,--,7534707.0,--,--,178360.0,92934.0,31735.0,--,8511991.0,3011638.0,--,1799944.0,23751.0,--,--,--,--,--,4835333.0,0.0,0.0,16.06,,0.0,,,
2014,03,2867,三商美邦,59789954.0,7592353.0,1031909.00,0.00,637279524.0,1511926.0,7352749.0,38383.0,398393.00,4139485.0,54284964.00,773419640.0,0.00,7534727.0,3862.00,0.00,3040192.00,0.00,0.00,0.00,3007006.00,0.00,672386955.0,4505805.00,829672.00,1686878.0,701259.0,873488.0,54284964.00,748854808.0,13524566.0,1302739.00,11155054.0,-1417527.0,--,--,--,--,--,24564832.0,0.0,0.0,18.16,,0.0,,,
2014,04,2816,旺旺保險,2855073.0,909928.0,10232.00,--,4721099.0,3655979.0,811159.0,130814.0,--,727444.0,--,13821728.0,--,1024563.0,--,--,--,--,--,--,--,--,8907997.0,74156.00,--,180839.0,63920.0,69987.0,--,10321462.0,2129600.0,0.0,1372496.0,-1830.0,--,--,--,--,--,3500266.0,0.0,0.0,16.44,,0.0,,,
2014,04,2823,中壽,61223512.0,14384897.0,1326043.00,--,931542358.0,264209.0,6973988.0,53806.0,3235637.00,19091114.0,69172331.00,1107267895.0,--,9999089.0,--,--,5847792.00,--,--,--,--,0.00,934190724.0,0.00,5263545.00,266651.0,6738484.0,1464786.0,69172331.00,1032943402.0,30364970.0,4414821.0,27725274.0,11819428.0,--,--,--,--,--,74324493.0,0.0,0.0,24.48,,0.0,,,
2014,04,2832,台產,2543153.0,869639.0,--,--,9718366.0,1988083.0,356219.0,3494.0,9068.00,1375691.0,--,16863713.0,--,761583.0,49840.00,--,--,--,--,--,--,--,7776309.0,--,--,47375.0,281476.0,709461.0,--,9626044.0,3638164.0,117725.0,3491760.0,-9980.0,--,--,--,--,--,7237669.0,0.0,0.0,19.89,,0.0,,,
2014,04,2850,新產,5539886.0,2107486.0,--,--,12475691.0,5730707.0,1075370.0,38579.0,201429.00,776125.0,--,27945273.0,--,1757162.0,55008.00,--,13085.00,--,--,--,--,--,17711336.0,--,--,460671.0,66167.0,190943.0,--,20254372.0,3159633.0,63663.0,3490782.0,976823.0,0.00,--,--,--,--,7690901.0,0.0,0.0,24.34,,0.0,,,
2014,04,2851,中再保,18430910.0,399901.0,133340.00,--,9909822.0,3859592.0,214772.0,1531.0,36423.00,1022876.0,--,34009167.0,--,577906.0,115627.00,--,66470.00,--,--,--,--,--,23664460.0,--,--,5778.0,77799.0,44211.0,--,24552251.0,5622750.0,300000.0,3369901.0,164265.0,--,--,--,--,--,9456916.0,0.0,0.0,16.82,,0.0,,,
2014,04,2852,第一保,1086854.0,999526.0,--,--,8336693.0,1970320.0,616693.0,3909.0,48565.00,507826.0,--,13570386.0,--,764263.0,36288.00,--,--,--,--,--,--,--,7552790.0,--,--,189328.0,92934.0,29350.0,--,8664953.0,3011638.0,0.0,1887834.0,5961.0,--,--,--,--,--,4905433.0,0.0,0.0,16.29,,0.0,,,
2014,04,2867,三商美邦,63726010.0,7337964.0,1125956.00,0.00,659888287.0,1601582.0,7846835.0,33921.0,1869831.00,4399334.0,54539224.00,802368944.0,0.00,12807320.0,0.00,0.00,8938988.00,0.00,0.00,5000000.00,2000000.00,0.00,682164848.0,4493761.00,1014429.00,1913097.0,2012050.0,1400036.0,54539224.00,776283753.0,13524566.0,1302783.0,11184833.0,73009.0,--,--,--,--,--,26085191.0,0.0,0.0,19.29,,0.0,,,
2015,01,2816,旺旺保險,2768212.0,1202419.0,12101.00,--,4948749.0,4036699.0,811777.0,123365.0,--,810222.0,--,14713544.0,--,1136357.0,--,--,--,--,--,--,--,--,9401989.0,57523.00,--,182540.0,63920.0,121347.0,--,10963676.0,2129600.0,0.0,1614060.0,6208.0,--,--,--,--,--,3749868.0,0.0,0.0,17.61,,0.00,,14713544.0,
2015,01,2823,中壽,61285763.0,13866624.0,1461310.00,--,948906359.0,350088.0,7029670.0,50263.0,2225483.00,19021970.0,69391076.00,1123588606.0,--,9058615.0,--,--,249048.00,--,--,--,--,0.00,949910522.0,0.00,5150701.00,267134.0,6397151.0,1159276.0,69391076.00,1041583523.0,30364970.0,4414821.0,31021452.0,16203840.0,--,--,--,--,--,82005083.0,0.0,0.0,27.01,,0.00,,1123588606.0,
2015,01,2832,台產,4203677.0,904010.0,--,--,9565888.0,2122129.0,370960.0,4031.0,9231.00,844290.0,--,18024216.0,--,931094.0,80282.00,--,--,--,--,--,--,--,7889017.0,--,--,47508.0,279503.0,1263888.0,--,10491292.0,3638164.0,117725.0,3725984.0,51051.0,--,--,--,--,--,7532924.0,0.0,0.0,20.71,,--,,18024216.0,
2015,01,2850,新產,5868228.0,1497545.0,--,--,13244278.0,5456795.0,1063477.0,32440.0,210914.00,780358.0,--,28154035.0,--,1371485.0,92642.00,--,0.00,--,--,--,--,--,17989474.0,--,--,531097.0,56327.0,132123.0,--,20173148.0,3159633.0,63663.0,3654704.0,1102887.0,0.00,--,--,--,--,7980887.0,0.0,0.0,25.26,,0.00,,28154035.0,
2015,01,2851,中再保,18030968.0,454576.0,133340.00,--,10442436.0,3957345.0,215390.0,1457.0,10357.00,988401.0,--,34234270.0,--,701090.0,142029.00,--,955.00,--,--,--,--,--,23403177.0,--,--,5719.0,75705.0,37210.0,--,24365885.0,5622750.0,300000.0,3682773.0,262862.0,--,--,--,--,--,9868385.0,0.0,0.0,17.55,,0.00,,34234270.0,
2015,01,2852,第一保,1059873.0,734357.0,--,--,8654691.0,1994745.0,623388.0,3414.0,47878.00,504505.0,--,13622851.0,--,735695.0,63037.00,--,--,--,--,--,--,--,7485281.0,--,--,180569.0,92934.0,34947.0,--,8592463.0,3011638.0,0.0,2013675.0,5075.0,--,--,--,--,--,5030388.0,0.0,0.0,16.7,,--,,13622851.0,
2015,01,2867,三商美邦,26819129.0,8836783.0,1226030.00,0.00,689587962.0,781316.0,7914595.0,42693.0,465150.00,5529520.0,53047304.00,794250482.0,3600528.00,6013316.0,0.00,0.00,2952822.00,0.00,0.00,5000000.00,2000000.00,0.00,688157481.0,3459.00,1070425.00,1915932.0,1272459.0,1499006.0,53047304.00,766532732.0,13524566.0,1302783.0,11912181.0,978220.0,--,--,--,--,--,27717750.0,0.0,0.0,20.49,,0.00,,794250482.0,
2015,02,2816,旺旺保險,3365066.0,1163485.0,11315.00,--,4549214.0,4223396.0,816487.0,115885.0,4056.0,837805.0,--,15086709.0,--,1459622.0,--,--,--,--,--,--,--,--,9604922.0,44087.00,--,189885.0,64942.0,114011.0,--,11477469.0,2129600.0,0.0,1441547.0,6664.0,--,3577811.00,--,--,31429.00,3609240.0,0.0,0.0,16.8,,0.00,,15086709.0,
2015,02,2823,中壽,48172155.0,12076345.0,1425757.00,--,983324510.0,267933.0,6858228.0,45545.0,1239161.0,18923562.0,66316012.00,1138649208.0,--,9334201.0,--,--,2646499.00,--,--,--,--,0.00,970375581.0,0.00,4738892.00,256803.0,4759744.0,2018221.0,66316012.00,1060445953.0,33401467.0,2289273.0,31311625.0,11200890.0,--,--,--,--,--,78203255.0,0.0,0.0,25.75,,0.00,,1138649208.0,
2015,02,2832,台產,3907520.0,1034711.0,--,--,9763429.0,2055367.0,375162.0,6546.0,14265.0,783507.0,--,17940507.0,--,1561309.0,81263.00,--,--,--,--,--,--,--,7886996.0,--,--,46618.0,278928.0,378274.0,--,10233388.0,3638164.0,117725.0,3946197.0,5033.0,--,--,--,--,--,7707119.0,0.0,0.0,21.18,,--,,17940507.0,
