,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,翁雅玲,吳美慧,20140327,無保留意見
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,郭俐雯,20140324,無保留意見
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,20140326,無保留意見
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,20140319,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,會 計 師謝建新,會 計 師陳招美,20140325,無保留意見
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,20140328,無保留意見
6,6,1110,東泥,國富浩華聯合會計師事務所,黃鈴雯,謝仁耀,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
7,7,1201,味全公司,資誠聯合會計師事務所,吳郁隆,張明輝,20140327,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任、欲強調某一事項
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任、欲強調某一事項
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,20140328,無保留意見
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,20140321,無保留意見
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,20140210,無保留意見
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,20140328,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
13,13,1217,愛之味,國富浩華聯合會計師事務所,黃鈴雯,蔡淑滿,20140325,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
14,14,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,池世欽,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
15,15,1219,福壽實業,群智聯合會計師事務所,黃　奕　睿,陳　郁　惠,20140325,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,20140324,無保留意見
17,17,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,吳恩銘,20140327,修正式無保留意見-欲強調某一事項
18,18,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,20140326,無保留意見
19,19,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,20140328,無保留意見
20,20,1231,聯華食品,勤業眾信聯合會計師事務所,林安惠,柯志賢,20140326,無保留意見
21,21,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,20140318,無保留意見
22,22,1233,天仁,安永聯合會計師事務所,蕭翠慧,曾祥裕,20140314,無保留意見
23,23,1234,黑松,勤業眾信聯合會計師事務所,陳慧銘,林宜慧,20140319,無保留意見
24,24,1235,興泰,冠恆聯合會計師事務所,張進德,萬益東,20140324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
25,25,1236,宏亞食品,安永聯合會計師事務所,黃建澤,徐榮煌,20140312,無保留意見
26,26,1256,鮮活果汁-KY,勤業眾信聯合會計師事務所,謝明忠,陳慧銘,20140314,無保留意見
27,27,1262,綠悅-KY,勤業眾信聯合會計師事務所,施景彬,吳恪昌,20140301,修正式無保留意見-欲強調某一事項
28,28,1301,台塑,安侯建業聯合會計師事務所,吳秋華,寇惠植,20140324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
29,29,1303,南亞塑膠,安侯建業聯合會計師事務所,吳秋華,陳蓓琪,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
30,30,1304,台聚,勤業眾信聯合會計師事務所,韋亮發,黃秀椿,20140314,無保留意見
31,31,1305,華夏,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,20140313,無保留意見
32,32,1307,三芳化工,勤業眾信聯合會計師事務所,吳秋燕,陳珍麗,20140306,無保留意見
33,33,1308,亞聚,勤業眾信聯合會計師事務所,韋亮發,郭慈容,20140313,無保留意見
34,34,1309,台達化工,勤業眾信聯合會計師事務所,黃秀椿,吳世宗,20140313,無保留意見
35,35,1310,台苯,正風聯合會計師事務所,賴永吉,曾國富,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
36,36,1312,國喬石化,國富浩華聯合會計師事務所,蕭英嘉,林美玲,20140325,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
37,37,1313,聯成,勤業眾信聯合會計師事務所,郭文吉,劉建良,20140320,無保留意見
38,38,1314,中石化,安侯建業聯合會計師事務所,陳眉芳,陳富煒,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
39,39,1315,達新工業,國富浩華聯合會計事務所,張福郎,邱桂鈴,20140326,無保留意見
40,40,1316,上曜,安侯建業聯合會計師事務所,陳國宗,許振隆,20140324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
41,41,1319,東陽,安永聯合會計師事務所,洪茂益,胡子仁,20140325,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
42,42,1321,大洋,安 侯 建 業 聯 合 會 計 師 事 務 所,余 聖  河,李 禾方 儀,20140321,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
43,43,1323,永裕,勤業眾信,李季珍,廖鴻儒,20140319,無保留意見
44,44,1324,地球工業,安永聯合會計師事務所,楊智惠,張志銘,20140317,無保留意見
45,45,1325,恒大,勤業眾信聯合會計師事務所,張瑞娜,陳照敏,20140327,無保留意見
46,46,1326,台化,資誠聯合會計師事務所,吳漢期,阮呂曼玉,20140321,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
47,47,1337,再生-KY,勤業眾信聯合會計師事務所,吳秋燕,龔俊吉,20140317,無保留意見
48,48,1338,廣華-KY,安侯建業聯合會計師事務所,江忠儀,陳宜君,20140324,無保留意見
49,49,1339,昭輝,勤業眾信聯合會計師事務所,顏曉芳,曾棟鋆,20140324,無保留意見
50,50,1340,勝悅-KY,勤業眾信聯合會計師事務所,葉淑娟,卓明信,20140314,無保留意見
51,51,1402,遠東新,勤業眾信聯合會計師事務所,卓明信,黃樹傑,20140324,無保留意見
52,52,1409,新纖,勤業眾信聯合會計師事務所,楊民賢,王自軍,20140328,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
53,53,1410,南染,資誠聯合會計師事務所,阮呂曼玉,李運鞭,20140321,無保留意見
54,54,1413,宏洲纖維,立本台灣聯合會計師事務所,柯俊輝,張鈞鈞,20140326,無保留意見
55,55,1414,東和,安侯建業聯合會計師事務所,楊博任,許振隆,20140224,無保留意見
56,56,1416,廣豐,國富浩華聯合會計師事務所,邱繼盛,王戊昌,20140328,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
57,57,1417,嘉裕,勤業眾信聯合會計師事務所,許秀明,陳杰忠,20140327,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
58,58,1418,東華,勤業眾信聯合會計師事務所,黃海悅,何瑞軒,20140320,無保留意見
59,59,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,謝明忠,20140317,無保留意見
60,60,1423,利華羊毛,安 永 聯 合 會 計 師 事 務 所,蕭 翠 慧,徐 榮 煌,20140326,無保留意見
61,61,1432,大魯閣,資誠聯合會計師事務所,葉翠苗,梁華玲,20140319,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
62,62,1434,福懋興業,資誠聯合會計師事務所,吳漢期,阮呂曼玉,20140321,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
63,63,1435,中福國際,勤業眾信聯合會計師事務所,陳照敏,姚勝雄,20140320,無保留意見
64,64,1436,華友聯,勤業眾信聯合會計師事務所,陳招美,謝建新,20140319,無保留意見
65,65,1437,勤益投控,安侯建業聯合會計師事務所,呂莉莉,俞安恬,20140321,無保留意見
66,66,1438,裕豐,安泰聯合會計師事務所,潘自新,蔡聰慧,20140318,無保留意見
67,67,1439,中和羊毛,安永聯合會計師事務所,傅 文 芳,徐 榮 煌,20140324,無保留意見
68,68,1440,南紡,資誠聯合會計師事務所,李明憲,林姿妤,20140320,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
69,69,1441,大東紡織,資誠聯合會計師事務所,周建宏,林鈞堯,20140320,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
70,70,1442,名軒,惠眾聯合會計師事務所,盧聯生,項文婷,20140326,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
71,71,1443,立益紡織,國富浩華聯合會計師事務所,高佩,王戉昌,20140321,無保留意見
72,72,1444,力麗,勤業眾信聯合會計師事務所,余鴻賓,洪國田,20140324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
73,73,1445,大宇紡織,勤業眾信聯合會計師事務所,簡明彥,郭慈容,20140319,無保留意見
74,74,1446,宏和,安永聯合會計師事務所,胡子仁,黃世杰,20140317,無保留意見
75,75,1447,力鵬,勤業眾信聯合會計師事務所,余鴻賓,洪國田,20140324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
76,76,1449,佳和實業,安侯建業聯合會計師事務所,許振隆,陳惠媛,20140331,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
77,77,1451,年興紡織,勤業眾信聯合會計師事務所,施景彬,卓明信,20140321,無保留意見
78,78,1452,宏益,立本台灣聯合會計師事務所,柯俊輝,張鈞鈞,20140225,無保留意見
79,79,1453,大將,勤業眾信聯合會計師事務所,劉水恩,楊靜婷,20140324,無保留意見
80,80,1454,台富,勤業眾信聯合會計師事務所,游素環,龔雙雄,20140319,無保留意見
81,81,1455,集盛,國富浩華聯合會計師事務所,蕭英嘉,張福郎,20140324,無保留意見
82,82,1456,怡華,惠眾聯合會計師務所,盧聯生,林欣如,20140327,無保留意見
83,83,1457,宜進,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,20140328,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
84,84,1459,聯發紡織,勤業眾信聯合會計師事務所,黃海悅,劉永富,20140327,無保留意見
