,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,翁雅玲,吳美慧,20160330,無保留意見
1,1,1102,亞泥,勤業眾信聯合會計師事務所,郭俐雯,范有偉,20160325,無保留意見
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,虞成全,張耿禧,20160330,無保留意見
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,20160329,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,黃海悅,吳恩銘,20160328,無保留意見
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,20160331,無保留意見
6,6,1110,東泥,國富浩華聯合會計師事務所,黃鈴雯,謝仁耀,20160328,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
7,7,1201,味全公司,資誠聯合會計師事務所,張祚誠,張明輝,20160329,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任、會計原則變動、欲強調某一事項
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,徐靖賢,20160330,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
9,9,1210,大成長城,安侯建業會計師事務所,李逢暉,鍾丹丹,20160330,無保留意見
10,10,1213,大飲,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,20160325,無保留意見
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,20160321,無保留意見
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,周建宏,20160328,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任、欲強調某一事項
13,13,1217,愛之味,國富浩華聯合會計師事務所,黃鈴雯,劉奕宏,20160325,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
14,14,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,池世欽,20160330,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
15,15,1219,福壽實業,群智聯合會計師事務所,黃　奕　睿,陳　郁　惠,20160323,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,20160321,無保留意見
17,17,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,吳恩銘,20160328,無保留意見
18,18,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,20160324,無保留意見
19,19,1229,聯華實業,安侯建業聯合會計師事務所,林琬琬,許淑敏,20160330,無保留意見
20,20,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,柯志賢,20160325,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
21,21,1232,大統益,資誠聯合會計師事務所,劉子猛,李明憲,20160322,無保留意見
22,22,1233,天仁,安永聯合會計師事務所,蕭翠慧,曾祥裕,20160314,無保留意見
23,23,1234,黑松,勤業眾信聯合會計師事務所,李麗凰,林宜慧,20160323,無保留意見
24,24,1235,興泰,冠恆聯合會計師事務所,張進德,萬益東,20160321,無保留意見
25,25,1236,宏亞食品,安永聯合會計師事務所,徐榮煌,張正道,20160224,無保留意見
26,26,1256,鮮活果汁-KY,勤業眾信聯合會計師事務所,謝明忠,李麗鳳,20160311,無保留意見
27,27,1262,綠悅-KY,勤業眾信聯合會計師事務所,施景彬,吳恪昌,20160325,無保留意見
28,28,1301,台塑,安侯建業聯合會計師事務所,陳秀蘭,寇惠植,20160317,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
29,29,1303,南亞塑膠,安侯建業聯合會計師事務所,郭欣怡,陳蓓琪,20160324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
30,30,1304,台聚,勤業眾信聯合會計師事務所,郭慈容,吳世宗,20160318,無保留意見
31,31,1305,華夏,勤業眾信聯合會計師事務所,吳世宗,郭慈容,20160311,無保留意見
32,32,1307,三芳化工,勤業眾信聯合會計師事務所,江佳玲,陳珍麗,20160310,無保留意見
33,33,1308,亞聚,勤業眾信聯合會計師事務所,黃秀椿,吳世宗,20160311,無保留意見
34,34,1309,台達化工,勤業眾信聯合會計師事務所,吳世宗,郭慈容,20160311,無保留意見
35,35,1310,台苯,正風聯合會計師事務所,周銀來,吳欣亮,20160321,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
36,36,1312,國喬石化,國富浩華聯合會計師事務所,林美玲,王戊昌,20160324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
37,37,1313,聯成,勤業眾信聯合會計師事務所,郭文吉,劉建良,20160328,無保留意見
38,38,1314,中石化,安侯建業聯合會計師事務所,陳眉芳,陳俊光,20160329,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
39,39,1315,達新工業,國富浩華聯合會計師事務所,王戊昌,邱桂鈴,20160328,無保留意見
40,40,1316,上曜,安侯建業聯合會計師事務所,陳國宗,許振隆,20160323,無保留意見
41,41,1319,東陽,安永聯合會計師事務所,胡子仁,黃世杰,20160324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
42,42,1321,大洋,安 侯 建 業 聯 合 會 計 師 事 務 所,余 聖 河,李 慈 慧,20160322,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
43,43,1323,永裕,勤業眾信聯合會計師事務所,廖鴻儒,龔俊吉,20160224,修正式無保留意見-欲強調某一事項
44,44,1324,地球工業,安永聯合會計師事務所,張志銘,徐榮煌,20160325,無保留意見
45,45,1325,恒大,勤業眾信聯合會計師事務所,姚勝雄,劉江抱,20160329,無保留意見
46,46,1326,台化,資誠聯合會計師事務所,周建宏,阮呂曼玉,20160316,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
47,47,1337,再生-KY,勤業眾信聯合會計師事務所,吳秋燕,龔俊吉,20160308,無保留意見
48,48,1338,廣華-KY,安侯建業聯合會計師事務所,江忠儀,陳宜君,20160321,無保留意見
49,49,1339,昭輝,勤業眾信聯合會計師事務所,吳麗冬,曾棟鋆,20160321,無保留意見
50,50,1340,勝悅-KY,勤業眾信聯合會計師事務所,葉淑娟,卓明信,20160303,無保留意見
51,51,1402,遠東新,勤業眾信聯合會計師事務所,施景彬,郭政弘,20160325,修正式無保留意見-欲強調某一事項
52,52,1409,新纖,勤業眾信聯合會計師事務所,王錦燕,施錦川,20160324,修正式無保留意見-採用其他會計師查核(核閱)報告且欲區分責任
53,53,1410,南染,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,20160318,無保留意見
54,54,1413,宏洲纖維,安侯建業聯合會計師事務所,張淑瑩,張國禓,20160224,無保留意見
55,55,1414,東和,勤業眾信聯合會計師事務所,鄭欽宗,張清福,20160315,無保留意見
