,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,翁雅玲,吳美慧,20160511,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
1,1,1102,亞泥,勤業眾信聯合會計師事務所,郭俐雯,范有偉,20160510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,虞成全,張耿禧,20160513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,20160512,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,會 計 師黃海悅,會 計 師吳恩銘,20160513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
5,5,1109,信大水泥,資誠聯合會計師事務所,賴宗羲,馮敏娟,20160513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
6,6,1110,東泥,國富浩華聯合會計師事務所,黃鈴雯,謝仁耀,20160505,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
7,7,1201,味全公司,資誠聯合會計師事務所,張祚誠,張明輝,20160512,保留意見(附加其他事項說明段)-欲強調某一事項、非重要子公司或採用權益法之投資未經會計師查核或核閱
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,徐靖賢,20160512,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
9,9,1210,大成長城,安侯建業會計師事務所,李逢暉,陳眉芳,20160429,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
10,10,1213,大飲,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,20160510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,20160418,無保留意見
12,12,1216,統一,資誠聯合會計師事務所,林姿妤,周建宏,20160511,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
13,13,1217,愛之味,國富浩華聯合會計師事務所,黃鈴雯,劉奕宏,20160510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
14,14,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,池世欽,20160510,保留意見(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
