,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,2007/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,戴信維,郭俐雯,2007/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,仲  偉,涂三遷,2007/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,王嘉瑜,蕭金木,2007/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信會計師事務所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,2007/08/10,"????????""保留意見--適用新公報、依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠會計師事務所,賴宗羲,周育正,2007/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,2007/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,吳郁隆,吳漢期,2007/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,2007/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,丁玉山,鍾丹丹,2007/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,致遠會計師事務所,黃 敏 全(YYY代表會計,鄭 戊 水(YYY代表會計,2007/08/14,"??????????""無保留意見 """
11,11,1215,卜蜂企業,資誠會計師事務所,李燕松,王輝賢,2007/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,李明憲,林姿妤,2007/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,2007/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業會計師事務所,簡蒂暖,林瞳,2007/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,2007/07/31,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,2007/07/27,"??????????""無保留意見 """
17,17,1225,福懋油,勤業眾信會計師事務所,吳恩銘,陳招美,2007/08/02,"??????????""無保留意見 """
18,18,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,2007/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業會計師事務所,許淑敏,江忠儀,2007/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤業眾信會計師事務所,蔡振財,陳清祥,2007/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠會計師事務所,劉子猛,林姿妤,2007/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,致遠 聯 合 會 計 師 事 務 所,蕭翠慧 (YYY代表會計?,鄧泗堂 (YYY代表會計?,2007/08/15,"??????????""無保留意見 """
23,23,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,林義峰,游素環,2007/07/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,第一聯合會計師事務所,林克武,王戊昌,2007/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,致遠會計師事務所,徐榮煌,鄭戊水,2007/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業會計師事務所,吳秋華,寇惠植,2007/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業會計師事務所,吳秋華,李慈慧,2007/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信會計師事務所,郭慈容,黃秀椿,2007/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
29,29,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,郭慈容,黃秀椿,2007/07/31,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
30,30,1307,三芳化工,安侯建業會計師事務所,陳國宗,楊博任,2007/08/15,"??????????""無保留意見 """
31,31,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,黃 秀 椿,王 小 蕙,2007/08/07,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
32,32,1309,台達化工,勤業眾信會計師事務所,韋亮發,王小蕙,2007/08/08,"??????????""無保留意見 """
33,33,1310,台苯,正風聯合會計師事務所,黃國師,周銀來,2007/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
34,34,1312,國喬石化,第一聯合會計師事務所,張福郎,林克武,2007/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
35,35,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,2007/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
36,36,1314,中石化,安侯建業會計師事務所,陳眉芳,林琬琬,2007/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
37,37,1315,達新工業,第一聯合會計師事務所,林克武,王戊昌,2007/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
38,38,1316,上曜,資誠會計師事務所,李明憲,林姿妤,2007/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
39,39,1319,東陽,致遠會計師事務所,黃世杰,王金來,2007/08/21,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
40,40,1321,大洋,安侯建業會計師事務所,呂觀文,楊美雪,2007/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
41,41,1323,永裕,勤業眾信會計師事務所,黃李松,林卉娟,2007/08/01,"??????????""無保留意見 """
42,42,1324,地球工業,致遠會計師事務所,楊文安,黃素珍,2007/07/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
43,43,1325,恒大,勤 業 眾 信 會 計 師 事 務 所,蕭 天 厚,張 瑞 娜,2007/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
44,44,1326,台化,致遠會計師事務所,鄭戊水,游朝堂,2007/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
45,45,1402,遠東新,勤業眾信會計師事務所,施景彬,吳恩銘,2007/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
46,46,1409,新纖,勤業眾信會計師事務所,王錦燕 (YYY代表會計?,李麗凰 (YYY代表會計?,2007/08/23,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
47,47,1410,南染,致遠會計師事務所,黃敏全,游朝堂,2007/07/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
48,48,1413,宏洲纖維,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,2007/08/11,"????????????????""修正式無保留意見--會計原則變動"""
49,49,1414,東和,安侯建業會計師事務所,陳國宗,楊博任,2007/08/08,"??????????""無保留意見 """
50,50,1416,廣豐,第一聯合會計師事務所,張福郎,高佩,2007/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
51,51,1417,嘉裕,勤業眾信會計師事務所,郭政弘,邵志明,2007/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
52,52,1418,東華,勤業眾信會計師事務所,劉永富,陳杰忠,2007/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
53,53,1419,新紡,勤業眾信會計師事務所,林義峰,林宜慧,2007/07/22,"??????????""無保留意見 """
54,54,1423,利華羊毛,致遠會計師事務所,鄧泗堂,戴興鉦,2007/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
55,55,1432,大魯閣,資誠會計師事務所,周筱姿,蕭金木,2007/08/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
56,56,1434,福懋興業,致遠會計師事務所,鄭戊水,游朝堂,2007/07/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
57,57,1435,中福國際,勤業眾信會計師事務所,陳照敏會計師,劉江抱會計師,2007/08/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
58,58,1436,華友聯,勤業眾信會計師事務所,吳恩銘,施景彬,2007/07/19,"????????????????""修正式無保留意見--會計原則變動"""
59,59,1437,勤益投控,安侯建業會計師事務所,呂莉莉,關春修,2007/08/15,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
60,60,1438,裕豐,安泰聯合會計師事務所,萬文慧,陳兆宏,2007/08/10,"????????""保留意見--適用新公報、依被投資公司未經會計師查核報告認列投資損益"""
61,61,1439,中和羊毛,致遠會計師事務所,戴興鉦 (YYY代表會計?,潘愛華 (YYY代表會計?,2007/07/26,"????????????????""修正式無保留意見--會計原則變動"""
62,62,1440,南紡,資誠會計師事務所,李明憲,林姿妤,2007/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
63,63,1441,大東紡織,安侯建業會計師事務所,李慈慧,吳秋華,2007/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
64,64,1442,名軒,惠 眾 會 計 師 事 務 所,盧聯生,項文婷,2007/08/10,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
65,65,1443,立益紡織,第一聯合會計師事務所,甘有財,張福郎,2007/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
66,66,1444,力麗,勤業眾信會計師事務所,余鴻賓,邱明玉,2007/08/22,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
67,67,1445,大宇紡織,勤業眾信會計師事務所,韋亮發,王小蕙,2007/07/26,"??????????""無保留意見 """
68,68,1446,宏和,致 遠 會 計 師 事 務 所,黃崇輝,侯榮顯,2007/07/27,"??????????""無保留意見 """
69,69,1447,力鵬,勤業眾信會計師事務所,余鴻賓,邱明玉,2007/08/22,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
70,70,1449,佳和實業,安侯建業會計師事務所,陳國宗,張嘉信,2007/08/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
71,71,1451,年興紡織,勤業眾信會計師事務所,卓明信,吳恩銘,2007/08/06,"??????????""無保留意見 """
