,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
88,88,1471,首利,資誠會計師事務所,蕭春鴛,吳漢期,2009/04/10,"??????????""無保留意見 """
89,89,1472,三洋紡,勤業眾信會計師事務所,林谷同,黃海悅,2009/03/31,"??????????""無保留意見 """
90,90,1473,台南企業,資誠會計師事務所,劉子猛,林姿妤,2009/03/19,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
91,91,1474,弘裕,建智聯合會計師事務所,紀敏滄,陳靜宜,2009/02/23,"??????????""無保留意見 """
92,92,1475,本盟光電,資誠會計師事務所,翁世榮,張淑瓊,2009/03/26,"??????????""無保留意見 """
93,93,1476,儒鴻,安侯建業會計師事務所,吳秋華,曾國禓,2009/03/06,"??????????""無保留意見 """
94,94,1477,聚陽實業,安侯建業會計師事務所,陳蓓琪,陳雅琳,2009/03/31,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
95,95,1503,士電,勤業眾信會計師事務所,許庭禎,郭文吉,2009/02/20,"????????????????""修正式無保留意見--會計原則變動"""
96,96,1504,東元電機,資誠會計師事務所,支秉鈞,高文宏,2009/03/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
97,97,1506,正道,安侯建業會計師事務所,林琬琬 (YYY代表會計?,陳盈如 (YYY代表會計?,2009/04/28,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
98,98,1507,永大機電,建昇財稅聯合會計師事務所,陳仁基,陳秀莉,2009/03/21,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
99,99,1512,瑞利,勤 業 眾 信 會 計 師 事 務 所,吳秋燕,曾光敏,2009/03/31,"??????????""無保留意見 """
100,100,1513,中興電,鼎信聯合會計師事務所,林春枝,林金鳳,2009/02/27,"??????????""無保留意見 """
101,101,1514,亞力電機,惠眾會計師事務所,卓敏枝,洪佑伶,2009/03/18,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
102,102,1515,力山,安侯建業會計師事務所,郭士華,魏忠華,2009/04/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
103,103,1516,川飛,弘基聯合會計師事務所,張仕奇,莊俊華,2011/03/04,"????????????????""修正式無保留意見--欲強調某一事項"""
104,104,1517,利奇機械,勤業眾信會計師事務所,吳麗冬,羅瑞霖,2009/03/10,"????????????????""修正式無保留意見--會計原則變動"""
105,105,1519,華城電機,勤業眾信會計師事務所,李東峰,郭政弘,2009/03/02,"????????????????""修正式無保留意見--會計原則變動"""
106,106,1521,大億,勤業眾信會計師事務所,黃李松,吳秋燕,2009/03/04,"????????????????""修正式無保留意見--會計原則變動"""
107,107,1522,堤維西,安永會計師事務所,黃世杰,陳政初,2009/03/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
108,108,1524,耿鼎企業,正風聯合會計師事務所,曾國富,丁鴻勛,2009/03/06,"????????????????""修正式無保留意見--會計原則變動"""
109,109,1525,江申工業,勤業眾信會計師事務所,郭政弘,許秀明,2009/02/05,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
110,110,1526,日馳,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,2009/02/27,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
111,111,1527,鑽全,安永會計師事務所,林鴻光,嚴文筆,2009/04/27,"????????????????""修正式無保留意見--會計原則變動"""
112,112,1528,恩德,安 侯 建 業 會 計 師 事 務 所,俞 安 恬,許 育 峰,2009/03/25,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
113,113,1529,樂士,建 智 聯 合 會 計 師 事 務 所,陳宇頌,周芳文,2010/02/22,"????????????????""修正式無保留意見--欲強調某一事項"""
114,114,1530,亞崴機電,敬業會計師事務所,吳麗容會計師,黃智敏會計師,2009/02/25,"????????????????""修正式無保留意見--會計原則變動"""
115,115,1531,高林股,勤業眾信會計師事務所,洪玉美,陳清祥,2008/04/15,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
116,116,1532,勤美,安侯建業會計師事務所,楊美雪,陳雅琳,2009/04/28,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、欲強調某一事項"""
117,117,1533,車王電,資誠會計師事務所,蕭珍琪,張志安,2009/04/17,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
118,118,1535,中宇,勤業眾信會計師事務所,邱慧吟 (勤業眾信代表,江佳玲 (勤業眾信代表,2009/02/03,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
119,119,1536,和大工業,資誠會計師事務所,洪淑華,張志安,2009/04/28,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動、欲強調某一事項"""
120,120,1537,廣隆光電,資誠會計師事務所,張志安,洪淑華,2009/03/19,"??????????""無保留意見 """
121,121,1538,正峰新,亞 東 聯 合 會 計 師 事 務 所,呂正樂,林鴻基,2009/03/03,"????????????????""修正式無保留意見--會計原則變動、欲強調某一事項"""
122,122,1539,巨庭機械,鼎 信 聯 合 會 計 師 事 務 所,黃素絹,蕭溪明,2009/03/09,"????????????????""修正式無保留意見--會計原則變動"""
123,123,1540,喬福機械,資誠會計師事務所,洪淑華,張志安,2009/03/30,"????????????????""修正式無保留意見--會計原則變動"""
124,124,1541,錩泰,安 永 會 計 師 事 務 所,嚴文筆,涂清淵,2009/03/20,"??????????""無保留意見 """
125,125,1558,伸興,安 永 會 計 師 事 務 所,涂 清 淵,林 鴻 光,2009/02/27,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
126,126,1560,中砂,勤業眾信會計師事務所,張清福,陳清祥,2009/03/12,"????????????????""修正式無保留意見--欲強調某一事項"""
127,127,1568,倉佑,勤業眾信會計師事務所,江佳玲,曾光敏,2009/03/27,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
128,128,1582,信錦,勤業眾信會計師事務所,李東峰,楊靜婷,2009/02/20,"????????????????""修正式無保留意見--會計原則變動、欲強調某一事項"""
129,129,1583,程泰,敬 業 會 計 師 事 務 所,王日春,黃勝義,2009/02/25,"????????????????""修正式無保留意見--會計原則變動"""
130,130,1603,華電,勤業眾信會計師事務所,劉江抱,張瑞娜,2009/03/16,"??????????""無保留意見 """
131,131,1604,聲寶,勤 業 眾 信 會 計 師 事 務 所,龔  雙  雄,徐  文  亞,2009/03/10,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
132,132,1605,華新,勤業眾信會計師事務所,邱明玉,盧啟昌,2009/03/20,"??????????""無保留意見 """
133,133,1608,華榮,安侯建業會計師事務所,楊博任,許振隆,2009/02/26,"??????????""無保留意見 """
134,134,1609,大亞電線,群 智 聯 合 會 計 師 事 務 所,黃奕睿,呂松裕,2009/03/31,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
135,135,1611,中電,群信聯 合 會 計 師 事 務 所,李仍晃,張誌銘,2009/03/18,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
136,136,1612,宏泰,安永會計師事務所,佟韻玲,李明昱,2009/03/10,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
137,137,1613,台一,安侯建業會計師事務所,曾國禓,簡蒂暖,2008/04/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
138,138,1614,三洋電,第一聯合會計師事務所,高佩,張福郎,2009/02/07,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
139,139,1615,大山,安侯建業會計師事務所,連淑凌,楊柳鋒,2009/02/03,"??????????""無保留意見 """
140,140,1616,億泰,安侯建業會計師事務所,魏忠華,陳振乾,2009/03/27,"??????????""無保留意見 """
141,141,1617,榮星電線,安 侯 建 業 會 計 師 事 務 所,方惠玲,陳國宗,2009/02/25,"????????????????""修正式無保留意見--會計原則變動"""
142,142,1618,合機公司,勤 業 眾 信 會 計 師 事 務 所,翁榮隨,蔡宏祥,2009/03/31,"??????????""無保留意見 """
143,143,1701,中化,資誠會計師事務所,林鈞堯,王照明,2009/03/16,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
144,144,1702,南僑化工,安侯建業會計師事務所,黃柏淑,俞安恬,2009/03/31,"??????????""無保留意見 """
145,145,1704,榮化,勤業眾信會計師事務所,郭 文 吉(YYY代表會計,許 庭 禎(YYY代表會計,2009/03/25,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、前期由其他會計師查核"""
146,146,1707,葡萄王,大中國際聯合會計師事務所,許伯彥,李聰明,2009/03/04,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
147,147,1708,東鹼,安侯建業會計師事務所,林秀玉,唐慈杰,2009/03/10,"????????????????""修正式無保留意見--欲強調某一事項"""
148,148,1709,和益化工,立本台灣聯合會計師事務所,柯俊榮,陶鴻文,2009/02/25,"????????????????""修正式無保留意見--會計原則變動"""
149,149,1710,東聯,勤業眾信會計師事務所,范有偉,戴信維,2009/03/02,"????????????????""修正式無保留意見--會計原則變動"""
150,150,1711,永光化學,安侯建業會計師事務所,林秀玉,唐慈杰,2009/03/12,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
151,151,1712,興農,勤 業 眾 信 會 計 師 事 務 所,曾 棟 鋆,成 德 潤,2009/03/09,"????????????????""修正式無保留意見--欲強調某一事項"""
152,152,1713,國化,安永會計師事務所,賴明陽,林麗凰,2009/02/23,"????????????????""修正式無保留意見--會計原則變動"""
153,153,1714,和桐化學,資誠會計師事務所,王照明,翁世榮,2009/04/23,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
154,154,1715,萬洲化學,資誠會計師事務所,杜佩玲,蔡金拋,2009/03/31,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、欲強調某一事項"""
155,155,1717,長興材料,資誠會計師事務所,王國華,林姿妤,2009/04/23,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
156,156,1718,中纖,勤 業 眾 信 會 計 師 事 務 所,徐文亞,王自軍,2009/03/31,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
157,157,1720,生達化學,資誠會計師事務所,林姿妤,林億彰,2009/04/10,"????????????????""修正式無保留意見--會計原則變動"""
158,158,1721,三晃,勤業眾信會計師事務所,吳麗冬,羅瑞霖,2009/03/02,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
159,159,1722,台肥,正風聯合會計師事務所,賴永吉,吳欣亮,2009/03/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
160,160,1723,中碳,勤業眾信會計師事務所,曾光敏,江佳玲,2009/02/03,"????????????????""修正式無保留意見--會計原則變動"""
161,161,1724,台硝,資誠會計師事務所,李燕娜,曾國華,2009/04/10,"??????????""無保留意見 """
162,162,1725,元禎,勤業眾信會計師事務所,張耿禧,仲偉,2009/02/14,"????????????????""修正式無保留意見--會計原則變動"""
163,163,1726,永記造漆,集智會計師事務所,柯宗立,林來福,2009/02/06,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
164,164,1727,中華化學,安 永 會 計 師 事 務 所,佟韻玲,鄭戊水,2009/02/24,"??????????""無保留意見 """
165,165,1729,必翔實業,勤業眾信會計師事務所,郭政弘,邵志明,2009/03/13,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
166,166,1730,花仙子,鼎信聯合會計師事務所,林松樹,吳孟達,2009/02/18,"??????????""無保留意見 """
167,167,1731,美吾華,廣信益群會 計 師 事 務 所,陳永琳,黃健豪,2009/03/18,"????????????????""修正式無保留意見--會計原則變動"""
168,168,1732,毛寶,資誠會計師事務所,吳郁隆,周哲毅,2009/03/20,"??????????""無保留意見 """
169,169,1733,五鼎,勤 業 眾 信 會 計 師 事 務 所,林鴻鵬,黃樹傑,2009/02/18,"????????????????""修正式無保留意見--欲強調某一事項"""
170,170,1734,杏輝藥品,鼎信聯 合 會 計 師 事 務 所,諶清,林春枝,2009/02/07,"??????????""無保留意見 """
171,171,1735,日勝化,安永會計師事務所,林鴻光,(二余)清淵,2009/03/20,"??????????""無保留意見 """
172,172,1736,喬山健康,安 永 會 計 師 事 務 所,林鴻光,嚴文筆,2009/04/07,"??????????""無保留意見 """
173,173,1737,臺鹽,勤業眾信會計師事務所,黃李松,曾光敏,2009/02/16,"????????????????""修正式無保留意見--會計原則變動"""
174,174,1762,中化合成,群信聯合會計師事務所,謝文益,李仍晃,2009/02/26,"????????????????""修正式無保留意見--會計原則變動"""
175,175,1773,勝一化工,建 興 聯 合 會 計 師 事 務 所,謝仁耀,黃鈴雯,2009/03/06,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
176,176,1776,展宇,勤 業 眾 信 會 計 師 事 務 所,陳明煇,林鴻鵬,2009/03/10,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
177,177,1786,科妍,資信聯合會計師事務所,陳榮華,蕭明芳,2009/03/23,"????????????????""修正式無保留意見--會計原則變動"""
178,178,1802,台玻,安永會計師事務所,蕭翠慧,林麗凰,2009/03/18,"??????????""無保留意見 """
179,179,1805,寶徠,誠信聯合會計師事務所,陳功源,曾裕,2009/03/31,"????????????????""修正式無保留意見--繼續經營假設有疑慮"""
180,180,1806,冠軍,安侯建業會計師事務所,賴麗真,簡蒂暖,2009/04/25,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
181,181,1808,潤隆,安侯建業會計師事務所,簡蒂暖,張淑瑩,2009/02/19,"??????????""無保留意見 """
182,182,1809,中釉,勤業眾信會計師事務所,賴冠仲,蔡宏祥,2009/03/25,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、前期由其他會計師查核"""
183,183,1810,和成,安侯建業 會 計 師 事 務 所,連淑凌,楊柳鋒,2009/03/30,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
184,184,1902,台紙,勤業眾信會計師事務所,蔡振財,柯志賢,2009/02/21,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
185,185,1903,士紙,惠眾會計師事務所,卓敏枝,盧聯生,2009/02/17,"??????????""無保留意見 """
186,186,1904,正隆,安侯建業會計師事務所,魏興海,吳美萍,2009/03/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
187,187,1905,華紙,安 侯 建 業 會 計 師 事 務 所,俞安恬會計師,許育峰會計師,2009/01/20,"??????????""無保留意見 """
188,188,1906,寶隆,立本台灣聯合會計師事務所,陶鴻文,顏榮裕,2009/03/05,"??????????""無保留意見 """
189,189,1907,永豐餘,勤業眾信會計師事務所,林淑婉,郭政弘,2009/02/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
190,190,1909,榮成,立本台灣聯合會計師事務所,陶鴻文,顏榮裕,2009/03/14,"????????????????""修正式無保留意見--會計原則變動"""
191,191,2002,中鋼,勤業眾信會計師事務所,龔俊吉,張日炎,2009/02/05,"????????????????""修正式無保留意見--會計原則變動"""
