,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,2010/04/13,"????????????????""修正式無保留意見--會計原則變動"""
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,2010/03/05,"????????????????""修正式無保留意見--會計原則變動"""
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲  偉,2010/03/31,"????????????????""修正式無保留意見--欲強調某一事項"""
3,3,1104,環球水泥,資誠聯合會計師事務所,蕭金木,周筱姿,2010/04/23,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、欲強調某一事項"""
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新,陳招美,2010/03/17,"????????????????""修正式無保留意見--會計原則變動"""
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,周育正,2010/03/19,"????????????????""修正式無保留意見--會計原則變動"""
6,6,1110,東泥,建興聯合會計師事務所,黃鈴雯,劉奕宏,2010/03/10,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
7,7,1201,味全公司,資誠聯合會計師事務所,王照明,陳永清,2010/03/22,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、欲強調某一事項"""
8,8,1203,味王公司,大中國際聯合會計師事務所,李聰明,溫明郁,2009/04/23,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動"""
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,2010/04/13,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,2010/04/15,"????????????????""修正式無保留意見--會計原則變動"""
11,11,1215,卜蜂企業,資誠聯合會計師事務所,翁世榮,吳郁隆,2010/03/11,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
12,12,1216,統一,資誠聯合會計師事務所,林姿妤,王偉臣,2010/04/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
13,13,1217,愛之味,建興聯合會計師事務所,劉奕宏,蔡淑滿,2010/04/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
14,14,1218,泰山企業,安侯建業會計師事務所,陳嘉修,張淑瑩,2010/04/08,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,2010/02/27,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
16,16,1220,台榮,立本台灣聯合會計師事務所,陳玉芳,柯俊榮,2010/03/08,"????????????????""修正式無保留意見--會計原則變動"""
17,17,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,陳招美,2010/03/18,"????????????????""修正式無保留意見--會計原則變動"""
18,18,1227,佳格,勤業眾信會計師事務所,郭文吉,廖如陽,2010/02/12,"??????????""無保留意見 """
19,19,1229,聯華實業,安侯建業會計師事務所,楊柳鋒,連淑凌,2010/04/16,"??????????""無保留意見 """
20,20,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,蔡振財,2010/03/15,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
21,21,1232,大統益,資誠聯合會計師事務所,林姿妤,林億彰,2010/03/04,"????????????????""修正式無保留意見--會計原則變動"""
22,22,1233,天仁,安永聯合會計師事務所,蕭翠慧,徐榮煌,2009/02/22,"??????????""無保留意見 """
23,23,1234,黑松,勤 業 眾 信 聯 合 會 計 師 事 務 所,陳慧銘,林宜慧,2010/02/22,"??????????""無保留意見 """
24,24,1235,興泰,立一聯合會計師事務所,王世坤,楊玉貞,2010/03/02,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
