,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,邵志明,吳美慧,20130813,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,郭俐雯,20130814,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,20130814,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,20130814,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,會 計 師謝建新,會 計 師陳招美,20130808,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,20130813,保留意見-其他
6,6,1110,東泥,國富浩華聯合會計師事務所,黃鈴雯,謝仁耀,20130802,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
7,7,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,20130814,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,20130813,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,20130813,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,20130807,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,20130805,無保留意見
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,20130812,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
13,13,1217,愛之味,國富浩華聯合會計師事務所,黃鈴雯,蔡淑滿,20130809,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
14,14,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,池世欽,20130813,保留意見(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
15,15,1219,福壽實業,群智聯合會計師事務所,黃　奕　睿,陳　郁　惠,20130812,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,20130809,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
17,17,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,吳恩銘,20130809,無保留意見
18,18,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,20130813,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
19,19,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,20130813,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
20,20,1231,聯華食品,勤業眾信聯合會計師事務所,林安惠,柯志賢,20130809,保留意見(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
21,21,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,20130801,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
22,22,1233,天仁,安永聯合會計師事務所,蕭翠慧,曾祥裕,20130812,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
23,23,1234,黑松,勤業眾信聯合會計師事務所,陳慧銘,林宜慧,20130807,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
