,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,致遠會計師事務所,陳慕賢,楊智惠,2005/04/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,2005/04/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,方小萍,涂三遷,2005/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,王嘉瑜,陳美姿,2005/04/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,2005/04/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,致遠會計師事務所,李秀玲,鄧泗堂,2005/04/15,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,劉吉雄,蔡淑滿,2005/04/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,陳永清,吳漢期,2005/04/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,溫明郁,許伯彥,2005/04/29,"??????????????""保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益、其他"""
9,9,1210,大成長城,安侯建業會計師事務所,鍾丹丹,陳眉芳,2005/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,致 遠 會 計 師 事 務 所,何 志 儒 (YYY代表會?,阮 呂 艷 (YYY代表會?,2005/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
11,11,1215,卜蜂企業,資誠會計師事務所,賴春田,王輝賢,2005/04/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,蔡金拋,劉子猛,2005/04/29,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,2005/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,吳昭德,2005/04/29,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群 智 聯 合 會 計 師 事 務 所,黃春生,陳郁惠,2005/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,2005/04/22,"????????????????????""修正式無保留核閱報告--會計原則變動"""
17,17,1225,福懋油,勤業眾信會計師事務所,吳恩銘,謝建新,2005/04/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
18,18,1227,佳格,勤業眾信會計師事務所,張銘政,郭文吉,2005/10/17,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業會計師事務所,許淑敏,江忠儀,2005/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤 業 眾 信 會 計 師 事 務 所,張清福,陳清祥,2005/04/15,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
