,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信會計師事務所,郭政弘,魏永篤,2007/03/29,"????????????????""修正式無保留意見--會計原則變動"""
1,1,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,2007/03/05,"????????????????""修正式無保留意見--會計原則變動"""
2,2,1103,嘉泥,勤業眾信會計師事務所,涂三遷,方小萍,2007/05/02,"????????????????""修正式無保留意見--欲強調某一事項"""
3,3,1104,環球水泥,資誠會計師事務所,陳美姿,蕭金木,2007/04/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
4,4,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,2007/03/20,"????????????????""修正式無保留意見--會計原則變動"""
5,5,1109,信大水泥,致遠會計師事務所,賴宗羲,周育正,2007/03/20,"????????????????""修正式無保留意見--會計原則變動"""
6,6,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,2007/04/16,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
7,7,1201,味全公司,資誠會計師事務所,吳郁隆,吳漢期,2007/03/26,"????????????????""修正式無保留意見--欲強調某一事項"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,2007/04/26,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動、欲強調某一事項"""
9,9,1210,大成長城,安侯建業會計師事務所,丁玉山,鍾丹丹,2007/04/25,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
10,10,1213,大飲,致遠會計師事務所,黃 敏 全(YYY代表會計,鄭 戊 水(YYY代表會計,2007/02/28,"??????????""無保留意見 """
11,11,1215,卜蜂企業,資誠會計師事務所,李燕松,王輝賢,2007/04/12,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
