,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,邵志明,郭政弘,2011/10/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,2011/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,2011/10/24,"??(?????????)??(?????????)""保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,謝建新,陳招美,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,2011/10/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,黃鈴雯,謝仁耀,2011/10/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,2011/10/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,溫明郁,李聰明,2011/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,2011/10/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,2011/10/24,"????????????????????""標準式無保留核閱報告 """
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,2011/10/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,黃鈴雯,蔡淑滿,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,張淑瑩,2011/10/18,"??(?????????)??(?????????)""保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,呂松裕,孫慶國,2011/10/19,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,2011/10/25,"??(?????????)??(?????????)""保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益"""
17,17,1225,福懋油,勤業眾信聯合會計師事務所,陳招美,吳恩銘,2011/10/19,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
18,18,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,2011/10/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤業眾信聯合會師事務所,張清福,蔡振財,2011/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,安永聯合會計師事務所,徐榮煌,曾祥裕,2010/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
23,23,1234,黑松,勤業眾信聯合會計師事務所,陳慧銘,林宜慧,2011/10/14,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,立一聯合會計師事務所,王世坤,楊玉貞,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,安永聯合會計師事務所,黃建澤,徐榮煌,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業聯合會計師事務所,吳秋華,李慈慧,2011/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業聯合會計師事務所,吳秋華,寇惠植,2011/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信聯合會計師事務所,韋亮發,黃秀椿,2011/10/29,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
29,29,1305,華夏,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,2011/10/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
30,30,1307,三芳化工,勤業眾信聯合會計師事務所,吳秋燕,曾光敏,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
31,31,1308,亞聚,勤業眾信聯合會計師事務所,韋亮發,郭慈容,2011/10/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
32,32,1309,台達化工,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,2011/10/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
33,33,1310,台苯,正風聯合會計師事務所,周銀來,曾國富,2011/10/28,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
34,34,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,張福郎,2011/10/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
35,35,1313,聯成,勤業眾信聯合會計師事務所,劉建良,王儀雯,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
36,36,1314,中石化,安侯建業聯合會計師事務所,陳眉芳,陳富煒,2011/10/19,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
37,37,1315,達新工業,第一聯合會計師事務所,張福郎,邱桂鈴,2011/10/26,"??(?????????)??(?????????)""保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益"""
38,38,1316,上曜,資誠聯合會計師事務所,劉子猛,林姿妤,2011/10/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
39,39,1319,東陽,安永聯合會計師事務所,黃世杰,洪茂益,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
40,40,1321,大洋,安侯建業聯合會計師事務所,呂觀文,李慈慧,2011/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
41,41,1323,永裕,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,2011/10/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
42,42,1324,地球工業,安永聯合會計師事務所,楊智惠,張志銘,2011/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
43,43,1325,恒大,勤業眾信聯合會計師事務所,張瑞娜,陳照敏,2011/10/14,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
44,44,1326,台化,資誠聯合會計師事務所,吳漢期,阮呂曼玉,2011/10/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
45,45,1402,遠東新,勤業眾信聯合會計師事務所,施景彬,黃樹傑,2011/10/21,"??(?????????)??(?????????)""保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益、其他"""
46,46,1409,新纖,勤業眾信聯合會計師事務所,楊民賢,王自軍,2011/10/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
47,47,1410,南染,資誠聯合會計師事務所,阮呂曼玉,李運鞭,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
48,48,1413,宏洲纖維,立本台灣聯合會計師事務所,陳玉芳,王麗燕,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
49,49,1414,東和,安侯建業聯合會計師事務所,陳國宗,許振隆,2011/10/21,"????????????????????""標準式無保留核閱報告 """
50,50,1416,廣豐,第一聯合會計師事務所,王戊昌,邱繼盛,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
51,51,1417,嘉裕,勤業眾信聯合會計師事務所,林淑婉,郭政弘,2011/10/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
52,52,1418,東華,勤業眾信聯合會計師事務所,林谷同,黃海悅,2011/10/26,"??(?????????)??(?????????)""保留(附加其他事項說明段)--依被投資公司未經會計師查核報告認列投資損益"""
53,53,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,謝明忠,2011/10/24,"????????????????????""標準式無保留核閱報告 """
54,54,1423,利華羊毛,安 永 聯 合 會 計 師 事 務 所,蕭 翠 慧,徐 榮 煌,2011/10/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
55,55,1432,大魯閣,資誠聯合會計師事務所,蕭金木,葉翠苗,2011/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
56,56,1434,福懋興業,資誠聯合會計師事務所,吳漢期,阮呂曼玉,2011/10/27,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
57,57,1435,中福國際,勤業眾信聯合會計師事務所,陳照敏會計師,劉江抱會計師,2011/10/17,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
58,58,1436,華友聯,勤業眾信聯合會計師事務所,吳恩銘,陳招美,2011/10/17,"????????????????????""標準式無保留核閱報告 """
59,59,1437,勤益投控,安侯建業聯合會計師事務所,呂莉莉,關春修,2011/10/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
60,60,1438,裕豐,安泰聯合會計師事務所,萬文慧,陳兆宏,2011/10/17,"??(?????????)??(?????????)""保留(附加其他事項說明段)--依被投資公司未經會計師查核報告認列投資損益"""
61,61,1439,中和羊毛,安永聯合會計師事務所,黃 建 澤,傅 文 芳,2011/10/26,"????????????????????""修正式無保留核閱報告--會計原則變動"""
