,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,致遠會計師事務所,李明昱,陳慕賢,2005/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,2005/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,涂三遷,方小萍,2005/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,陳美姿,張明輝,2005/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信會計師事務所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,致遠會計師事務所,賴宗羲,李秀玲,2005/07/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,劉吉雄,蔡淑滿,2005/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,吳郁隆,吳漢期,2005/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,溫明郁,許伯彥,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,鍾丹丹,陳眉芳,2005/08/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,致遠會計師事務所,何 志 儒(YYY代表會計,阮 呂 艷(YYY代表會計,2005/08/05,"??????????""無保留意見 """
11,11,1215,卜蜂企業,資誠會計師事務所,李燕松,王輝賢,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,李明憲,劉子猛,2005/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業會計師事務所,簡蒂暖,林瞳,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃春生,陳郁惠,2005/07/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,2005/08/12,"????????????????""修正式無保留意見--會計原則變動"""
17,17,1225,福懋油,勤業眾信會計師事務所,吳恩銘,謝建新,2005/08/03,"????????????????""修正式無保留意見--欲強調某一事項"""
18,18,1227,佳格,勤業眾信會計師事務所,張銘政,郭文吉,2006/03/22,"????????????????""修正式無保留意見--會計原則變動、欲強調某一事項"""
19,19,1229,聯華實業,安侯建業會計師事務所,許淑敏,江忠儀,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤 業 眾  信  會 計 師 事 務 所,張清福,陳清祥,2005/08/01,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠會計師事務所,李明憲,劉子猛,2005/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,致遠 聯 合 會 計 師 事 務 所,蕭翠慧 (YYY代表會計?,鄧泗堂 (YYY代表會計?,2005/08/02,"??????????""無保留意見 """
23,23,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,林義峰,游素環,2005/07/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,第一聯合會計師事務所,王戊昌,張福郎,2005/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,致 遠 會 計 師 事 務 所,徐榮煌,徐憶芳,2005/07/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業會計師事務所,吳秋華,寇惠植,2005/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業會計師事務所,吳秋華,李慈慧,2005/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信會計師事務所,韋亮發,王小蕙,2005/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
29,29,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,黃秀椿,郭慈容,2005/07/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
30,30,1307,三芳化工,安侯建業會計師事務所,楊博任,陳惠媛,2005/08/10,"??????????""無保留意見 """
31,31,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,王 小 蕙,黃 秀 椿,2005/08/01,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
32,32,1309,台達化工,勤業眾信會計師事務所,韋亮發,王小蕙,2005/08/09,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
33,33,1310,台苯,正風聯合會計師事務所,黃國師,周銀來,2005/08/19,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
34,34,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,林志隆,2005/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
35,35,1313,聯成,勤業眾信會計師事務所,張銘政,許庭禎,2005/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
36,36,1314,中石化,安侯建業會計師事務所,陳眉芳,鍾丹丹,2004/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
37,37,1315,達新工業,第一聯合會計師事務所,林克武,張福郎,2005/08/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
38,38,1316,上曜,資誠會計師事務所,李明憲,劉子猛,2005/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
39,39,1319,東陽,致遠會計師事務所,吳健源,蔡清典,2005/08/22,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
40,40,1321,大洋,眾信聯合會計師事務所,吳清堅,蔡松棋,2005/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
41,41,1323,永裕,勤業眾信會計師事務所,黃李松,林卉娟,2005/08/10,"??????????""無保留意見 """
42,42,1324,地球工業,致遠會計師事務所,楊文安,佟韻玲,2005/07/29,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
43,43,1325,恒大,勤業眾信會計師事務所,陳照敏,曾有財,2005/07/22,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
44,44,1326,台化,致遠會計師事務所,阮呂艷,何志儒,2005/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
45,45,1402,遠東新,勤業眾信會計師事務所,施景彬,吳恩銘,2005/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
46,46,1409,新纖,勤業眾信會計師事務所,王錦燕 (YYY代表會計?,李麗凰 (YYY代表會計?,2005/08/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
47,47,1410,南染,致遠會計師事務所,何志儒,阮呂艷,2005/07/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
48,48,1413,宏洲纖維,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,2005/08/08,"????????????????""修正式無保留意見--會計原則變動"""
49,49,1414,東和,安侯建業會計師事務所,楊博任,方惠玲,2005/08/22,"????????????????""修正式無保留意見--欲強調某一事項"""
50,50,1416,廣豐,第一聯合會計師事務所,林克武,高佩,2005/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
