,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,致遠會計師事務所,李明昱,陳慕賢,2003/04/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業會計師事務所,李振銘,王金山,2003/04/24,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,眾信聯合會計師事務所,涂三遷,仲偉,2003/03/20,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,王嘉瑜,楊明珠,2003/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業 會 計 師 事 務 所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,2003/04/17,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,致遠會計師事務所,賴宗羲,李秀玲,2003/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,蘇炳章,黃鈴雯,2003/04/15,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,盧文聰,吳郁隆,2003/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,李聰明,2003/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,丁玉山,林賢郎,2003/04/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,眾 信 聯 合 會 計 師 事 務 所,黃 敏 全 (YYY代表會?,黃 學 平 (YYY代表會?,2003/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
11,11,1215,卜蜂企業,資誠會計師事務所,賴春田,李燕松,2003/04/23,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,李明憲,劉子猛,2003/04/21,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建 興 聯 合 會 計 師 事 務 所,蘇炳章,黃鈴雯,2003/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業聯合會計師事務所,陳嘉修,馬國柱,2003/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群 智 聯 合 會 計 師 事 務 所,黃春生,方文寶,2003/04/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,2003/04/21,"????????????????????""標準式無保留核閱報告 """
17,17,1225,福懋油,勤業會計師事務所,吳恩銘,謝建新,2003/04/16,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
18,18,1227,佳格,勤業眾信會計師事務所,張銘政,許庭禎,2003/10/17,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業會計師事務所,林賢郎,丁玉山,2003/04/15,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤 業 會 計 師 事 務 所,張清福,吳金順,2003/04/16,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠會計師事務所,李明憲,劉子猛,2003/04/11,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,致遠 聯 合 會 計 師 事 務 所,鄧泗堂 (YYY代表會計?,蕭翠慧 (YYY代表會計?,2003/04/21,"????????????????????""標準式無保留核閱報告 """
23,23,1234,黑松,眾 信 聯 合 會 計 師 事 務 所,林義峰,陳慧銘,2003/04/16,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,建興第一聯合會計師事務所,王戊昌,張福郎,2003/04/17,"????????????????????""標準式無保留核閱報告 """
25,25,1236,宏亞食品,立本台灣聯合會計師事務所,賴明陽(YYY代表會計師,鄭戊水(YYY代表會計師,2003/04/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業會計師事務所,劉義吉,吳東和,2003/04/21,"????????????????????""修正式無保留核閱報告--採用其他會計師查核且欲區分責任"""
27,27,1303,南亞塑膠,安侯建業會計師事務所,劉義吉,吳東和,2003/04/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤 業 會 計 師 事 務 所,韋 亮 發,王 小 蕙,2003/04/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
