,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,致遠會計師事務所,陳慕賢,楊智惠,2004/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,2004/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,仲偉,方小萍,2004/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,王嘉瑜,陳美姿,2004/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信會計師事務所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,2004/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,致遠會計師事務所,李秀玲,鄧泗堂,2004/07/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,劉吉雄,黃鈴雯,2004/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,陳永清,陳順發,2004/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,李聰明,2004/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,鍾丹丹,陳眉芳,2004/08/25,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,致遠會計師事務所,黃 學 平(YYY代表會計,何 志 儒(YYY代表會計,2004/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
11,11,1215,卜蜂企業,資誠會計師事務所,王輝賢,吳郁隆,2004/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,劉子猛,蔡金拋,2004/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,2004/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業會計師事務所,簡蒂暖,吳昭德,2004/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,方文寶,莊璧華,2004/07/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,陶鴻文,郭昌華,2004/07/30,"??????????""無保留意見 """
17,17,1225,福懋油,勤業眾信會計師事務所,游智惠,謝建新,2004/08/05,"??????????""無保留意見 """
18,18,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,2005/02/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業會計師事務所,江忠儀,楊柳鋒,2004/07/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤 業 眾  信  會 計 師 事 務 所,張清福,陳清祥,2004/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠會計師事務所,李明憲,林姿妤,2004/07/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,致遠 聯 合 會 計 師 事 務 所,梁再添 (YYY代表會計?,陳添益 (YYY代表會計?,2004/07/26,"??????????""無保留意見 """
23,23,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,陳慧銘,游素環,2004/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,第一聯合會計師事務所,張福郎,甘有財,2004/07/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,致 遠 會 計 師 事 務 所,徐榮煌,徐憶芳,2004/07/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業會計師事務所,劉義吉,吳秋華,2004/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業會計師事務所,劉義吉,吳秋華,2004/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信會計師事務所,韋亮發,范有偉,2004/08/09,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
29,29,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,范有偉,王小蕙,2004/08/02,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
30,30,1307,三芳化工,安侯建業聯合會計師事務所,陳國宗,楊博任,2004/08/16,"??????????""無保留意見 """
31,31,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,王 小 蕙,范 有 偉,2004/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
32,32,1309,台達化工,勤業眾信會計師事務所,王小蕙,范有偉,2004/08/07,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
33,33,1310,台苯,正風聯合會計師事務所,丁鴻勛,黃國師,2004/08/18,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
34,34,1312,國喬石化,第一聯合會計師事務所,林志隆,蕭英嘉,2004/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
35,35,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,2004/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
36,36,1314,中石化,安侯建業會計師事務所,陳眉芳,鍾丹丹,2004/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
37,37,1315,達新工業,第一聯合會計師事務所,王戊昌,張福郎,2004/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
38,38,1316,上曜,資誠會計師事務所,劉子猛,林姿妤,2004/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
39,39,1319,東陽,致遠會計師事務所,吳健源,游朝堂,2004/08/20,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
40,40,1321,大洋,眾信聯合會計師事務所,吳清堅,蔡松棋,2004/07/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
41,41,1323,永裕,勤業眾信會計師事務所,黃李松,吳秋燕,2004/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
42,42,1324,地球工業,致遠會計師事務所,佟韻玲,李惠美,2004/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
43,43,1325,恒大,勤業眾信會計師事務所,陳照敏,曾有財,2004/07/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
44,44,1326,台化,致遠會計師事務所,阮呂艷,何志儒,2004/08/15,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
45,45,1402,遠東新,勤業眾信會計師事務所,游智惠,魏永篤,2004/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
46,46,1409,新纖,勤業眾信會計師事務所,劉水恩 (YYY代表會計?,蔡宏祥 (YYY代表會計?,2004/08/24,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
47,47,1410,南染,致遠會計師事務所,黃學平,阮呂艷,2004/07/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
48,48,1413,宏洲纖維,立本台灣聯合會計師事務所,陳玉芳,郭昌華,2010/08/13,"??????????""無保留意見 """
49,49,1414,東和,安侯建業會計師事務所,陳國忠,方惠玲,2004/08/03,"??????????""無保留意見 """
50,50,1416,廣豐,第 一 聯 合 會 計 師 事 務 所,林志隆,高佩,2004/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
51,51,1417,嘉裕,致遠會計師事務所,賴明陽,徐憶芳,2004/08/06,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
52,52,1418,東華,勤業眾信會計師事務所,黃海悅,林谷同,2004/08/10,"??????????""無保留意見 """
53,53,1419,新紡,勤業眾信會計師事務所,池瑞全,陳慧銘,2004/07/27,"??????????""無保留意見 """
54,54,1423,利華羊毛,致遠會計師事務所,柯淵育,潘愛華,2004/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
55,55,1432,大魯閣,致 遠 會 計 師 事 務 所,蕭翠慧,梁再添,2004/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
56,56,1434,福懋興業,致遠會計師事務所,黃學平,阮呂艷,2004/07/31,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
57,57,1435,中福國際,勤業眾信會計師事務所,黃廷育會計師,吳恩銘會計師,2006/10/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
58,58,1436,華友聯,勤業眾信會計師事務所,卓明信,游智惠,2004/08/20,"??????????""無保留意見 """
59,59,1437,勤益投控,安侯建業會計師事務所,俞安恬,王明志,2004/08/17,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
60,60,1438,裕豐,揚智聯合會計師事務所,胡湘寧,林思寧,2004/07/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
61,61,1439,中和羊毛,致遠會計師事務所,柯淵育 (YYY代表會計?,潘愛華 (YYY代表會計?,2004/08/20,"??????????""無保留意見 """
62,62,1440,南紡,資誠會計師事務所,劉子猛,林億彰,2004/08/08,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
63,63,1441,大東紡織,安侯建業會計師事務所,吳東和,李慈慧,2004/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
64,64,1442,名軒,惠 眾 會 計 師 事 務 所,李伯承,盧聯生,2004/07/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
65,65,1443,立益紡織,第 一 聯 合 會 計 師 事 務 所,林克武,陳桂美,2004/08/09,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
66,66,1444,力麗,勤業眾信會計師事務所,洪國田,李耀欽,2004/08/09,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
67,67,1445,大宇紡織,勤業眾信會計師事務所,殷仲偉,郭慈容,2004/08/10,"??????????""無保留意見 """
68,68,1446,宏和,致 遠 會 計 師 事 務 所,侯榮顯,黃崇輝,2004/08/10,"??????????""無保留意見 """
69,69,1447,力鵬,勤業眾信會計師事務所,洪國田,李耀欽,2004/08/09,"????????????????""修正式無保留意見--採用其他會計師查核且欲區分責任"""
70,70,1449,佳和實業,安侯建業會計師事務所,方惠玲,陳國宗,2004/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
71,71,1451,年興紡織,勤業眾信會計師事務所,施景彬,魏永篤,2004/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
72,72,1452,宏益,立本台灣聯合會計師事務所,陶鴻文 (YYY代表會計?,吳文正 (YYY代表會計?,2004/07/19,"??????????""無保留意見 """
73,73,1453,大將,勤業眾信會計師事務所,蔡宏祥,賴國旺,2004/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
74,74,1454,台富,勤業眾信會計師事務所,陳慧銘,池瑞全,2004/08/05,"??????????""無保留意見 """
75,75,1455,集盛,第 一 聯 合 會 計 師 事 務 所,蕭英嘉,林美玲,2004/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
76,76,1456,怡華,惠眾會 計 師 事 務 所,陳富城(YYY代表會計師,廖德英(YYY代表會計師,2004/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
77,77,1457,宜進,安侯建業會計師事務所,李佩璽,賴麗真,2004/08/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
78,78,1459,聯發紡織,勤業眾信會計師事務所,黃  海  悅,涂  三  遷,2004/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
79,79,1460,宏遠,勤業眾信會計師事務所,李季珍,吳恩銘,2004/08/07,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
80,80,1463,強盛染整,安侯建業會計師事務所,于紀隆,顏幸福,2004/07/26,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
81,81,1464,得力實業,勤 業 眾 信 會 計 師 事 務 所,龔俊吉,黃李松,2004/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
82,82,1465,偉全實業,立 本 台 灣 聯 合 會 計 師 事 務 所,許坤錫,張書成,2004/08/12,"??????????""無保留意見 """
83,83,1466,聚隆,建智聯合會計師事務所,紀敏滄(YYY代表會計師,陳靜宜(YYY代表會計師,2004/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
84,84,1467,南緯實業,安侯建業會計師事務所,劉許友,李佩璽,2004/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
85,85,1468,昶和纖維,勤 業 眾 信 會 計 師 事 務 所,許庭禎,郭文吉,2004/08/10,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
86,86,1469,理隆纖維,資誠會計師事務所,林鈞堯,杜佩玲,2004/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
87,87,1470,大統染,勤業眾信會計師事務所,劉永富,涂三遷,2004/07/31,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
88,88,1471,首利,資誠會計師事務所,曾惠瑾,支秉鈞,2004/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
89,89,1472,三洋紡,勤業眾信 會 計 師 事 務 所,陳杰忠,黃海悅,2004/08/19,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
90,90,1473,台南企業,資誠會計師事務所,劉子猛會計師,林姿妤會計師,2004/08/23,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
91,91,1474,弘裕,建智聯合會計師事務所,廖年傑,陳貴端,2004/07/23,"??????????""無保留意見 """
92,92,1475,本盟光電,資誠會計師事務所,林鈞堯,王照明,2004/08/18,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
93,93,1476,儒鴻,安侯建業會計師事務所,劉義吉,寇惠植,2004/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
94,94,1477,聚陽實業,安侯建業會計師事務所,魏忠華,于紀隆,2004/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
95,95,1503,士電,勤業眾信會計師事務所,許庭禎,郭文吉,2004/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
96,96,1504,東元電機,資誠會計師事務所,高文宏,支秉鈞,2004/08/13,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
