,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信會計師事務所,邵志明,郭政弘,2009/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,戴信維,范有偉,2009/08/04,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,仲  偉,虞成全,2009/08/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,蕭金木,周筱姿,2009/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信會計師事務所,謝建新,陳招美,2009/08/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠會計師事務所,李秀玲,周育正,2009/08/16,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,2009/08/11,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,王照明,陳永清,2009/08/16,"??(?????????)??(?????????)""保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,李聰明,2009/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,陳眉芳,2009/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,資誠會計師事務所,吳漢期,李淑靜,2009/08/25,"????????????????""修正式無保留意見--會計原則變動"""
11,11,1215,卜蜂企業,資誠會計師事務所,翁世榮,吳郁隆,2009/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,林姿妤,王偉臣,2009/08/28,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,2009/08/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業會計師事務所,陳嘉修,張淑瑩,2009/08/20,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,2009/07/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,陳玉芳,柯俊榮,2009/08/12,"????????????????""修正式無保留意見--會計原則變動"""
17,17,1225,福懋油,勤業眾信會計師事務所,謝建新,陳招美,2009/08/06,"????????????????""修正式無保留意見--會計原則變動"""
18,18,1227,佳格,勤業眾信會計師事務所,郭文吉,廖如陽,2009/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業會計師事務所,許淑敏,楊柳鋒,2009/08/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤業眾信會計師事務所,張清福,蔡振財,2009/07/27,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠會計師事務所,林姿妤,林億彰,2009/08/05,"??(?????????)??(?????????)""保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,安 永 會 計 師 事 務 所,蕭翠慧,林麗凰,2009/07/29,"??????????""無保留意見 """
23,23,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,林義峰,陳慧銘,2009/07/17,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,立一會計師事務所,王世坤,楊玉貞,2009/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,安永會計師事務所,賴明陽,鄭戊水,2009/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業會計師事務所,李慈慧,吳秋華,2009/08/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業會計師事務所,寇惠植,吳秋華,2009/08/14,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信會計師事務所,韋亮發,黃秀椿,2009/08/06,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
29,29,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,郭慈容,韋亮發,2009/07/30,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
30,30,1307,三芳化工,勤業眾信會計師事務所,吳秋燕,曾光敏,2009/07/31,"????????????????""修正式無保留意見--前期由其他會計師查核"""
31,31,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,郭 慈 容,黃 秀 椿,2009/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
32,32,1309,台達化工,勤業眾信會計師事務所,黃秀椿,韋亮發,2009/08/03,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
33,33,1310,台苯,正風聯合會計師事務所,周銀來,曾國富,2012/01/02,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益、其他"""
34,34,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,張福郎,2009/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
35,35,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,2009/08/12,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
36,36,1314,中石化,安侯建業會計師事務所,陳富煒,林琬琬,2009/08/05,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
37,37,1315,達新工業,第一聯合會計師事務所,王戊昌,甘有財,2009/08/21,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
38,38,1316,上曜,資誠會計師事務所,林姿妤,吳建志,2009/08/24,"????????""保留意見--依被投資公司未經會計師查核報告認列投資損益"""
