,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,2007/10/15,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
1,1,1102,亞泥,勤業眾信會計師事務所,戴信維,郭俐雯,2007/10/23,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
2,2,1103,嘉泥,勤業眾信會計師事務所,仲  偉,涂三遷,2007/10/19,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
3,3,1104,環球水泥,資誠會計師事務所,王嘉瑜,蕭金木,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
4,4,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,2007/10/24,"??????????????""保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"""
5,5,1109,信大水泥,資誠會計師事務所,賴宗羲,周育正,2007/10/29,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
6,6,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,2007/10/17,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
7,7,1201,味全公司,資誠會計師事務所,吳郁隆,吳漢期,2007/10/25,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
9,9,1210,大成長城,安侯建業會計師事務所,鍾丹丹,丁玉山,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
10,10,1213,大飲,安永會計師事務所,黃 敏 全(YYY代表會計,鄭 戊 水(YYY代表會計,2007/10/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
11,11,1215,卜蜂企業,資誠會計師事務所,李燕松,翁世榮,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
12,12,1216,統一,資誠會計師事務所,李明憲,林姿妤,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
13,13,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
14,14,1218,泰山企業,安侯建業會計師事務所,簡蒂暖,陳嘉修,2007/10/26,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,2007/10/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,2007/10/19,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
17,17,1225,福懋油,勤業眾信會計師事務所,吳恩銘,陳招美,2007/10/16,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
18,18,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,2007/10/16,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
19,19,1229,聯華實業,安侯建業會計師事務所,許淑敏,江忠儀,2007/10/23,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
20,20,1231,聯華食品,勤業眾信會計師事務所,蔡振財,陳清祥,2007/10/19,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
21,21,1232,大統益,資誠會計師事務所,劉子猛,林姿妤,2007/10/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
22,22,1233,天仁,致遠 聯 合 會 計 師 事 務 所,蕭翠慧 (YYY代表會計?,鄧泗堂 (YYY代表會計?,2007/10/18,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
23,23,1234,黑松,勤業眾信會計師事務所,林義峰,游素環,2007/10/16,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
24,24,1235,興泰,第一聯合會計師事務所,林克武,王戊昌,2007/10/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
25,25,1236,宏亞食品,安永會計師事務所,徐榮煌,鄭戊水,2007/10/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
26,26,1301,台塑,安侯建業會計師事務所,寇惠植,李慈慧,2007/10/22,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
27,27,1303,南亞塑膠,安侯建業會計師事務所,李慈慧,寇惠植,2007/10/23,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
28,28,1304,台聚,勤業眾信會計師事務所,郭慈容,黃秀椿,2007/10/23,"??????????????""保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"""
