,Unnamed: 0,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師.1,核閱或查核日期,核閱或查核報告類型
0,0,1101,台泥,勤業眾信聯合會計師事務所,邵志明,吳美慧,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
1,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,郭俐雯,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2,2,1103,嘉泥,勤業眾信聯合會計師事務所,方小萍,仲偉,20130507,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
3,3,1104,環球水泥,勤業眾信聯合會計師事務所,李季珍,龔俊吉,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
4,4,1108,幸福水泥,勤業眾信聯合會計師事務所,會 計 師謝建新,會 計 師陳招美,20130509,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
5,5,1109,信大水泥,資誠聯合會計師事務所,李秀玲,馮敏娟,20130515,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
6,6,1110,東泥,國富浩華聯合會計師事務所,黃鈴雯,謝仁耀,20130513,保留意見(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
7,7,1201,味全公司,資誠聯合會計師事務所,吳郁隆,王照明,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
8,8,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
9,9,1210,大成長城,安侯建業會計師事務所,陳富煒,鍾丹丹,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
10,10,1213,大飲,資誠聯合會計師事務所,蕭金木,吳漢期,20130515,保留意見-其他
11,11,1215,卜蜂企業,資誠聯合會計師事務所,王輝賢,謝智政,20130506,無保留意見
12,12,1216,統一,資誠聯合會計師事務所,劉子猛,林姿妤,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
13,13,1217,愛之味,國富浩華聯合會計師事務所,黃鈴雯,蔡淑滿,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
14,14,1218,泰山企業,安侯建業聯合會計師事務所,簡蒂暖,池世欽,20130513,保留意見(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
15,15,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
16,16,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,20130510,保留意見-其他
17,17,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,吳恩銘,20130509,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
18,18,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,20130423,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
19,19,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
20,20,1231,聯華食品,勤業眾信聯合會計師事務所,林安惠,柯志賢,20130508,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
21,21,1232,大統益,資誠聯合會計師事務所,劉子猛,林姿妤,20130430,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
22,22,1233,天仁,安永聯合會計師事務所,徐榮煌,曾祥裕,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
23,23,1234,黑松,勤業眾信聯合會計師事務所,陳慧銘,林宜慧,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
24,24,1235,興泰,冠恆聯合會計師事務所,萬益東,張進德,20130425,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
25,25,1236,宏亞食品,安永聯合會計師事務所,黃建澤,徐榮煌,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
26,26,1256,鮮活果汁-KY,勤業眾信聯合會計師事務所,謝明忠,陳慧銘,20130513,無保留意見
27,27,1301,台塑,安侯建業聯合會計師事務所,吳秋華,李慈慧,20130503,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
28,28,1303,南亞塑膠,安侯建業聯合會計師事務所,吳秋華,寇惠植,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
29,29,1304,台聚,勤業眾信聯合會計師事務所,韋亮發,黃秀椿,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
30,30,1305,華夏,勤業眾信聯合會計師事務所,黃秀椿,韋亮發,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
31,31,1307,三芳化工,勤業眾信聯合會計師事務所,吳秋燕,陳珍麗,20130503,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
32,32,1308,亞聚,勤業眾信聯合會計師事務所,韋亮發,郭慈容,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
33,33,1309,台達化工,勤業眾信聯合會計師事務所,黃秀椿,吳世宗,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
34,34,1310,台苯,正風聯合會計師事務所,賴永吉,曾國富,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
35,35,1312,國喬石化,國富浩華聯合會計師事務所,蕭英嘉,林美玲,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
36,36,1313,聯成,勤業眾信聯合會計師事務所,劉建良,王儀雯,20130429,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
37,37,1314,中石化,安侯建業聯合會計師事務所,陳眉芳,陳富煒,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
38,38,1315,達新工業,國富浩華聯合會計師事務所,張福郎,邱桂鈴,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
39,39,1316,上曜,安侯建業聯合會計師事務所,陳國宗,許振隆,20130507,保留意見-其他
40,40,1319,東陽,安永聯合會計師事務所,洪茂益,胡子仁,20130506,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
41,41,1321,大洋,安侯建業聯合會計師事務所,余 聖  河,李 禾方  儀,20130514,保留意見(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
42,42,1323,永裕,勤業眾信,李季珍,廖鴻儒,20130507,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
43,43,1324,地球工業,安永聯合會計師事務所,楊智惠,張志銘,20130513,無保留意見
44,44,1325,恒大,勤業眾信聯合會計師事務所,張瑞娜,陳照敏,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
45,45,1326,台化,資誠聯合會計師事務所,吳漢期,阮呂曼玉,20130507,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
46,46,1337,再生-KY,勤業眾信聯合會計師事務所,吳秋燕,龔俊吉,20130427,無保留意見
47,47,1338,廣華-KY,安侯建業聯合會計師事務所,江忠儀,陳宜君,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
48,48,1339,昭輝,勤業眾信聯合會計師事務所,吳麗冬,曾棟鋆,20130313,無保留意見
49,49,1402,遠東新,勤業眾信聯合會計師事務所,卓明信,黃樹傑,20130514,保留意見(附加其他事項說明段)-欲強調某一事項
50,50,1409,新纖,勤業眾信聯合會計師事務所,楊民賢,王自軍,20130510,保留意見-其他
51,51,1410,南染,資誠聯合會計師事務所,阮呂曼玉,李運鞭,20130503,無保留意見
52,52,1413,宏洲纖維,立本台灣聯合會計師事務所,陳玉芳,王麗燕,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
53,53,1414,東和,安侯建業聯合會計師事務所,楊博任,許振隆,20130510,無保留意見
54,54,1416,廣豐,國富浩華聯合會計師事務所,邱繼盛,王戊昌,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
55,55,1417,嘉裕,勤業眾信聯合會計師事務所,許秀明,陳杰忠,20130509,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
56,56,1418,東華,勤業眾信聯合會計師事務所,黃海悅,何瑞軒,20130507,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
57,57,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,謝明忠,20130507,無保留意見
58,58,1423,利華羊毛,安 永 聯 合 會 計 師 事 務 所,蕭 翠 慧,徐 榮 煌,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
59,59,1432,大魯閣,資誠聯合會計師事務所,葉翠苗,梁華玲,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
60,60,1434,福懋興業,資誠聯合會計師事務所,吳漢期,阮呂曼玉,20130507,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
61,61,1435,中福國際,勤業眾信聯合會計師事務所,陳照敏,劉江抱,20130509,保留意見(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
62,62,1436,華友聯,勤業眾信聯合會計師事務所,陳招美,謝建新,20130429,無保留意見
63,63,1437,勤益投控,安侯建業聯合會計師事務所,呂莉莉,俞安恬,20130503,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
64,64,1438,裕豐,安泰會計師聯合事務所,潘自新,蔡聰慧,20130507,無保留意見
65,65,1439,中和羊毛,安永聯合會計師事務所,傅 文 芳,徐 榮 煌,20130508,無保留意見
66,66,1440,南紡,資誠聯合會計師事務所,李明憲,林姿妤,20130507,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
67,67,1441,大東紡織,資誠聯合會計師事務所,周建宏,林鈞堯,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
68,68,1442,名軒,惠眾聯合會計師事務所,盧聯生,項文婷,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
69,69,1443,立益紡織,第一聯合會計師事務所,高佩,王戉昌,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
70,70,1444,力麗,勤業眾信聯合會計師事務所,余鴻賓,洪國田,20130515,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
71,71,1445,大宇紡織,勤業眾信聯合會計師事務所,韋亮發,簡明彥,20130513,無保留意見
72,72,1446,宏和,安永聯合會計師事務所,胡子仁,黃世杰,20130503,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
73,73,1447,力鵬,勤業眾信聯合會計師事務所,余鴻賓,洪國田,20130515,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
74,74,1449,佳和實業,安 侯 建 業 聯 合 會 計 師 事 務 所,許　振　隆,張　嘉　信,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
75,75,1451,年興紡織,勤業眾信聯合會計師事務所,施景彬,卓明信,20130508,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
76,76,1452,宏益,立本台灣聯合會計師事務所,柯俊輝,王麗燕,20130509,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
77,77,1453,大將,勤業眾信聯合會計師事務所,劉水恩,楊靜婷,20130510,保留意見-其他
78,78,1454,台富,勤業眾信聯合會計師事務所,游素環,龔雙雄,20130430,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
79,79,1455,集盛,國富浩華聯合會計師事務所,蕭英嘉,張福郎,20130425,無保留意見
80,80,1456,怡華,惠眾聯合會計師務所,盧聯生,林欣如,20130510,保留意見(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
81,81,1457,宜進,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
82,82,1459,聯發紡織,勤業眾信聯合會計師事務所,林谷同,劉永富,20130502,無保留意見
83,83,1460,宏遠,勤業眾信聯合會計師事務所,郭麗園,施景彬,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
84,84,1463,強盛染整,安侯建業會計師事務所,陳振乾,吳美萍,20130514,保留意見(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
85,85,1464,得力實業,勤業眾信聯合會計師事務所,廖鴻儒,龔俊吉,20130509,無保留意見
86,86,1465,偉全實業,立本台灣聯合會計師事務所,劉克宜,張書成,20130513,無保留意見
87,87,1466,聚隆,建智聯合會計師事務所,紀敏滄,黃祥穎,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
88,88,1467,南緯實業,安侯建業聯合會計師事務所,陳嘉修,吳昭德,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
89,89,1468,昶和纖維,勤業眾信聯合會計師事務所,許庭禎,蔡宏祥,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
90,90,1469,理隆纖維,資誠聯合會計師事務所,杜佩玲,張淑瓊,20130509,無保留意見
91,91,1470,大統染,勤業眾信聯合會計師事務所,林谷同,劉永富,20130509,無保留意見
92,92,1471,首利,資誠聯合會計師事務所,徐聖忠,徐永堅,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
93,93,1472,三洋紡,勤業眾信聯合會計師事務所,林谷同,劉永富,20130510,修正式無保留意見-欲強調某一事項
94,94,1473,台南企業,資誠聯合會計師事務所,林姿妤,李明憲,20130510,無保留意見
95,95,1474,弘裕,資誠聯合會計師事務所,蕭珍琪,薛守宏,20130513,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
96,96,1475,本盟光電,資誠聯合會計師事務所,張淑瓊,林鈞堯,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
97,97,1476,儒鴻,會 計 師 核 閱 報 告,寇惠植,吳秋華,20130510,保留意見(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
98,98,1477,聚陽實業,安侯建業聯合會計師事務所,陳蓓琪,林恒昇,20130514,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
99,99,1503,士電,勤業眾信聯合會計師事務所,許庭禎,劉建良,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
100,100,1504,東元電機,資誠聯合會計師事務所,曾惠瑾,薛明玲,20130510,保留意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
