公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",17786484,17715598,70886,6610,0,0,0,64276,-22871,87147,-0.02,0.00
"1712","興農",7190071,6790455,399616,82663,0,0,0,316953,316322,631,0.90,0.00
"1718","中纖",18090938,17129728,961210,352880,0,0,0,608330,127215,481115,0.11,0.00
"2514","龍邦國際",44792709,45748345,-955636,-352370,0,0,0,-603266,-330548,-272718,-0.68,-0.68
"2847","大眾銀行",7268691,6762095,506596,17003,0,0,0,489593,563918,-74325,0.21,0.19
"2905","三商",30677428,30172674,504754,153337,0,0,0,351417,241268,110149,0.49,0.00
