公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",3645449,3311210,334239,89301,244938,0,244938,0,0,244938,243314,1624,0.20
"2856","元富證券",7332511,7577922,-245411,119017,-364428,0,-364428,0,0,-364428,0,0,-0.26
"6005","群益證",3958180,3211242,746938,270279,476659,0,476659,0,0,476659,0,29679,0.27
"6012","金鼎證券",2811170,3106630,-295460,213343,-508803,0,-508803,0,0,-508803,-507595,-1208,-0.47
