公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",38460834,33752375,4708459,1495283,3213176,2992634,1964147,4241663,-78372,4320035,0,0,0,4320035,3546869,0,773166,1.08
"1102","亞泥",20162146,16701457,3460689,1335099,2125590,4855303,1376806,5604087,269488,5334599,0,0,0,5334599,5165241,0,169358,1.89
"1103","嘉泥",3173422,2485295,688127,281891,406236,276208,303642,378802,71334,307468,0,0,0,307468,242884,0,64584,0.41
"1104","環球水泥",4188387,3820052,368335,363297,5038,336841,85379,256500,11420,245080,0,0,0,245080,242256,0,2824,0.40
"1108","幸福水泥",2356220,2102954,253266,220467,32799,187898,89190,131507,39342,92165,0,0,0,92165,88683,0,3482,0.22
"1109","信大水泥",1144610,956955,187655,101974,85681,76221,40635,121267,13743,107524,0,0,0,107524,116461,0,-8937,0.27
"1110","東泥",870706,739443,131263,44456,86807,55322,12580,129549,-2170,131719,0,0,0,131719,131629,0,90,0.23
"1201","味全公司",9240996,6091326,3149670,2754061,395609,107735,176586,326758,53202,273556,0,0,0,273556,277917,0,-4361,0.55
"1203","味王公司",2857667,2353956,503711,417498,86213,35773,64236,57750,25405,32345,0,0,0,32345,11471,0,20874,0.06
"1210","大成長城",35359770,31897091,3462679,2239558,1223121,280078,283525,1219674,228457,991217,0,0,0,991217,664999,0,326218,1.62
"1213","大飲",302993,259148,43845,39953,3892,4764,5337,3319,1577,1742,0,0,0,1742,1742,0,0,0.03
"1215","卜蜂企業",7397185,6679325,717860,449958,267902,29657,26691,270868,70218,200650,0,0,0,200650,192182,0,8468,0.83
"1216","統一",149852166,108356988,41495178,34407411,7087767,2769883,3731221,6126429,1626095,4500334,0,0,0,4500334,2982734,0,1517600,0.80
"1217","愛之味",2558954,1685904,873050,868794,4256,244683,131630,117309,-54605,171914,0,0,0,171914,179252,0,-7338,0.45
"1218","泰山企業",4224417,3547283,677134,632964,46413,198797,111357,133853,8878,124975,0,0,0,124975,77874,0,47101,0.25
"1219","福壽實業",4947952,4514994,432958,280072,152225,45155,39396,157984,46167,111817,0,0,0,111817,116815,0,-4998,0.44
"1220","台榮",1514130,1441698,72432,96786,-24354,40204,32956,-17106,-7896,-9210,0,0,0,-9210,2356,0,-11566,0.01
"1225","福懋油",6207009,5815227,391782,192367,199849,60550,89045,171354,44123,127231,0,0,0,127231,118184,0,9047,0.73
"1227","佳格",6421626,4037355,2384271,1579112,805159,61544,94521,772182,209367,562815,0,0,0,562815,560340,0,2475,1.76
"1229","聯華實業",3083660,2880616,203044,203860,-816,605526,55538,549172,88870,460302,0,0,0,460302,524113,0,-63811,0.67
"1231","聯華食品",1866891,1358288,508603,444791,63812,37924,50629,51107,14529,36578,0,0,0,36578,38855,0,-2277,0.34
"1232","大統益",9006887,8341059,665828,224882,440946,49621,92518,398049,95299,302750,0,0,0,302750,302523,0,227,1.89
"1233","天仁",885411,360948,524463,426207,98256,11036,8591,100701,14389,86312,0,0,0,86312,85969,0,343,0.97
"1234","黑松",2123457,1464129,659328,718586,-59258,278342,82375,136709,50548,86161,0,0,0,86161,86161,0,0,0.16
"1235","興泰",282200,236782,45418,28704,16714,38277,8379,46612,3767,42845,0,0,0,42845,42612,0,233,1.00
"1236","宏亞食品",929662,667739,261923,209858,52065,11884,4986,58963,11883,47080,0,0,0,47080,47080,0,0,0.55
"1301","台塑",112477350,98004114,14473236,4998293,9474943,12715139,1114962,21075120,835420,20239700,0,0,0,20239700,20239700,0,0,3.54
"1303","南亞塑膠",187141553,156882400,30259153,9986468,20282257,4938768,3111726,22109299,2208053,19901246,0,0,0,19901246,18838784,0,1062462,2.47
"1304","台聚",29127308,25349936,3777372,1637788,2139584,694648,498778,2335454,580704,1754750,0,0,0,1754750,1058552,0,696198,1.46
"1305","華夏",7337801,6427948,909853,520108,389745,135822,71584,453983,53797,400186,0,0,0,400186,379490,0,20696,0.89
"1307","三芳化工",3934328,2968063,966265,595643,370622,70171,44279,396514,35483,361031,0,0,0,361031,361031,0,0,1.44
"1308","亞聚",3397009,2711911,685098,116221,568877,200589,51223,718243,164674,553569,0,0,0,553569,553569,0,0,2.12
"1309","台達化工",8879762,8436975,442787,351191,91596,240321,126057,205860,82668,123192,0,0,0,123192,123192,0,0,0.46
"1310","台苯",11898632,11436699,461933,291285,170648,70876,72289,169235,67704,101531,0,0,0,101531,175164,0,-73633,0.34
"1312","國喬石化",16899509,15899380,1000129,633440,366689,318158,505431,179416,57044,122372,11042,0,0,133414,68302,0,65112,0.09
"1313","聯成",16309650,15240888,1068762,527855,540907,617771,167289,991389,163113,828276,0,0,0,828276,826291,0,1985,1.00
"1314","中石化",20940280,19117547,1822733,707696,1115323,1069360,448781,1735902,236415,1499487,0,-1647200,0,-147713,-146576,0,-1137,-0.09
"1315","達新工業",2049328,1693162,356166,327293,28873,60773,63678,25968,16469,9499,0,0,0,9499,11367,0,-1868,0.05
"1316","上曜",497438,412856,84582,58577,26005,23334,19861,29478,110,29368,0,0,0,29368,20843,0,8525,0.32
"1319","東陽",9137305,6946740,2190565,1392878,798527,188537,323856,663208,148424,514784,0,0,0,514784,411170,0,103614,0.94
"1321","大洋",3092657,2855809,236848,197594,39254,56278,127571,-32039,-3850,-28189,0,0,0,-28189,-28189,0,0,-0.13
"1323","永裕",1101973,858828,243145,159005,84140,29008,27223,85925,25633,60292,0,0,0,60292,48524,0,11768,0.65
"1324","地球工業",649173,556183,92990,81654,11336,4814,5305,10845,3120,7725,0,0,0,7725,7725,0,0,0.10
"1325","恒大",626721,511938,114783,45917,68866,5868,13531,61203,9869,51334,0,0,0,51334,57969,0,-6635,0.65
"1326","台化",157379505,144525489,12854016,5032283,7821733,9733272,2382393,15172612,427848,14744764,0,0,0,14744764,14748654,0,-3890,2.68
"1402","遠東新",89856660,67598771,22257889,11965448,10292719,2381800,2357361,10317158,2067835,8249323,0,0,0,8249323,5021779,0,3227544,1.12
"1410","南染",253438,207790,45648,44964,684,15696,15762,618,14666,-14048,0,0,0,-14048,-16446,0,2398,-0.18
"1413","宏洲纖維",2192834,2172531,20303,55194,-34891,12690,46007,-68208,-431,-67777,0,0,0,-67777,-54923,0,-12854,-0.20
"1416","廣豐",235613,170298,65315,112420,-47105,102124,133804,-78785,0,-78785,0,0,0,-78785,-78718,0,-67,-0.16
"1417","嘉裕",804509,532098,272411,334215,-61804,293970,59184,172982,15785,157197,0,0,0,157197,158092,0,-895,0.42
"1418","東華",1589494,1699232,-109738,95032,-204770,66625,60781,-198926,5175,-204101,0,0,0,-204101,-204117,0,16,-0.84
"1419","新紡",296373,204389,91984,110215,-18231,17380,29499,-30350,-938,-29412,0,0,0,-29412,-29412,0,0,-0.10
"1432","大魯閣",976795,885169,91626,101399,-9773,32155,33936,-11554,4091,-15645,-4507,0,0,-20152,-21452,0,1300,-0.25
"1434","福懋興業",21762163,19464124,2298039,1169519,1128520,2990679,424822,3694377,415744,3278633,0,0,0,3278633,3026579,0,252054,1.80
"1435","中福國際",65269,53886,11383,13619,-2236,41252,23180,15836,6071,9765,0,0,0,9765,6222,0,3543,0.06
"1436","華友聯",2946,1311,1635,34267,-32632,153521,168869,-47980,120,-48100,0,0,0,-48100,-48100,0,0,-0.15
"1437","勤益投控",1500563,1323913,176650,64163,112487,37451,93422,56516,15838,40678,0,0,0,40678,40081,0,597,0.20
"1440","南紡",8442017,7471616,970401,543195,427206,207058,236712,397552,172016,225536,0,0,0,225536,231677,0,-6141,0.16
"1441","大東紡織",1037507,921228,116279,76882,39397,6525,46297,-375,5225,-5600,0,0,0,-5600,-5599,0,-1,-0.05
"1442","名軒",404827,279571,125256,33471,91785,1793,1519,92059,6020,86039,0,0,0,86039,86039,0,0,0.64
"1443","立益紡織",1299590,1312950,-13360,98711,-112071,225805,178734,-65000,-5739,-59261,0,0,0,-59261,-55807,0,-3454,-0.21
"1444","力麗",4380365,3873955,506410,243882,262177,178819,153491,287505,2791,284714,0,0,0,284714,275114,0,9600,0.37
"1445","大宇紡織",1147335,1044155,103180,86251,16929,49925,29517,37337,3702,33635,0,0,0,33635,33635,0,0,0.21
"1446","宏和",688363,527179,161184,146102,15082,20421,23100,12403,-1723,14126,0,0,0,14126,14126,0,0,0.10
"1447","力鵬",12226860,11896287,330573,289849,40724,91332,275321,-143265,300,-143565,0,0,0,-143565,-147164,0,3599,-0.25
"1449","佳和實業",3631360,3684190,-52830,318546,-371376,541453,242313,-72236,6146,-78382,0,0,0,-78382,-245365,0,166983,-0.80
"1451","年興紡織",7327584,7214536,113048,466295,-353247,1018224,230522,434455,27262,407193,0,0,0,407193,407213,0,-20,0.68
"1453","大將",495511,350790,144721,40371,104350,8519,8155,104714,0,104714,0,0,0,104714,105282,0,-568,1.21
"1454","台富",1258872,1172947,85925,75088,10837,11962,18237,4562,1620,2942,0,0,0,2942,2942,0,0,0.02
"1456","怡華",1603879,1509311,94568,86909,7659,423126,129382,301403,2132,299271,0,0,0,299271,286616,0,12655,1.44
"1457","宜進",2817454,2697769,119685,86031,33654,98515,56174,75995,496,75499,0,0,0,75499,64065,0,11434,0.26
"1459","聯發紡織",1429651,1336440,93211,70301,22910,151303,322850,-148637,6273,-154910,0,0,0,-154910,-154678,0,-232,-0.51
"1460","宏遠",3056849,2694368,362481,413669,-51188,133809,145288,-62667,4401,-67068,0,0,0,-67068,-67070,0,2,-0.15
"1463","強盛染整",420138,409447,10691,63427,-52736,17578,3497,-38655,1434,-40089,0,0,0,-40089,-39117,0,-972,-0.24
"1464","得力實業",1785867,1579324,206543,285425,-78882,46330,43459,-76011,-3438,-72573,0,0,0,-72573,-60232,0,-12341,-0.37
"1465","偉全實業",1328497,1156097,172400,134752,37648,57499,51198,43949,-1598,45547,0,0,0,45547,29827,0,15720,0.35
"1466","聚隆",2068841,1928818,140023,105110,34913,17859,41000,11772,1489,10283,0,0,0,10283,10283,0,0,0.14
"1467","南緯實業",3447686,3007433,440253,498869,-58616,17716,42495,-83395,-4643,-78752,0,0,0,-78752,-76044,0,-2708,-0.46
"1468","昶和纖維",797214,773237,23977,110644,-86667,12562,30385,-104490,0,-104490,0,0,0,-104490,-98844,0,-5646,-0.65
"1469","理隆纖維",288791,263021,25770,28566,-2796,2389,76459,-76866,17,-76883,0,0,0,-76883,-76882,0,-1,-0.62
"1471","首利",3832448,3688410,144038,191866,-47828,36974,112035,-122889,-4147,-118742,0,0,0,-118742,-118742,0,0,-0.77
"1472","三洋紡",774368,796653,-22285,45142,-67427,8482,71169,-130114,0,-130114,0,0,0,-130114,-100808,0,-29306,-1.23
"1473","台南企業",5064291,3958788,1105503,848227,257276,87275,104719,239832,129838,109994,0,0,0,109994,89195,0,20799,0.64
"1474","弘裕",1818893,1722483,96410,103359,-6949,42957,34917,1091,7807,-6716,0,0,0,-6716,-7089,0,373,-0.05
"1475","本盟光電",968126,954400,13726,111716,-97990,36315,86944,-148619,3990,-152609,0,0,0,-152609,-107938,0,-44671,-3.30
"1476","儒鴻",2969077,2444474,524603,398434,126169,12325,97156,41338,50007,-8669,0,0,0,-8669,1745,0,-10414,0.01
"1477","聚陽實業",6244133,5109083,1135050,676172,458878,45494,174558,329814,81488,248326,0,0,0,248326,248214,0,112,1.72
"1503","士電",8804829,7248087,1556742,1021582,535160,202669,86411,651418,155617,495801,0,0,0,495801,473793,0,22008,0.91
"1504","東元電機",23943414,17908968,6034446,3841589,2194272,1030441,1700219,1524494,285474,1239020,0,0,0,1239020,1201430,0,37590,0.65
"1506","正道",698757,593598,105159,111690,-6531,32845,88832,-62518,8433,-70951,0,0,0,-70951,-70734,0,-217,-0.69
