公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",4774508,3534679,1239829,122969,1116860,0,1116860,0,0,1116860,1113770,3090,0.84
"2856","元富證券",13367246,12547110,820136,20024,800112,0,800112,0,0,800112,800112,0,0.54
"6005","群益證",7039688,5631287,1408401,262614,1145787,0,1145787,0,0,1145787,1054257,91530,0.45
