公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",42058664,40199068,1859596,439267,0,0,0,1420329,963661,456668,0.55,0.55
"1718","中纖",30199350,27218260,2981090,584181,0,0,0,2396909,419076,1977833,0.37,0.00
"2514","龍邦國際",100391654,98098499,2293155,394667,0,0,0,1898488,637723,1260765,1.24,1.22
"2905","三商",151203478,149686865,1516613,130104,0,0,0,1386509,1211627,174882,2.04,0.00
