公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分無活絡市場之債務工具投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 長期應收租賃款增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 應付租賃款減少,　　 庫藏股票買回成本,　　 庫藏股票處分,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2368,2016年01月01日至2016年09月30日,,                 42772,                 42772,,,                979712,                  5819,                -11020,                -29695,                193333,                -14074,                 20478,                -11631,                255431,                -43320,              1345033,,,                 39730,               -381356,                  8057,               -229590,                 36754,                    869,               -525536,,                   -566,                439120,                 98201,                 -6134,                530621,                  5085,              1350118,              1392890,                 13898,               -121678,              1285110,,                  6500,               -381979,                 14106,                    238,                 -8801,                 23860,                 -3909,               -349985,,             10536193,            -11400887,                              0,              2095354,             -1943349,                -21145,                -36247,               -106115,                              0,               -191218,             -1067414,                  9882,               -122407,              3853189,              3730782,              3730782
2368,2015年01月01日至2015年09月30日,,                170410,                170410,,,              1040483,                  6464,                -41438,                 23891,                168419,                -16019,                 17211,                 73914,                196132,                 44684,              1513741,,,                -83871,                784882,                231989,                239537,                 17991,                 -5074,              1185454,,                 -3003,               -861590,               -331308,                -11983,             -1207884,                -22430,              1491311,              1661721,                 16011,               -226785,              1450947,,                 75000,               -517961,                 39827,                  7730,                 -7727,                 18118,                 23468,               -361545,,              7418384,             -7846244,                -50000,              2502068,             -2340213,                -15688,                -31201,                -66960,                 27776,               -174780,               -576858,               -184283,                328261,              3127895,              3456156,              3456156
