公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 其他應收款－關係人增加,　　 長期應收租賃款增加,　　 其他金融資產增加,　　 其他非流動資產增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3561,2016年01月01日至2016年09月30日,,                -36778,                -36778,,,                658258,                -37934,                   -459,                 57036,                -33132,                  5751,                -52837,                110544,                707227,,,                 11456,                760109,                -54121,                104284,                  2670,                824398,,                              0,               -648407,                  4260,               -644147,                180251,                887478,                850700,                 33132,                -58732,                 -1637,                823463,,                              0,               -180464,                              0,                              0,                -42315,                -22143,                              0,               -244922,,                199812,              3120113,             -3706694,                              0,                   -600,               -387369,                -22616,                168556,                790365,                958921,                958921
3561,2015年01月01日至2015年09月30日,,               -428911,               -428911,,,                612977,                226238,                  6021,                 54234,                -44777,                 15153,                 48288,                 -8407,                909727,,,                -44011,               -207455,                -44609,                124619,                 12137,               -159319,,                     72,                309464,                 56904,                366440,                207121,              1116848,                687937,                 44777,                -54482,                   -984,                677248,,                -90624,               -498190,                -29969,                   -304,                              0,                -12142,                  1428,               -629801,,                 97250,                 80000,               -603580,                -37151,                   -900,               -464381,                 -2092,               -419026,              1058565,                639539,                639539
