公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",57193716,46162674,11031042,1999782,9031260,1090498,1729660,8392098,1503235,6888863,0,0,0,6888863,4050619,0,2838244,1.10
"1102","亞泥",31735474,26375627,5359847,1239346,4120501,4655134,1074354,7701281,850864,6850417,0,0,0,6850417,5917329,0,933088,1.92
"1103","嘉泥",2722072,2010208,711864,271776,440088,556941,122875,874154,126212,747942,0,0,0,747942,662194,0,85748,1.06
"1104","環球水泥",2330255,2132218,198037,175952,22085,347754,231590,138249,39458,98791,0,0,0,98791,87812,0,10979,0.15
"1108","幸福水泥",2038348,1984364,53984,139894,-85910,10692,66703,-141921,-23104,-118817,0,0,0,-118817,-119296,0,479,-0.29
"1109","信大水泥",968842,872015,96827,137065,-40238,55368,24177,-9047,-484,-8563,0,0,0,-8563,-4147,0,-4416,-0.01
"1110","東泥",721693,652917,68776,28391,40385,30088,1558,68915,7447,61468,0,0,0,61468,61391,0,77,0.11
"1201","味全公司",12313254,7879592,4433662,3891455,542207,84933,162701,464439,160840,303599,0,0,0,303599,362651,0,-59052,0.72
"1203","味王公司",3137815,2617027,520788,411153,109635,53867,33371,130131,32012,98119,0,0,0,98119,64990,0,33129,0.27
"1210","大成長城",38048447,34405610,3642837,2703023,939814,301964,144342,1097436,157324,940112,0,0,0,940112,610184,0,329928,1.33
"1213","大飲",320445,287251,33194,41427,-8233,5255,1379,-4357,964,-5321,0,0,0,-5321,-5321,0,0,-0.10
"1215","卜蜂企業",8056342,7515986,540356,499334,41022,103156,19914,124264,31405,92859,0,0,0,92859,95876,0,-3017,0.41
"1216","統一",186342826,131010715,55332111,47420688,7911423,3307333,1768954,9449802,1787136,7662666,0,0,0,7662666,4682780,0,2979886,1.03
"1217","愛之味",2086592,1364663,721929,707063,14866,79504,86590,7780,1155,6625,0,0,0,6625,6036,0,589,0.01
"1218","泰山企業",4738543,4139283,599260,780646,-180189,366395,48672,137534,5996,131538,0,0,0,131538,131248,0,290,0.40
"1219","福壽實業",4747347,4489719,257628,299462,-41291,682899,14660,626948,-1040,627988,0,0,0,627988,623314,0,4674,2.13
"1220","台榮",1651489,1450633,200856,106342,94514,29314,12654,111174,7210,103964,0,0,0,103964,101219,0,2745,0.57
"1225","福懋油",7071858,6739179,332679,247450,85694,37244,35842,87096,28410,58686,0,0,0,58686,52551,0,6135,0.30
"1227","佳格",9189952,5620329,3569623,2021334,1548289,80073,20514,1607848,261197,1346651,0,0,0,1346651,1338213,0,8438,2.91
"1229","聯華實業",2575310,2321216,254094,162436,91658,886209,32341,945526,64916,880610,0,0,0,880610,881669,0,-1059,1.07
"1231","聯華食品",2586106,1783848,802258,557352,244906,43053,13439,274520,57782,216738,0,0,0,216738,217695,0,-957,1.89
"1232","大統益",8904796,8333128,571668,236501,335167,40709,21212,354664,60291,294373,0,0,0,294373,292466,0,1907,1.83
"1233","天仁",1025388,415145,610243,446547,163696,5383,2025,167054,30808,136246,0,0,0,136246,135463,0,783,1.50
"1234","黑松",3338965,2564173,774792,792184,-17392,298886,72377,209117,43409,165708,0,0,0,165708,165708,0,0,0.31
"1235","興泰",162856,145470,17386,22490,-5104,11931,6911,-84,38,-122,0,0,0,-122,80,0,-202,0.00
"1236","宏亞食品",1111210,820465,290745,223725,67020,9861,5215,71666,18530,53136,0,0,0,53136,53136,0,0,0.54
"1301","台塑",117819701,95006806,22812895,4827962,17984933,12549800,698158,29836575,3687771,26148804,0,0,0,26148804,26148804,0,0,4.27
"1303","南亞塑膠",174625948,142908086,31717862,9035256,22703391,4860058,1148805,26414644,5883822,20530822,0,0,0,20530822,20007032,0,523790,2.55
"1304","台聚",30947110,25077575,5869535,1700615,4168920,331790,191990,4308720,806211,3502509,0,0,0,3502509,2023538,0,1478971,2.52
"1305","華夏",7284168,6495811,788357,507459,280898,72605,54603,298900,27165,271735,0,0,0,271735,253593,0,18142,0.60
"1307","三芳化工",4813261,3706581,1106680,695846,410834,26699,44056,393477,68307,325170,-348,0,0,324822,324822,0,0,1.04
"1308","亞聚",3608930,2334156,1274774,129595,1145179,147528,15154,1277553,202801,1074752,0,0,0,1074752,1074752,0,0,3.43
"1309","台達化工",9369307,8728205,641102,334935,306167,119867,32823,393211,70146,323065,0,0,0,323065,323065,0,0,1.16
"1310","台苯",9690420,9942042,-251622,352167,-603789,56713,150968,-698044,9236,-707280,0,0,0,-707280,-712514,0,5234,-1.23
"1312","國喬石化",12326068,11357665,968403,559789,408614,579333,129460,858487,49628,808859,0,0,0,808859,742112,0,66747,0.82
"1313","聯成",19670334,18373886,1296448,629467,666981,497460,145530,1018911,250464,768447,0,0,0,768447,770132,0,-1685,0.74
"1314","中石化",21836062,17489385,4346677,734459,3615427,4337216,161467,7791176,805688,6985488,0,0,0,6985488,6992065,0,-6577,3.90
"1315","達新工業",1692621,1416126,276495,285782,-9287,73426,36006,28133,6556,21577,0,0,0,21577,23472,0,-1895,0.11
"1316","上曜",236318,206629,29689,64930,-35241,53817,727,17849,-832,18681,0,0,0,18681,4771,0,13910,0.07
"1319","東陽",8962994,6814052,2148942,1500497,652486,377500,154689,875297,152831,722466,0,0,0,722466,592651,0,129815,1.15
"1321","大洋",3008775,2934319,74456,193959,-119503,25722,15084,-108865,-2571,-106294,0,0,0,-106294,-106294,0,0,-0.48
