公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",2712142,2426762,285380,83540,201840,0,201840,0,0,201840,200290,1550,0.16
"2856","元富證券",7355699,6819264,536435,91052,445383,0,445383,0,0,445383,445383,0,0.30
"6005","群益證",4779061,3810465,968596,302669,665927,0,665927,0,0,665927,634927,31000,0.27
