公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",19227038,18069988,1157050,424581,0,0,0,732469,642135,90334,0.42,0.42
"1718","中纖",14419943,12427617,1992326,412874,0,0,0,1579452,1456697,122755,1.31,0.00
"2514","龍邦國際",43754817,44026671,-271854,286998,0,0,0,-558852,-213129,-345723,-0.43,0.00
"2847","大眾銀行",6598716,6053049,545667,588599,0,0,0,-42932,42572,-85504,0.02,0.01
"2905","三商",34456373,33964296,492077,82541,0,0,0,409536,362736,46800,0.72,0.00
