年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
95/04,1101,台泥,         14921371,         38306673,         40304560,            368372,          3433350,         97334326,          5335356,         18484940,          5030332,          1440858,         30291486,         31416129,          5259447,         13243608,         17123656,                  0,         67042840,                  0,                  0,         21.34,                  0,                  0
95/04,1102,亞泥,          4926217,         65795198,          1950074,                  0,          8240094,         80911583,          3232789,         14817482,          1443866,          1732570,         21226707,         25321211,          6888054,         18387057,          9088554,                  0,         59684876,                  0,                  0,         23.57,                  0,                  0
95/04,1103,嘉泥,          3070702,         16664749,            477969,            106245,            312478,         20632143,          1362024,          4049841,                  0,            427754,          5839619,          6745261,          2490960,          5986825,            470113,           -900635,         14792524,                  0,                  0,         27.50,                  0,        136667631
95/04,1104,環球水泥,          2252430,          7119462,          3258983,             88821,          2075952,         14795648,          1198302,          1400000,          1082113,            423578,          4103993,          5083265,            173058,          2221934,          3213398,                  0,         10691655,                  0,                  0,         21.03,                  0,                  0
95/04,1108,幸福水泥,          2121814,          2623964,          2202673,             13157,            518456,          7480064,          2628371,                  0,                  0,            381634,          3010005,          4047380,             15956,            397356,              9367,                  0,          4470059,                  0,                  0,         11.04,                  0,                  0
95/04,1109,信大水泥,          3079462,          1692988,          1900324,             13045,            212144,          6897963,            345422,                  0,                  0,            317178,            662600,          4290898,             20743,          1924206,               -484,                  0,          6235363,                  0,                  0,         14.53,                  0,                  0
95/04,1110,東泥,          1189940,          2723348,          5312945,                  0,            474014,          9700247,            390519,            147000,            243226,            701195,          1481940,          5760008,            165443,          1705639,            635244,            -48027,          8218307,                  0,                  0,         14.38,                  0,          4301932
95/04,1201,味全公司,          2466945,          1414973,          4910345,            385888,            798980,          9977131,          2397228,          1632155,            748907,          1132175,          5910465,          5060629,             97046,           -852506,           -238503,                  0,          4066666,                  0,                  0,          8.04,                  0,                  0
95/04,1203,味王公司,          1509921,          2795542,            762981,            117541,             35536,          5221521,          1116875,            280000,            139094,            404178,          1940147,          2092537,             36154,            -61537,          1219171,             -4951,          3281374,                  0,                  0,         15.83,                  0,          2000000
95/04,1210,大成長城,          4088460,          3994027,          1952018,             33059,            445362,         10512926,          3183506,          1199866,             20754,            132387,          4536513,          4020278,            217884,          1691345,            404450,           -357544,          5976413,                  0,                  0,         16.67,                  0,         43446822
95/04,1213,大飲,            399889,                  0,            186016,                  0,            181132,            767037,            144287,                  0,                  0,             47356,            191643,            514751,             21938,             39273,               -568,                  0,            575394,                  0,                  0,         11.18,                  0,                  0
95/04,1215,卜蜂企業,          2074219,            615841,            811635,                  0,             89621,          3591316,            890076,                  0,                  0,            163487,          1053563,          2320268,                967,            201509,             15009,                  0,          2537753,                  0,                  0,         10.94,                  0,                  0
95/04,1216,統一,          9562327,         55103736,         11831835,            208849,          4107425,         80814172,          7530102,         23811868,            815803,          2027746,         34185519,         33541258,            359707,         10367116,          2360572,                  0,         46628653,                  0,                  0,         13.90,                  0,                  0
95/04,1217,愛之味,          1751050,          3225328,          1819269,                  0,          1334146,          8129793,          1902521,          2115440,             79974,            189219,          4287154,          3776893,             30267,            -66609,            102088,                  0,          3842639,                  0,                  0,         10.17,                  0,                  0
95/04,1218,泰山企業,          2245134,          2465225,          2096897,              4906,             73228,          6885390,          1359251,          1667008,            280756,            200300,          3507315,          3202434,            124894,            -63177,            194339,            -80415,          3378075,                  0,                  0,         11.24,                  0,         19586429
95/04,,,,,,,,,,,,,,,,,,,,,,,,
95/04,1219,福壽實業,          2535112,            721275,          1606785,             57508,             99035,          5019715,            872132,            120000,            431001,            208667,          1631800,          2663184,            240427,            159477,            324827,                  0,          3387915,                  0,                  0,         12.72,                  0,                  0
95/04,1220,台榮,          1384189,            318368,            678150,             11171,             81417,          2473295,            616282,                  0,              5813,             98075,            720170,          1770779,                537,            -53545,             35354,                  0,          1753125,                  0,                  0,          9.90,                  0,                  0
95/04,1225,福懋油,          1682259,          1009970,          1038363,             12174,            118386,          3861152,          1514270,            361667,            100296,             90088,          2066321,          1627000,            120301,            -26272,             73802,                  0,          1794831,                  0,                  0,         11.03,                  0,                  0
95/04,1227,佳格,          2250071,          2232019,          1196652,                  0,            356207,          6034949,            882754,            560000,              2921,             17129,          1462804,          3209184,             17828,          1259449,            106866,            -21182,          4572145,                  0,                  0,         14.35,                  0,          2338960
95/04,1229,聯華實業,          1143428,         13667015,          1250775,             15655,            470877,         16547750,            731584,          1108782,             95377,            160071,          2095814,          6800449,            630480,          3883826,          3168029,            -30848,         14451936,                  0,                  0,         21.33,            931400,          3081000
95/04,1231,聯華食品,          1349036,            399710,            660698,             22725,            191641,          2623810,            621383,            276436,                  0,             62556,            960375,          1154190,             76975,            430171,              2099,                  0,          1663435,                  0,                  0,         14.41,                  0,                  0
