年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
100/02,1213,大飲,            349815,             38127,            247350,                  0,             96004,            731296,            147635,                  0,                  0,              6130,            153765,            514751,             21938,             42809,             -1967,                  0,            577531,                  0,                  0,         11.22,                  0,                  0
100/02,1215,卜蜂企業,          3363182,          2125017,          1369245,                  0,            118767,          6976211,          2453495,              2777,                  0,            362392,          2818664,          2320268,                967,            421275,          1415037,                  0,          4157547,                  0,                  0,         17.92,                  0,                  0
100/02,1216,統一,         14169542,         84036624,          8512723,             39157,          5000476,        111758522,         12542955,         28090000,            815439,          2331640,         43780034,         45443686,          6261733,         15329245,            943824,                  0,         67978488,                  0,                  0,         15.86,                  0,                  0
100/02,1217,愛之味,          1803124,          4815185,          1315276,             13942,          1783357,          9730884,          1673630,          2874569,             79974,            214457,          4842630,          4512371,            119271,             83337,            173275,                  0,          4888254,                  0,                  0,         10.85,          2956510,                  0
100/02,1218,泰山企業,          3657068,          2722490,          1985221,              3273,             56231,          8424283,          2187445,          1999139,            222537,            212256,          4621377,          3430447,             49366,            190115,            132978,                  0,          3802906,                  0,                  0,         11.88,                  0,         13044134
100/02,,,,,,,,,,,,,,,,,,,,,,,,
100/02,1219,福壽實業,          3434472,          1192737,          1656671,             12430,             65611,          6361921,          1360309,            255564,            431001,            240955,          2287829,          2924260,             59244,            790531,            300057,                  0,          4074092,                  0,                  0,         14.35,                  0,                  0
100/02,1220,台榮,          1398549,            229702,            881181,                  0,            101035,          2610467,            371289,                  0,            157271,            113378,            641938,          1770779,                537,            -68039,            265252,                  0,          1968529,                  0,                  0,         11.12,                  0,                  0
100/02,1225,福懋油,          2478127,          1054709,            972192,                  0,            116739,          4621767,          1184221,          1000000,            100296,            103008,          2387525,          1819011,            152783,            106462,            155986,                  0,          2234242,                  0,                  0,         12.77,                  0,                  0
100/02,1227,佳格,          5287620,          4019399,          1029713,             27107,            385146,         10748985,          3089729,              2553,             33685,             22081,          3148048,          4636269,             33947,          2929314,              1407,                  0,          7600937,                  0,                  0,         20.64,                  0,          2703252
100/02,1229,聯華實業,          2909434,         19971065,          3371594,                  0,            122682,         26374775,          2663587,          2955458,             93543,            207471,          5920059,          8468598,          1074537,          5655744,          5255837,                  0,         20454716,                  0,                  0,         24.88,            233500,             91000
100/02,1231,聯華食品,          2440077,            175685,            654973,             19177,            573799,          3863711,          1150886,            557101,                  0,            111702,          1819689,          1188816,             73042,            796259,            -14095,                  0,          2044022,                  0,                  0,         17.71,                  0,                  0
100/02,1232,大統益,          2932131,            263321,            896179,                299,             20771,          4112701,          1422955,                  0,                  0,             23607,          1446562,          1599749,             23784,          1128493,            -85887,                  0,          2666139,                  0,                  0,         16.67,                  0,                  0
100/02,1233,天仁,            744296,            193757,            800133,              2059,             66984,          1807229,            480287,                  0,                  0,             16076,            496363,            905919,             60605,            344697,               -355,                  0,          1310866,                  0,                  0,         14.47,                  0,                  0
100/02,1234,黑松,          2237728,          6746900,          2143596,                  0,            270670,         11398894,            899777,                  0,            469498,            395895,          1765170,          5358281,            184601,          1965470,          2125372,                  0,          9633724,                  0,                  0,         17.98,                  0,                  0
100/02,1235,興泰,            917846,            255970,            125967,                  0,            137368,          1437151,            466424,                  0,             36662,             24077,            527163,            561688,             27674,             81907,            238719,                  0,            909988,                  0,                  0,         17.35,                  0,          2069525
100/02,1236,宏亞食品,            553566,            174801,          1426197,              2984,            101652,          2259200,            734588,                  0,                  0,            219281,            953869,            984932,             33396,            291603,             -4600,                  0,          1305331,                  0,                  0,         14.18,                  0,                  0
100/02,1301,台塑,        146751036,        158867225,         57188517,            700065,          6186453,        369693296,         72888862,         36597076,                  0,         10655276,        120141214,         61209046,         12829921,        109702186,         65810929,                  0,        249552082,                  0,                  0,         40.77,                  0,                  0
100/02,1303,南亞塑膠,        152911730,        202926463,         69150942,            440879,          4035943,        429465957,         67420094,         74557353,                  0,         19665489,        161642936,         78522986,         28138700,        118856844,         42304491,                  0,        267823021,                  0,                  0,         34.11,                  0,            183235
100/02,1304,台聚,         10874937,          8466490,          1073775,                  0,            320126,         20735328,          2457579,          1993568,             43580,            750147,          5244874,          9935673,            237198,          5246319,             71264,                  0,         15490454,                  0,                  0,         19.65,                  0,         75852799
100/02,1305,華夏,          3213848,          2841493,          2411425,                  0,            237048,          8703814,            991773,            997595,            483213,          1120627,          3593208,          4248035,              9102,            325111,            528358,                  0,          5110606,                  0,                  0,         12.03,                  0,                  0
100/02,,,,,,,,,,,,,,,,,,,,,,,,
100/02,1307,三芳化工,          3015546,          4421548,          1771839,                  0,             45653,          9254586,          3232155,            599078,             37782,            281653,          4150668,          3431614,            137866,          1959366,           -424928,                  0,          5103918,                  0,                  0,         16.36,                  0,                  0
100/02,1308,亞聚,          5501534,          4706563,            659228,              4999,            479116,         11351440,          2307491,                  0,             21469,            265477,          2594437,          3913974,             30787,          3113542,          1698700,                  0,          8757003,                  0,                  0,         27.97,                  0,                  0
100/02,1309,台達化工,          3489396,          2403668,          1026983,              3108,            193992,          7117147,          1809137,            499861,            143860,            503024,          2955882,          3120493,              4459,            532751,            503562,                  0,          4161265,                  0,                  0,         14.94,                  0,                  0
100/02,1310,台苯,          3533250,          4439314,            617863,                  0,             99596,          8690023,          3034399,            350000,                  0,             18780,          3403179,          5803403,            701450,           -682741,           -535268,                  0,          5286844,                  0,                  0,          9.11,                  0,            265351
100/02,1312,國喬石化,          3838218,          8435617,          7210833,                  0,            293045,         19777713,          4051935,          1300000,            979556,            220796,          6552287,          9266203,            184272,          2007808,          1767143,                  0,         13225426,                  0,                  0,         14.47,                  0,         12424473
100/02,1313,聯成,          3424392,         17194669,          1813314,                  0,             81042,         22513417,          3249553,          1597124,             99828,            307075,          5253580,         10558032,          1120372,          4713674,            867759,                  0,         17259837,                  0,                  0,         16.38,          8354150,                  0
100/02,1314,中石化,         19035622,         11725329,         15696194,                  0,          8168314,         54625459,          7371631,          6003026,          3871792,            116142,         17362591,         19744593,            223449,          9288564,          8006262,                  0,         37262868,                  0,                  0,         20.76,                  0,                  0
100/02,1315,達新工業,          3845338,          1002488,          1001615,                741,          2046948,          7897130,            873728,                  0,            710324,            259050,          1843102,          2200000,             29997,            760486,          3063545,                  0,          6054028,                  0,                  0,         28.55,                  0,          7930000
100/02,1316,上曜,            460765,            341333,            188004,              6927,             26210,          1023239,            306374,              5075,                  0,                200,            311649,            651661,             85002,              4410,            -29483,                  0,            711590,                  0,                  0,         10.92,                  0,                  0
100/02,1319,東陽,          4974698,          6062072,         11969788,            554307,            277954,         23838819,          3663860,          5235347,                  0,            798349,          9697556,          5548565,          4105154,          4577640,            -90096,                  0,         14141263,                  0,                  0,         27.41,                  0,          2717378
100/02,1321,大洋,          1394579,          1401367,            946797,                  0,            731830,          4474573,          1089219,            500000,                  0,            437100,          2026319,          2272283,            101383,             66988,              7600,                  0,          2448254,                  0,                  0,         11.09,                  0,          6542716
100/02,1323,永裕,            805057,            796469,            725628,             14029,             15087,          2356270,            472997,            596850,              8767,            119763,          1198377,            827887,             53708,            262246,             14052,                  0,          1157893,                  0,                  0,         14.05,                  0,            354727
100/02,1324,地球工業,            836131,            264566,            263157,                  0,             15796,          1379650,            348935,                  0,                  0,             39147,            388082,            751219,                  0,            216971,             23378,                  0,            991568,                  0,                  0,         13.20,                  0,                  0
100/02,1325,恒大,            872411,            312319,            616775,                  0,             76422,          1877927,            161117,                  0,             44912,             43657,            249686,          1006828,                766,            562631,             58016,                  0,          1628241,                  0,                  0,         17.22,                  0,                  0
100/02,1326,台化,        161452304,        158597950,         75660322,                  0,          5413171,        401123747,         76909401,         57173697,                  0,          6829370,        140912468,         56904721,          9817433,        114941007,         78548118,                  0,        260211279,                  0,                  0,         45.86,                  0,         17036314
100/02,,,,,,,,,,,,,,,,,,,,,,,,
100/02,1339,昭輝,            434652,                  0,          1896297,              2980,             25237,          2359166,            363544,            765450,                  0,              2743,          1131737,            602669,            252887,            371873,                  0,                  0,          1227429,                  0,                  0,         21.49,                  0,                  0
100/02,1402,遠東新,         31777844,        123126662,         15452319,             22189,          1016288,        171395302,         25708406,         46058161,          1018899,          1378920,         74164386,         48972173,         10246112,         24583784,         13428847,                  0,         97230916,                  0,                  0,         20.45,                  0,                  0
100/02,1409,新纖,          8943100,         19839416,          7265289,                  0,          1896686,         37944491,          6927676,          5085901,            666374,          1056947,         13736898,         18253997,          1045340,          2370836,          2537420,                  0,         24207593,                  0,                  0,         14.04,                  0,          6014633
100/02,1410,南染,            510202,            233464,            756276,                  0,             29016,          1528958,             77373,                  0,            145501,             55515,            278389,            900000,             21784,             51112,            277673,                  0,          1250569,                  0,                  0,         13.90,                  0,                  0
100/02,1413,宏洲纖維,          1652892,             68116,          1382976,                  0,             82289,          3186273,          1258516,                  0,            145598,            261899,          1666013,          1701874,                541,           -645604,            463449,                  0,          1520260,                  0,                  0,          9.04,                  0,          2097951
100/02,1414,東和,          1199452,             46375,          2580273,                  0,            235701,          4061801,            963949,            155000,            421412,            145827,          1686188,          2200000,                986,           -395465,            570092,                  0,          2375613,                  0,                  0,         10.80,                  0,                  0
100/02,1416,廣豐,            286620,          4644007,          1074204,                854,            105520,          6111205,            513355,            239772,                  0,             47026,            800153,          3848484,          1001541,            358642,            102385,                  0,          5311052,                  0,                  0,         14.89,                  0,         28205990
100/02,1417,嘉裕,            846433,          3245330,            734692,                  0,            458890,          5285345,            700750,                  0,            103078,            105239,            909067,          3798837,             19571,            181449,            376421,                  0,          4376278,                  0,                  0,         11.52,                  0,                  0
100/02,1418,東華,            925906,            105851,          1519591,              1292,            116810,          2669450,            995481,             38800,            297488,             97482,          1429251,          1319276,              1612,           -135262,             54573,                  0,          1240199,                  0,                  0,         10.25,                  0,         10933000
100/02,1419,新紡,          1478692,          3831656,          3239095,                  0,             31905,          8581348,          2294451,                  0,            515989,             32141,          2842581,          3000413,                595,            627958,          2109801,                  0,          5738767,                  0,                  0,         19.18,                  0,            803829
100/02,1423,利華羊毛,          1484322,            455736,            435325,                  0,            460204,          2835587,            119763,                  0,            193097,            120888,            433748,          1750000,            127565,            -20594,            544868,                  0,          2401839,                  0,                  0,         13.72,                  0,                  0
100/02,1432,大魯閣,            388694,            805553,            135214,                  0,            498707,          1828168,            531145,             84078,            126634,             28626,            770483,            885642,             28150,            -53742,            197635,                  0,          1057685,                  0,                  0,         12.06,                  0,            857715
100/02,1434,福懋興業,         12233842,         50638691,          8432294,             66215,          1685415,         73056457,          7786013,          8255064,                  0,          1363521,         17404598,         16846646,            698507,          9589380,         28517326,                  0,         55651859,                  0,                  0,         33.09,                  0,          3043228
100/02,1435,中福國際,            295483,            275171,            560334,                  0,              2599,          1133587,              2775,                  0,            161746,              4754,            169275,          1397801,              1302,           -454242,             19451,                  0,            964312,                  0,                  0,          7.69,                  0,         14424000
100/02,1436,華友聯,          2620793,            290096,             28659,                  0,            605228,          3544776,             62479,                  0,                  0,             28618,             91097,          3306193,            200058,             74447,           -127019,                  0,          3453679,                  0,                  0,         10.92,                  0,         13718014
100/02,,,,,,,,,,,,,,,,,,,,,,,,
100/02,1437,勤益投控,            634077,          3236692,            770572,              6840,             96149,          4744330,            712142,            310000,                  0,             46637,          1068779,          2039649,            318310,             93437,          1224155,                  0,          3675551,                  0,                  0,         18.02,                  0,                  0
100/02,1438,裕豐,            468853,              2294,                135,                  0,            119941,            591223,             19476,                  0,             74530,                446,             94452,          1024115,             81330,           -658257,             49583,                  0,            496771,                  0,                  0,          4.85,                  0,                  0
100/02,1439,中和羊毛,          2641650,             17060,            688163,                  0,                172,          3347045,          1034141,                  0,            145900,              2595,          1182636,            920000,              8686,          1024497,            211226,                  0,          2164409,                  0,                  0,         23.53,                  0,                  0
100/02,1440,南紡,          5452426,         11470862,         10710617,              5806,          4273235,         31912946,          3675137,                  0,          3361080,          1703461,          8739678,         15690963,             75446,          5250811,          2156048,                  0,         23173268,                  0,                  0,         15.21,                  0,                  0
100/02,1441,大東紡織,            738833,            518570,            688477,             14339,             28555,          1988774,            493905,            267105,            161013,            158359,          1080382,            658000,              7857,            141432,            101103,                  0,            908392,                  0,                  0,         13.81,                  0,                  0
100/02,1442,名軒,          5896385,            758605,            101265,                  0,            164423,          6920678,          4358151,              9873,                  0,                150,          4368174,          1762646,             57031,            732885,                -58,                  0,          2552504,                  0,                  0,         14.77,                  0,                  0
100/02,1443,立益紡織,          1084368,            434510,          2172565,                  0,            394971,          4086414,          1060837,                  0,            296750,            700116,          2057703,          2912649,            187727,         -1483218,            411553,                  0,          2028711,                  0,                  0,          6.99,                  0,            991257
100/02,1444,力麗,          7399023,          4258699,          3862206,             13698,            634836,         16168462,          5055816,             77381,              5132,            227571,          5365900,          8851622,            290325,          1414991,            245624,                  0,         10802562,                  0,                  0,         13.96,                  0,          9765200
100/02,1445,大宇紡織,          1156548,            230017,            993000,                  3,              5688,          2385256,            289582,                  0,             98272,             70648,            458502,          1386670,            172064,            131152,            236868,                  0,          1926754,                  0,                  0,         13.89,                  0,                  0
100/02,1446,宏和,          1443668,            564316,            217800,                  0,            532629,          2758413,             96802,            500000,                  0,                476,            597278,          1386215,            297632,            470312,              6976,                  0,          2161135,                  0,                  0,         15.59,                  0,                  0
100/02,1447,力鵬,          8473237,          3193192,          4722893,             42129,            130394,         16561845,          6244900,            983639,                  0,            188013,          7416552,          7181532,            722787,          1734910,           -493936,                  0,          9145293,                  0,                  0,         15.77,                  0,         72932490
100/02,1449,佳和實業,          1345988,            516718,          1185072,             31885,            272337,          3352000,          2309980,                  0,            333112,            279030,          2922122,          1871941,            411138,         -1162697,           -690504,                  0,            429878,                  0,                  0,          2.80,                  0,         33537700
100/02,1451,年興紡織,          6464524,          8732417,          1075140,             15756,            168060,         16455897,          3440927,            630000,                  0,            494775,          4565702,          5500000,            386640,          5740719,            262836,                  0,         11890195,                  0,                  0,         21.62,                  0,                  0
100/02,1452,宏益,          1409993,            437842,            462715,                  0,             33446,          2343996,            277852,                400,             42579,              4913,            325744,          1326414,            151182,            439692,            100964,                  0,          2018252,                  0,                  0,         15.82,                  0,                  0
100/02,1453,大將,            502345,             96201,            322014,                  0,             56994,            977554,             63816,                  0,             54850,              1740,            120406,            744450,                405,             49092,             63201,                  0,            857148,                  0,                  0,         12.09,                  0,                  0
100/02,,,,,,,,,,,,,,,,,,,,,,,,
100/02,1454,台富,          1136802,            106081,          1017423,              1474,             21122,          2282902,            402847,             97500,                  0,             80956,            581303,          1403098,             49290,            169226,             79985,                  0,          1701599,                  0,                  0,         13.62,                  0,          8738194
100/02,1455,集盛,          6199423,            136222,          5376844,                  0,            656398,         12368887,          4247530,            699874,            137395,            189204,          5274003,          5187092,            428734,          1138068,            340990,                  0,          7094884,                  0,                  0,         14.50,                  0,                  0
100/02,1456,怡華,          1052890,            168384,          1486140,                  0,             21079,          2728493,          1749223,            229624,            190722,            259516,          2429085,          1675000,             18386,           -555462,           -838516,                  0,            299408,                  0,                  0,          1.87,                  0,          7052326
100/02,1457,宜進,          2382745,            818716,          2322182,                  0,            519168,          6042811,          1514620,          1314159,              3944,             83826,          2916549,          2839558,            494450,           -133014,            -74732,                  0,          3126262,                  0,                  0,         13.63,                  0,         45806604
100/02,1459,聯發紡織,          1709333,          2544583,          1837564,                  0,            209783,          6301263,          1211783,          1162500,                  0,             29053,          2403336,          3586289,            274816,            570623,           -533801,                  0,          3897927,                  0,                  0,         13.34,                  0,         39890309
100/02,1460,宏遠,          3249025,          1287920,          2317686,             10662,            230366,          7095659,          1738003,          1447059,            165409,            245964,          3596435,          4711891,            119663,         -1346713,             14383,                  0,          3499224,                  0,                  0,          8.00,                  0,         33706585
100/02,1463,強盛染整,            407636,            998743,            511993,                  0,             99073,          2017445,            107084,                  0,             67994,             56533,            231611,          1884108,            157475,           -118979,           -136770,                  0,          1785834,                  0,                  0,         11.04,                  0,         26589911
100/02,1464,得力實業,          1064730,          1027443,            868832,                  0,             32468,          2993473,          1038708,            125000,                  0,             78524,          1242232,          1568490,             96329,             11829,             74593,                  0,          1751241,                  0,                  0,         11.17,                  0,                  0
100/02,1465,偉全實業,          1162009,            631233,            402322,              4691,             14768,          2215023,            501034,                  0,                  0,            104706,            605740,            863394,            353488,            373670,             18731,                  0,          1609283,                  0,                  0,         18.64,                  0,                  0
100/02,1466,聚隆,          1564896,              1000,          1030511,              4103,            160297,          2760807,            942727,            268103,                  0,             40931,          1251761,            952617,            260973,            236282,             59174,                  0,          1509046,                  0,                  0,         16.49,                  0,             87958
100/02,1467,南緯實業,          1736366,          2822353,            580847,              8035,            258707,          5406308,          1962909,          1390344,             68902,            128914,          3551069,          1649115,             63250,            370189,           -227315,                  0,          1855239,                  0,                  0,         11.25,                  0,                  0
100/02,1468,昶和纖維,          1111074,            361962,            603807,              8838,            486913,          2572594,            911810,            292000,             65656,             35809,          1305275,          1604053,             43757,           -615677,            235186,                  0,          1267319,                  0,                  0,          7.90,                  0,                  0
100/02,1469,理隆纖維,            835096,             74815,          1277128,                355,             37473,          2224867,            684821,                  0,                  0,             15403,            700224,          1246000,            455920,           -156053,            -21224,                  0,          1524643,                  0,                  0,         12.24,                  0,                  0
100/02,1470,大統染,            526389,             92214,            397844,                  0,              6491,          1022938,            104935,                  0,                  0,             13180,            118115,            857670,              6918,             45204,             -4969,                  0,            904823,                  0,                  0,         10.55,                  0,                  0
100/02,1471,首利,          1625716,          1720000,            230497,                  0,            123797,          3700010,            875511,                  0,                  0,              2775,            878286,          2014677,            839234,            -30828,             -1359,                  0,          2821724,                  0,                  0,         14.01,                  0,                  0
100/02,,,,,,,,,,,,,,,,,,,,,,,,
100/02,1472,三洋紡,            467742,             29483,            497573,              1055,             16250,          1012103,            249607,                  0,             37616,             64013,            351236,            875000,                  0,           -278743,             64610,                  0,            660867,                  0,                  0,          8.04,                  0,          5348830
100/02,1473,台南企業,          2948334,          2547958,            555245,              1628,             77854,          6131019,          1585530,            509266,             37967,             64293,          2197056,          1468220,            836070,          1809661,           -179988,                  0,          3933963,                  0,                  0,         26.98,                  0,          1000000
100/02,1474,弘裕,          1528789,            597029,            612463,                  0,             99347,          2837628,            800783,            145000,             39282,             34632,          1019697,          1378744,              6813,            325970,            106404,                  0,          1817931,                  0,                  0,         13.31,                  0,          1256402
100/02,1475,本盟光電,            369187,             32970,            333478,                  0,              1841,            737476,            424619,                  0,                  0,             40537,            465156,            541946,             25720,           -308457,             13111,                  0,            272320,                  0,                  0,          5.02,                  0,                  0
100/02,1476,儒鴻,          3280664,          1690643,            802742,              3155,            111753,          5888957,          2029226,             50000,                  0,            166241,          2245467,          2112419,            293678,          1319080,            -81687,                  0,          3643490,                  0,                  0,         18.28,                  0,                  0
100/02,1477,聚陽實業,          5468104,          1202201,             96538,                  0,            565282,          7332125,          3696820,                  0,                  0,             16881,          3713701,          1607136,            861145,          1275741,           -125598,                  0,          3618424,                  0,                  0,         22.51,                  0,                  0
100/02,1503,士電,          8455772,          9005526,          9281758,             69395,             97392,         26909843,          7514808,            800000,            950717,          1241647,         10507172,          5209722,          2556723,          5914956,          2721270,                  0,         16402671,                  0,                  0,         31.48,                  0,                  0
100/02,1504,東元電機,         14418304,         37648392,          3406616,             81232,          2329002,         57883546,          9676908,         11649411,            106179,          1417438,         22849936,         18356119,          5844138,          9086736,          1746617,                  0,         35033610,                  0,                  0,         19.32,          1860000,         22365800
100/02,1506,正道,            601156,            928581,            455866,                 40,            400232,          2385875,            698926,            313208,             76990,            279375,          1368499,          1022516,            148334,           -259795,            106321,                  0,          1017376,                  0,                  0,          9.95,                  0,                  0
100/02,1507,永大機電,          3453095,          7760008,          1274933,             60915,            886072,         13435023,          2594599,             92500,              2702,            877950,          3567751,          4108200,            247910,          5618022,           -106860,                  0,          9867272,                  0,                  0,         24.14,                  0,          2129800
100/02,1512,瑞利,          1525360,          1344910,          1573312,              9804,             18200,          4471586,          1601232,            617575,             99095,            177726,          2495628,          1818025,             40369,             20226,             97338,                  0,          1975958,                  0,                  0,         10.87,                  0,                  0
100/02,1513,中興電,          5030707,          4599287,          2895917,                  0,            157028,         12682939,          4191282,            750179,            286075,            482994,          5710530,          4800000,            341257,            998526,            832626,                  0,          6972409,                  0,                  0,         14.85,                  0,         10329917
