年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
101/04,1101,台泥,         15643397,         64006117,         31219719,                  0,          4165690,        115034923,          9857539,                  0,          5029398,            338469,         15225406,         36921759,         16024700,         21174505,         25688553,                  0,         99809517,                  0,                  0,         27.03,                  0,                  0
101/04,1102,亞泥,         11830954,         94832864,         13499125,                  0,          3115288,        123278231,         10322312,         23407129,          3427438,          1452112,         38608991,         32309181,          6590192,         25382092,         20387775,                  0,         84669240,                  0,                  0,         26.21,                  0,                  0
101/04,1103,嘉泥,          3909273,         17533581,          1643537,                  0,             85322,         23171713,          1200524,          7309623,                  0,            573790,          9083937,          7768285,            794367,          5401757,            123367,                  0,         14087776,                  0,                  0,         21.85,                  0,        132150185
101/04,1104,環球水泥,          1375773,          8105595,          3651114,              9654,          2051385,         15193521,            669347,                  0,          1082113,            233605,          1985065,          6038919,            153768,          3389736,          3626033,                  0,         13208456,                  0,                  0,         21.87,                  0,                  0
101/04,1108,幸福水泥,          1982732,          2673402,          2539701,                  0,            474340,          7670175,          1791538,          1210000,                  0,            471516,          3473054,          4047380,             27431,             62535,             59775,                  0,          4197121,                  0,                  0,         10.37,                  0,                  0
101/04,1109,信大水泥,          1762494,          2675165,          1838843,                  0,            173724,          6450226,            263330,                  0,                  0,            357309,            620639,          4210008,             42598,          1589493,            -12512,                  0,          5829587,                  0,                  0,         13.85,                  0,                  0
101/04,1110,東泥,          1017171,          2391154,          4783464,                  0,            935996,          9127785,            393636,                  0,            242625,            184642,            820903,          5720008,            185152,          1549279,            852443,                  0,          8306882,                  0,                  0,         14.58,                  0,          2112865
101/04,1201,味全公司,          3345266,          6752884,          7305862,                  0,            587848,         17991860,          2371321,          4100000,          1007250,          2465815,          9944386,          5060629,             37921,          2972272,            -23348,                  0,          8047474,                  0,                  0,         15.90,                  0,                  0
101/04,1203,味王公司,            953976,          3409324,            751030,                  0,             36422,          5150752,            566801,                  0,            139094,            490548,          1196443,          2400000,             45012,            440216,          1069081,                  0,          3954309,                  0,                  0,         16.64,                  0,          2293865
101/04,1210,大成長城,          6449590,          8011289,          3133834,                  0,            850854,         18445567,          5978745,          1000000,             20754,            125381,          7124880,          5664572,          2285217,          2913634,            457264,                  0,         11320687,                  0,                  0,         21.53,                  0,         40688225
101/04,1213,大飲,            350242,             35902,            314445,                  0,             93915,            794504,            121740,                  0,             30839,              6719,            159298,            514751,             21938,             61890,             36627,                  0,            635206,                  0,                  0,         12.34,                  0,                  0
101/04,1215,卜蜂企業,          4409446,          2521454,          2339555,                  0,            116014,          9386469,          3721232,            545852,                  0,            361999,          4629083,          2320268,                967,            700181,          1735970,                  0,          4757386,                  0,                  0,         20.50,                  0,                  0
101/04,1216,統一,         10416654,         92499618,         12126154,              6526,          5129053,        120178005,          9794851,         24139572,          1076566,          2565914,         37576903,         48624744,          6243882,         24785752,          2946724,                  0,         82601102,                  0,                  0,         16.99,                  0,                  0
101/04,1217,愛之味,          1736836,          5917962,          1164599,              7967,          1470539,         10297903,          1629206,          3020606,             79974,            329503,          5059289,          4976893,            260575,             71485,            -70339,                  0,          5238614,                  0,                  0,         10.75,                  0,         10484000
101/04,1218,泰山企業,          2951929,          2626954,          2011548,             21369,            137967,          7749767,          1628032,          2114648,            222537,            250239,          4215456,          3533360,             53748,           -122254,             69457,                  0,          3534311,                  0,                  0,         10.41,                  0,         13680042
101/04,,,,,,,,,,,,,,,,,,,,,,,,
101/04,1219,福壽實業,          3694378,            503807,          1740352,              8876,             61289,          6008702,          1216550,            350000,            431001,            222129,          2219680,          3070473,             59244,            368672,            290633,                  0,          3789022,                  0,                  0,         12.34,                  0,                  0
