年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
100/01,1213,大飲,            328981,             34368,            248760,                  0,             96404,            708513,            121076,                  0,                  0,              8318,            129394,            514751,             21938,             44429,             -1999,                  0,            579119,                  0,                  0,         11.25,                  0,                  0
100/01,1215,卜蜂企業,          3305480,          1930030,          1268644,                  0,            107735,          6611889,          2082211,              2814,                  0,            355964,          2440989,          2320268,                967,            592714,          1256951,                  0,          4170900,                  0,                  0,         17.98,                  0,                  0
100/01,1216,統一,         10709778,         80317929,          8474505,             39157,          5158048,        104699417,          9679033,         20949704,            815439,          2326636,         33770812,         42871402,          6251778,         21399137,            406288,                  0,         70928605,                  0,                  0,         16.54,                  0,                  0
100/01,1217,愛之味,          1591854,          3726751,          1319393,             14938,          1665134,          8318070,          1113132,          2064185,             79974,            216219,          3473510,          4476893,             83592,            109933,            174142,                  0,          4844560,                  0,                  0,         10.82,                  0,                  0
100/01,1218,泰山企業,          3085291,          2659699,          2171748,              3273,             60953,          7980964,          1897671,          1817790,            229042,            206258,          4150761,          3330531,             45953,            288735,            164984,                  0,          3830203,                  0,                  0,         11.97,                  0,         13044134
100/01,,,,,,,,,,,,,,,,,,,,,,,,
100/01,1219,福壽實業,          3299278,            724657,          1631567,             12430,             66570,          5734502,            974998,            331651,            431001,            247897,          1985547,          2839087,            215710,            394042,            300116,                  0,          3748955,                  0,                  0,         13.20,                  0,                  0
100/01,1220,台榮,          1431571,            227807,            887353,                  0,            102204,          2648935,            452654,                  0,            157271,            113160,            723085,          1770779,                537,           -123908,            278442,                  0,          1925850,                  0,                  0,         10.88,                  0,                  0
100/01,1225,福懋油,          2328937,          1030560,            978194,                  0,            111308,          4448999,            948451,          1000000,            100296,            100887,          2149634,          1749049,            152783,            235870,            161663,                  0,          2299365,                  0,                  0,         13.15,                  0,                  0
100/01,1227,佳格,          4504305,          4166680,            996913,             10046,            377287,         10055231,          1916796,                947,             33685,             21860,          1973288,          3709015,             33947,          4310706,             28275,                  0,          8081943,                  0,                  0,         21.95,                  0,          2703252
100/01,1229,聯華實業,          1627515,         21234399,          3393100,                  0,            126933,         26381947,          1270420,          3207595,             93673,            206769,          4778457,          8219610,          1076013,          6256701,          6051166,                  0,         21603490,                  0,                  0,         26.29,            535300,             91000
100/01,1231,聯華食品,          2284341,            180222,            673035,             19177,            483273,          3640048,            985146,            485394,                  0,            110876,          1581416,          1154190,             73042,            843431,            -12031,                  0,          2058632,                  0,                  0,         17.84,                  0,                  0
100/01,1232,大統益,          2401287,            257677,            923715,                299,             13681,          3596659,            462131,                  0,                  0,             21035,            483166,          1599749,             23784,          1564160,            -74200,                  0,          3113493,                  0,                  0,         19.46,                  0,                  0
100/01,1233,天仁,            648152,            193863,            801920,              2529,             67060,          1713524,            267891,                  0,                  0,              8421,            276312,            905919,             60605,            470889,               -201,                  0,          1437212,                  0,                  0,         15.86,                  0,                  0
100/01,1234,黑松,          1827455,          6883403,          2137881,                  0,            269204,         11117943,            466682,                  0,            469498,            379124,          1315304,          5358281,            184601,          2131847,          2127910,                  0,          9802639,                  0,                  0,         18.29,                  0,                  0
100/01,1235,興泰,            855054,            252120,            126980,                  0,            137010,          1371164,            415958,                  0,             36662,             24287,            476907,            545328,             27674,             98247,            223008,                  0,            894257,                  0,                  0,         17.05,                  0,          2069525
100/01,1236,宏亞食品,            752470,            178061,          1295514,              2983,             97676,          2326704,            744518,                  0,                  0,            222268,            966786,            920497,             33396,            409321,             -3296,                  0,          1359918,                  0,                  0,         14.77,                  0,                  0
100/01,1301,台塑,        154740297,        153800147,         58751962,            820874,          6380355,        374493635,         33252406,         39944778,                  0,         10189173,         83386357,         61209046,         12827175,        140297962,         76773095,                  0,        291107278,                  0,                  0,         47.56,                  0,                  0
100/01,1303,南亞塑膠,        145367457,        211751289,         69499177,            473986,          4102307,        431194216,         30575778,         80191911,                  0,         18800713,        129568402,         78522986,         28105458,        149135831,         45861539,                  0,        301625814,                  0,                  0,         38.41,                  0,            183235
100/01,1304,台聚,         10426684,          8533795,          1069467,                  0,            315379,         20345325,          2843207,            996681,             43580,            749029,          4632497,          8639716,            217458,          6437031,            418623,                  0,         15712828,                  0,                  0,         19.52,                  0,         59097799
100/01,1305,華夏,          3156319,          2770001,          2436252,                  0,            221157,          8583729,          1080690,            997410,            483213,          1110403,          3671716,          4248035,              9317,            107487,            547174,                  0,          4912013,                  0,                  0,         11.56,                  0,                  0
100/01,,,,,,,,,,,,,,,,,,,,,,,,
100/01,1307,三芳化工,          2737045,          4511216,          1770433,                  0,             48343,          9067037,          3156410,            157378,             37782,            282053,          3633623,          3119649,            137866,          2528668,           -352769,                  0,          5433414,                  0,                  0,         17.42,                  0,                  0
100/01,1308,亞聚,          5726256,          4594574,            580014,              4999,            472286,         11378129,          1880720,                  0,             21469,            261113,          2163302,          3131179,             31538,          3855798,          2196312,                  0,          9214827,                  0,                  0,         29.43,                  0,                  0
100/01,1309,台達化工,          4191001,          2461270,          1020006,              3108,            202721,          7878106,          1447300,          1499388,            143860,            495798,          3586346,          2786155,              4780,            889065,            611760,                  0,          4291760,                  0,                  0,         15.40,                  0,                  0
100/01,1310,台苯,          3204368,          5141197,            591008,                  0,             95733,          9032306,          2967628,            100000,                  0,             18828,          3086456,          5803403,            691765,           -136734,           -412584,                  0,          5945850,                  0,                  0,         10.25,                  0,            265351
100/01,1312,國喬石化,          3460138,          8651376,          7025110,                  0,            252545,         19389169,          3020873,          1300000,            979556,            263158,          5563587,          9266203,            184272,          2842563,          1532544,                  0,         13825582,                  0,                  0,         15.12,                  0,         12424473
100/01,1313,聯成,          3368593,         17078210,          1808862,                  0,             81558,         22337223,          1218505,          1596761,             99828,            303050,          3218144,         10449208,          1115062,          6573620,            981189,                  0,         19119079,                  0,                  0,         18.29,          4472750,                  0
100/01,1314,中石化,         14919354,          8513899,         15201946,                  0,          8187386,         46822585,          4486224,          6813280,          3871792,            243653,         15414949,         17949630,            252377,          8763629,          4442000,                  0,         31407636,                  0,                  0,         17.50,                  0,                  0
100/01,1315,達新工業,          4087448,          1017062,          1006964,                741,          2092761,          8204976,            624553,                  0,            710324,            268093,          1602970,          2200000,             29997,            960442,          3411567,                  0,          6602006,                  0,                  0,         31.13,                  0,          7930000
100/01,1316,上曜,            388890,            436537,            153587,              4719,             22024,          1005757,            263932,              5906,                  0,                200,            270038,            651661,            122250,            -50673,             12481,                  0,            735719,                  0,                  0,         11.29,                  0,                  0
100/01,1319,東陽,          5696260,          6070749,         11509603,            560554,            281166,         24118332,          4546982,          4509347,                  0,            807699,          9864028,          5185575,          4105154,          4897366,             66209,                  0,         14254304,                  0,                  0,         27.63,                  0,          2717378
100/01,1321,大洋,          1445041,          1436214,            866587,                  0,            680074,          4427916,            967541,            500000,                  0,            432532,          1900073,          2272283,            101383,            110227,             43950,                  0,          2527843,                  0,                  0,         11.45,                  0,          6542716
100/01,1323,永裕,            805005,            797121,            731183,             14029,             15778,          2363116,            388404,            596674,              8767,            106218,          1100063,            827887,             53708,            361477,             19981,                  0,          1263053,                  0,                  0,         15.32,                  0,            354726
100/01,1324,地球工業,            828965,            265211,            265675,                  0,             16247,          1376098,            332259,                  0,                  0,             38541,            370800,            751219,                  0,            227826,             26253,                  0,          1005298,                  0,                  0,         13.38,                  0,                  0
100/01,1325,恒大,            846771,            317589,            611065,                  0,             75050,          1850475,            118976,                  0,             44912,             43223,            207111,            945379,                766,            636490,             60729,                  0,          1643364,                  0,                  0,         17.38,                  0,                  0
100/01,1326,台化,        161224711,        155825095,         77501109,                  0,          5651897,        400202812,         36617530,         58239160,                  0,          6638048,        101494738,         56904721,          9817433,        147787416,         84198504,                  0,        298708074,                  0,                  0,         52.65,                  0,         17036314
100/01,,,,,,,,,,,,,,,,,,,,,,,,
100/01,1402,遠東新,         22745407,        127522483,         14928165,             21953,          1017229,        166235237,         19224275,         41569717,          1018899,          1143308,         62956199,         47545799,         10243085,         32159824,         13330330,                  0,        103279038,                  0,                  0,         21.72,                  0,                  0
100/01,1409,新纖,         10036971,         20009518,          6856224,                  0,          1915385,         38818098,          8019965,          4608380,            666374,          1074342,         14369061,         17302269,          1045256,          3481936,          2619576,                  0,         24449037,                  0,                  0,         14.17,                  0,          4434633
100/01,1410,南染,            451790,            254479,            757852,                  0,             28955,          1493076,             55974,                  0,            145501,             54761,            256236,            900000,             21784,             36708,            278348,                  0,          1236840,                  0,                  0,         13.74,                  0,                  0
100/01,1413,宏洲纖維,          1590457,             70658,          1396439,                  0,             81707,          3139261,          1159859,                477,            145598,            264296,          1570230,          1701874,                541,           -604928,            471544,                  0,          1569031,                  0,                  0,          9.33,                  0,          2097951
100/01,1414,東和,          1295791,             57001,          2520978,                  0,            237515,          4111285,          1082651,            155000,            421412,            144633,          1803696,          2200000,                986,           -475756,            582359,                  0,          2307589,                  0,                  0,         10.49,                  0,                  0
100/01,1416,廣豐,            236856,          4319676,          1076257,                957,            105706,          5739452,            261172,            264762,                  0,             73150,            599084,          3848484,          1001374,            175057,            115453,                  0,          5140368,                  0,                  0,         14.41,                  0,         28205990
100/01,1417,嘉裕,            910467,          3150846,            736713,                  0,            482597,          5280623,            771871,                  0,            103078,            105297,            980246,          3798837,             19571,             44253,            437716,                  0,          4300377,                  0,                  0,         11.32,                  0,                  0
100/01,1418,東華,            823785,            106745,          1516609,              1365,            124300,          2572804,            899673,             42700,            297488,             99769,          1339630,          1319276,              1612,           -142287,             54573,                  0,          1233174,                  0,                  0,         10.19,                  0,         10933000
100/01,1419,新紡,          1475273,          3905205,          3172703,                  0,             31308,          8584489,          1979119,                  0,            515989,             32462,          2527570,          3000413,                595,            802824,          2253087,                  0,          6056919,                  0,                  0,         20.24,                  0,            803829
100/01,1423,利華羊毛,          1339843,            451481,            439156,                  0,            470360,          2700840,             35169,                  0,            193097,            119272,            347538,          1750000,            127566,            -64341,            540077,                  0,          2353302,                  0,                  0,         13.45,                  0,                  0
100/01,1432,大魯閣,            390358,            729367,            136017,                  0,            499315,          1755057,            523512,             85644,            126634,             30088,            765878,            885642,             38867,            -72753,            137423,                  0,            989179,                  0,                  0,         11.56,                  0,          3027715
100/01,1434,福懋興業,         11724144,         49862129,          8512164,             62907,          1718254,         71879598,          4686867,          8307900,                  0,          1345154,         14339921,         16846646,            698507,         11939115,         28055409,                  0,         57539677,                  0,                  0,         34.22,                  0,          3043228
100/01,1435,中福國際,            252743,            311055,            561238,                  0,              2744,          1127780,              1874,                  0,            161746,              4754,            168374,          1397801,              1302,           -459148,             19451,                  0,            959406,                  0,                  0,          7.65,                  0,         14424000
100/01,1436,華友聯,          2701776,            292990,             29011,                  0,            607945,          3631722,             10959,                  0,                  0,             28361,             39320,          3300000,            200058,            219363,           -127019,                  0,          3592402,                  0,                  0,         11.36,                  0,         13718014
100/01,1437,勤益投控,            640491,          3238944,            784721,              6888,             92802,          4763846,            658578,            360000,                  0,             43197,          1061775,          2039649,            318310,             94791,          1249321,                  0,          3702071,                  0,                  0,         18.15,                  0,                  0
100/01,,,,,,,,,,,,,,,,,,,,,,,,
100/01,1438,裕豐,            467443,              2294,                143,                  0,            120049,            589929,             20927,                  0,             74935,                452,             96314,          1024115,             81330,           -661687,             49857,                  0,            493615,                  0,                  0,          4.82,                  0,                  0
100/01,1439,中和羊毛,          2647255,             19193,            689476,                  0,                172,          3356096,             32836,                  0,            145900,              2755,            181491,            920000,              8686,          2034693,            211226,                  0,          3174605,                  0,                  0,         34.51,                  0,                  0
100/01,1440,南紡,          6055677,         11525996,         10518011,              5806,          4443090,         32548580,          3091008,                  0,          3361080,          1725745,          8177833,         15233945,             75446,          6888688,          2172668,                  0,         24370747,                  0,                  0,         16.00,                  0,                  0
100/01,1441,大東紡織,            834532,            501197,            689477,             15997,             31941,          2073144,            624661,            267805,            161013,            163430,          1216909,            658000,             11329,             85340,            101566,                  0,            856235,                  0,                  0,         13.01,                  0,                  0
100/01,1442,名軒,          5731329,            756467,            101567,                  0,              8607,          6597970,          3825454,             10034,                  0,                150,          3835638,          1728084,             57031,            977292,                -75,                  0,          2762332,                  0,                  0,         15.98,                  0,                  0
100/01,1443,立益紡織,          1101001,            455119,          2183760,                  0,            394300,          4134180,          1116449,                  0,            296750,            707822,          2121021,          2912649,            206574,         -1515323,            409259,                  0,          2013159,                  0,                  0,          6.94,                  0,            991257
100/01,1444,力麗,          8284014,          4246744,          3858648,             17363,            606758,         17013527,          5629177,             91429,              5132,            224028,          5949766,          7833294,            224210,          2632279,            373978,                  0,         11063761,                  0,                  0,         14.41,                  0,         15769200
100/01,1445,大宇紡織,          1133426,            208880,            932949,                  3,              6890,          2282148,            177668,                  0,             98272,             71542,            347482,          1386670,            172064,            160201,            215731,                  0,          1934666,                  0,                  0,         13.95,                  0,                  0
100/01,1446,宏和,          1146833,            609094,            216866,                  0,            948526,          2921319,            959508,            300000,                  0,                456,          1259964,          1386215,            297632,            -39418,             16926,                  0,          1661355,                  0,                  0,         11.98,                  0,                  0
100/01,1447,力鵬,          7747622,          3302777,          4750319,             48390,            130008,         15979116,          4895700,          1251457,                  0,            176990,          6324147,          6528665,          1369555,          2112620,           -355871,                  0,          9654969,                  0,                  0,         16.66,                  0,         73175490
100/01,1449,佳和實業,          1324126,            566750,          1174300,             33111,            292753,          3391040,          2340912,                  0,            333112,            262076,          2936100,          1871941,            431156,         -1075251,           -772906,                  0,            454940,                  0,                  0,          3.13,                  0,         42037151
100/01,1451,年興紡織,          6151386,          8842363,          1104608,             15756,            158421,         16272534,          2642697,            686000,                  0,            499797,          3828494,          5500000,            386640,          6122768,            434632,                  0,         12444040,                  0,                  0,         22.63,                  0,                  0
100/01,1452,宏益,          1410043,            449307,            440772,                  0,             34118,          2334240,            162425,                400,             42579,              4984,            210388,          1275398,            151182,            582806,            114466,                  0,          2123852,                  0,                  0,         16.65,                  0,                  0
100/01,1453,大將,            507176,             96646,            323774,                  0,             61497,            989093,             74145,                  0,             54850,              1740,            130735,            709000,                405,             88446,             60507,                  0,            858358,                  0,                  0,         12.11,                  0,                  0
100/01,1454,台富,          1257623,            123421,            894194,              1474,             19659,          2296371,            388263,            112900,                  0,             81031,            582194,          1336284,            116104,            174600,             87189,                  0,          1714177,                  0,                  0,         13.73,                  0,          8738194
100/01,,,,,,,,,,,,,,,,,,,,,,,,
100/01,1455,集盛,          5765004,            136222,          5356639,                  0,            659171,         11917036,          3953951,            399763,            137395,            179803,          4670912,          4893483,            428734,          1582917,            340990,                  0,          7246124,                  0,                  0,         14.81,                  0,                  0
100/01,1456,怡華,          1093193,            161520,          1501813,                  0,             28686,          2785212,          1737557,            231301,            190722,            273853,          2433433,          1675000,             18386,           -493460,           -848147,                  0,            351779,                  0,                  0,          2.19,                  0,          7052326
100/01,1457,宜進,          2018994,            900172,          2459193,                  0,            550572,          5928931,          1442072,          1032849,              3944,             28983,          2507848,          2751510,            475760,            261486,            -67673,                  0,          3421083,                  0,                  0,         14.91,                  0,         45653604
100/01,1459,聯發紡織,          2477559,          2569404,          1864963,                  0,            211663,          7123589,          1709788,          1223500,                  0,             33856,          2967144,          3320638,            274816,          1093880,           -532889,                  0,          4156445,                  0,                  0,         14.23,                  0,         39890309
100/01,1460,宏遠,          3611397,          1330517,          2290926,             10662,            229241,          7472743,          1963061,          1611854,            165409,            242118,          3982442,          4711891,            119663,         -1375897,             34644,                  0,          3490301,                  0,                  0,          7.98,                  0,         33706585
100/01,1463,強盛染整,            412634,          1005195,            505151,                  0,            100095,          2023075,            108545,                  0,             67994,             54852,            231391,          1884108,            157475,           -114529,           -135370,                  0,          1791684,                  0,                  0,         11.07,                  0,         26589911
100/01,1464,得力實業,          1070581,          1057399,            880087,                  0,             33054,          3041121,          1050524,            137500,                  0,             99523,          1287547,          1568490,             96329,              7212,             81543,                  0,          1753574,                  0,                  0,         11.18,                  0,                  0
100/01,1465,偉全實業,          1068150,            610580,            378313,              5180,             13626,          2075849,            220293,                  0,                  0,             92302,            312595,            863394,            353488,            520188,             26184,                  0,          1763254,                  0,                  0,         20.42,                  0,                  0
100/01,1466,聚隆,          1504282,                  0,            963549,              4103,            163760,          2635694,          1017544,            123517,                  0,             43326,          1184387,            915978,            237453,            238703,             59173,                  0,          1451307,                  0,                  0,         15.86,                  0,             87958
100/01,1467,南緯實業,          1591782,          2783742,            581545,              8035,            263002,          5228106,          3029514,            165144,             68902,            122297,          3385857,          1649115,             63250,            337399,           -207515,                  0,          1842249,                  0,                  0,         11.17,                  0,                  0
100/01,1468,昶和纖維,          1083256,            386078,            607968,             10160,            497031,          2584493,            880215,            294400,             65656,             36040,          1276311,          1604053,             43757,           -587036,            247408,                  0,          1308182,                  0,                  0,          8.16,                  0,                  0
100/01,1469,理隆纖維,            754635,             72546,          1279885,                355,             38486,          2145907,            618321,                  0,                  0,             15403,            633724,          1246000,            455920,           -169415,            -20322,                  0,          1512183,                  0,                  0,         12.14,                  0,                  0
100/01,1470,大統染,            509690,             92214,            398801,                  0,              4087,          1004792,             96334,                  0,                  0,             13205,            109539,            857670,              6918,             40909,            -10244,                  0,            895253,                  0,                  0,         10.44,                  0,                  0
100/01,1471,首利,          1776082,          1753094,            243313,                  0,            125019,          3897508,          1017455,                  0,                  0,              2775,          1020230,          2014677,            967171,           -120177,             15607,                  0,          2877278,                  0,                  0,         14.28,                  0,                  0
100/01,1472,三洋紡,            492855,             31305,            501766,                719,             15880,          1042525,            311300,                  0,             37616,             60129,            409045,            875000,                  0,           -313658,             72138,                  0,            633480,                  0,                  0,          7.71,                  0,          5348830
100/01,,,,,,,,,,,,,,,,,,,,,,,,
100/01,1473,台南企業,          2750089,          2556508,            558390,              1990,             78382,          5945359,          1421191,            200000,             37967,             64293,          1723451,          1468220,            834708,          2058521,           -139541,                  0,          4221908,                  0,                  0,         28.95,                  0,            997000
100/01,1474,弘裕,          1698218,            619147,            612848,                  0,            120281,          3050494,            947748,            159375,             39282,             35540,          1181945,          1378744,              6813,            372290,            110702,                  0,          1868549,                  0,                  0,         13.68,                  0,          1256402
100/01,1475,本盟光電,            655893,             36316,            291187,                  0,             53840,          1037236,            706601,              2514,                  0,             35676,            744791,            541946,             23077,           -289214,             16636,                  0,            292445,                  0,                  0,          5.40,                  0,                  0
100/01,1476,儒鴻,          3034491,          1694956,            807041,              3043,            102663,          5642194,          1487217,            100000,                  0,            164637,          1751854,          1992848,            293678,          1658111,            -54297,                  0,          3890340,                  0,                  0,         19.52,                  0,                  0
100/01,1477,聚陽實業,          4572738,          1227359,             95647,                  0,            511907,          6407651,          2269009,                  0,                  0,             15897,          2284906,          1596609,            831286,          1792515,            -97665,                  0,          4122745,                  0,                  0,         25.82,                  0,                  0
100/01,1503,士電,          7701407,          8451956,          9346647,             69395,            115859,         25685264,          6882610,            300000,            950717,          1223581,          9356908,          5209722,          2556723,          6232339,          2329572,                  0,         16328356,                  0,                  0,         31.34,                  0,                  0
100/01,1504,東元電機,         12357844,         37696561,          3442718,             81232,          2387964,         55966319,          7782341,         10499217,            106179,          1384727,         19772464,         18349659,          5845734,          9763069,          2235393,                  0,         36193855,                  0,                  0,         19.97,          5060000,         22365800
100/01,1506,正道,            566758,            825511,            425784,                 43,            459426,          2277522,            635473,            283773,             76990,            282672,          1278908,          1022516,            148334,           -287253,            115017,                  0,            998614,                  0,                  0,          9.77,                  0,                  0
100/01,1507,永大機電,          3080297,          7638087,          1282171,             60915,            881826,         12943296,          1596158,            100000,              2702,            858397,          2557257,          4108200,            240538,          6052808,            -15507,                  0,         10386039,                  0,                  0,         25.41,                  0,          2129800
100/01,1512,瑞利,          1579462,          1325463,          1608652,              9952,             19220,          4542749,          1549723,            607600,             99095,            173175,          2429593,          1818025,             40369,            146423,            108339,                  0,          2113156,                  0,                  0,         11.62,                  0,                  0
100/01,1513,中興電,          4502466,          4614577,          2913092,                  0,            198218,         12228353,          3398761,            750595,            286075,            481508,          4916939,          4800000,            330927,          1296677,            883810,                  0,          7311414,                  0,                  0,         15.57,                  0,         10329917
100/01,1514,亞力電機,          2269454,            548365,            941755,              9793,            240691,          4010058,          1334479,             12300,            164401,            102551,          1613731,          2010670,            117372,            104075,            164210,                  0,          2396327,                  0,                  0,         12.44,                  0,          8359112
